noise,filter,seed,snr_in_db,snr_out_db,delta_snr_db,mse_in,mse_out,hurst_in,hurst_out,alpha_in,alpha_out
N4,F8,5,-18.562103250323283,-10.155525673239064,8.406577577084219,1.519196848872859,0.22959933575059532,0.7840357576368211,1.000232269652269,1.7044490888944817,1.7300405742381488
N4,F5,5,-18.562103250323283,-9.46694710309268,9.095156147230602,1.519196848872859,0.1953264599992507,0.7840357576368211,1.1252567833843525,1.7044490888944817,1.8190825623688933
N4,F9,5,-18.562103250323283,-4.406877653016624,14.155225597306659,1.519196848872859,0.06168863653779991,0.7840357576368211,1.343376478295363,1.7044490888944817,1.9034916966189221
N4,F0,6,-20.37846090586088,-20.37846090586088,0.0,2.2683758355564896,2.2683758355564896,0.8357181296792232,0.8357181296792232,1.7210897303120165,1.7210897303120165
N4,F1,6,-20.37846090586088,-13.545010989537555,6.833449916323325,2.2683758355564896,0.5135367455704662,0.8357181296792232,1.213516710095139,1.7210897303120165,1.5292606043851453
N4,F2,6,-20.37846090586088,-11.312223422117864,9.066237483743016,2.2683758355564896,0.33049630842984584,0.8357181296792232,1.4023151689559388,1.7210897303120165,1.567156909760953
N4,F3,6,-20.37846090586088,-15.41315932102069,4.965301584840191,2.2683758355564896,0.7667590341220104,0.8357181296792232,1.1496861430057903,1.7210897303120165,1.6076128889155266
N4,F4,6,-20.37846090586088,-11.053706795252442,9.324754110608438,2.2683758355564896,0.29687486785890654,0.8357181296792232,1.1828888365336432,1.7210897303120165,1.6505657789527766
N4,F6,6,-20.37846090586088,-14.486123322597745,5.892337583263135,2.2683758355564896,0.6335558778667236,0.8357181296792232,1.205184859391435,1.7210897303120165,1.655927349737016
N4,F7,6,-20.37846090586088,-11.793138685414874,8.585322220446006,2.2683758355564896,0.35062921134942243,0.8357181296792232,1.076753173483953,1.7210897303120165,1.7690052395270683
N4,F8,6,-20.37846090586088,-11.793138685414874,8.585322220446006,2.2683758355564896,0.35062921134942243,0.8357181296792232,1.076753173483953,1.7210897303120165,1.7690052395270683
N4,F5,6,-20.37846090586088,-11.128194639376364,9.250266266484516,2.2683758355564896,0.2981594026983251,0.8357181296792232,1.174073528254682,1.7210897303120165,1.6031676393510155
N4,F9,6,-20.37846090586088,-6.547219494509554,13.831241411351325,2.2683758355564896,0.11292795849040196,0.8357181296792232,1.3774178385630362,1.7210897303120165,1.8775590877476416
N4,F0,7,-20.688639228943018,-20.688639228943018,0.0,2.381647706364144,2.381647706364144,0.8662796246882913,0.8662796246882913,1.7058935197891767,1.7058935197891767
N4,F1,7,-20.688639228943018,-13.84402964929752,6.844609579645498,2.381647706364144,0.5063794142442996,0.8662796246882913,1.2440531929257475,1.7058935197891767,1.7576975561450796
N4,F2,7,-20.688639228943018,-11.3334745136851,9.355164715257917,2.381647706364144,0.2935891916683723,0.8662796246882913,1.442525855570741,1.7058935197891767,1.5510731408889036
N4,F3,7,-20.688639228943018,-15.454194281025952,5.234444947917066,2.381647706364144,0.7271985420855083,0.8662796246882913,1.1909676273487773,1.7058935197891767,1.4302018298782029
N4,F4,7,-20.688639228943018,-11.7059321559032,8.982707073039817,2.381647706364144,0.3157677082162862,0.8662796246882913,1.2324815527666892,1.7058935197891767,1.7378186046580888
N4,F6,7,-20.688639228943018,-14.295459081558837,6.3931801473841805,2.381647706364144,0.5618282023839338,0.8662796246882913,1.2539058169123996,1.7058935197891767,1.4829876110957294
N4,F7,7,-20.688639228943018,-12.04183062140918,8.646808607533838,2.381647706364144,0.340594391721424,0.8662796246882913,1.123733053625334,1.7058935197891767,1.8256822535647617
