ticker,day,filter,rv_est,rv_bench,rel_err
GBPUSD=X,2026-05-12,F1 MA,4.440687671430939e-06,2.0850853959096164e-05,0.7870261006986865
GBPUSD=X,2026-05-12,F2 Kalman,1.0034581797055886e-06,2.0850853959096164e-05,0.9518744804565747
GBPUSD=X,2026-05-12,F3 Wavelet,4.406998831575476e-06,2.0850853959096164e-05,0.7886418062195037
GBPUSD=X,2026-05-12,F4 Median,8.30010383435219e-06,2.0850853959096164e-05,0.6019297890323922
GBPUSD=X,2026-05-12,FA online,4.399298495795822e-06,2.0850853959096164e-05,0.7890111117546516
GBPUSD=X,2026-05-13,F0 raw,1.5637976975214307e-05,1.4568919837193525e-05,0.07337929990468799
GBPUSD=X,2026-05-13,F1 MA,2.663718473025371e-06,1.4568919837193525e-05,0.8171643126057246
GBPUSD=X,2026-05-13,F2 Kalman,5.477676888825581e-07,1.4568919837193525e-05,0.9624016265444647
GBPUSD=X,2026-05-13,F3 Wavelet,2.1740118061686334e-06,1.4568919837193525e-05,0.8507774199828789
GBPUSD=X,2026-05-13,F4 Median,5.102180250678813e-06,1.4568919837193525e-05,0.6497900799993922
GBPUSD=X,2026-05-13,FA online,2.685245142403167e-06,1.4568919837193525e-05,0.8156867377670712
GBPUSD=X,2026-05-14,F0 raw,1.4808311114762024e-05,1.534274784789704e-05,0.03483318232387348
GBPUSD=X,2026-05-14,F1 MA,2.732796840854926e-06,1.534274784789704e-05,0.8218834808505637
GBPUSD=X,2026-05-14,F2 Kalman,8.340551468598136e-07,1.534274784789704e-05,0.9456384765539809
GBPUSD=X,2026-05-14,F3 Wavelet,2.380448976082258e-06,1.534274784789704e-05,0.8448485890740532
GBPUSD=X,2026-05-14,F4 Median,5.0441073313240555e-06,1.534274784789704e-05,0.6712383347931101
GBPUSD=X,2026-05-14,FA online,3.0485071340668986e-06,1.534274784789704e-05,0.801306313296106
GBPUSD=X,2026-05-15,F0 raw,1.8573908306699453e-05,2.1212460839550527e-05,0.12438691356033083
GBPUSD=X,2026-05-15,F1 MA,3.831122878303942e-06,2.1212460839550527e-05,0.8193928131543874
GBPUSD=X,2026-05-15,F2 Kalman,1.0704358813005487e-06,2.1212460839550527e-05,0.949537402124287
GBPUSD=X,2026-05-15,F3 Wavelet,3.1535505717508915e-06,2.1212460839550527e-05,0.8513349961796459
GBPUSD=X,2026-05-15,F4 Median,7.648221271936656e-06,2.1212460839550527e-05,0.6394467700005562
GBPUSD=X,2026-05-15,FA online,3.6834599432656003e-06,2.1212460839550527e-05,0.8263539543513119
JPM,2026-05-07,F0 raw,0.00015944549568807205,0.0002353901446594922,0.32263308678993013
JPM,2026-05-07,F1 MA,3.388541361161853e-05,0.0002353901446594922,0.8560457420142373
JPM,2026-05-07,F2 Kalman,1.5972480285912622e-05,0.0002353901446594922,0.9321446515570229
JPM,2026-05-07,F3 Wavelet,7.601645544112581e-05,0.0002353901446594922,0.6770618602104655
JPM,2026-05-07,F4 Median,6.245899617536495e-05,0.0002353901446594922,0.7346575564337405
JPM,2026-05-07,FA online,4.368209845455887e-05,0.0002353901446594922,0.8144268167312273
JPM,2026-05-08,F0 raw,0.00018527922253662514,0.0002238084411502772,0.17215266062186388
JPM,2026-05-08,F1 MA,3.822660909361797e-05,0.0002238084411502772,0.8291994310082766
JPM,2026-05-08,F2 Kalman,8.867007955334715e-06,0.0002238084411502772,0.9603812621643661
JPM,2026-05-08,F3 Wavelet,0.00018527922253662978,0.0002238084411502772,0.17215266062184317
JPM,2026-05-08,F4 Median,7.892145109626791e-05,0.0002238084411502772,0.6473705339680387
JPM,2026-05-08,FA online,4.251315204831146e-05,0.0002238084411502772,0.8100466996248555
JPM,2026-05-11,F0 raw,0.0001341891819822867,0.00013697891469225678,0.020366146981363055
JPM,2026-05-11,F1 MA,2.5277693041765864e-05,0.00013697891469225678,0.8154628900473048
JPM,2026-05-11,F2 Kalman,5.422423214863207e-06,0.00013697891469225678,0.9604141759551426
JPM,2026-05-11,F3 Wavelet,0.0001341891819823235,0.00013697891469225678,0.02036614698109434
JPM,2026-05-11,F4 Median,4.582152445418682e-05,0.00013697891469225678,0.6654848335079045
JPM,2026-05-11,FA online,3.561708904751218e-05,0.00013697891469225678,0.7399812290268821
JPM,2026-05-12,F0 raw,0.0001487720755665385,0.00018254968335724208,0.18503240964051537
JPM,2026-05-12,F1 MA,3.533097429802194e-05,0.00018254968335724208,0.8064583096050586
JPM,2026-05-12,F2 Kalman,1.1584509901584836e-05,0.00018254968335724208,0.9365405094737173
JPM,2026-05-12,F3 Wavelet,0.0001487720755665054,0.00018254968335724208,0.18503240964069667
JPM,2026-05-12,F4 Median,6.352658215129749e-05,0.00018254968335724208,0.6520038765173937
JPM,2026-05-12,FA online,4.929779058340527e-05,0.00018254968335724208,0.7299486382184978
JPM,2026-05-13,F0 raw,0.00023016852711558498,0.00021066706378898277,0.09257006280837564
JPM,2026-05-13,F1 MA,4.127058416286735e-05,0.00021066706378898277,0.8040956976349823
