ticker,filter,optimizer,seed,holdout_mse,train_loss
AAPL,F6,adam,1,0.00034390995623360455,5.783577094839132e-07
AAPL,F6,adamw,0,0.00034390074330270716,5.783577097653464e-07
AAPL,F6,adamw,1,0.0003439008638788744,5.783577097580255e-07
AAPL,F7,sgd,0,0.0001227216513629103,2.4270483755184507e-06
AAPL,F7,sgd,1,0.00012244453982156864,2.4049347450545584e-06
AAPL,F7,clipped_sgd,0,0.0001227216513629103,2.4270483755184507e-06
AAPL,F7,clipped_sgd,1,0.00012244453982156864,2.4049347450545584e-06
AAPL,F7,normalized_sgd,0,0.00016312377898872437,8.07147017471906e-07
AAPL,F7,normalized_sgd,1,0.00016305476210948315,8.071403345352646e-07
AAPL,F7,adam,0,0.00016303555529150016,8.071400012117616e-07
AAPL,F7,adam,1,0.00016303555529150016,8.071400012117616e-07
AAPL,F7,adamw,0,0.0001630347699415286,8.071400012446485e-07
AAPL,F7,adamw,1,0.00016303477738194665,8.071400012438119e-07
BTC-USD,F0,sgd,0,0.0015674667288670583,0.001593046150299035
BTC-USD,F0,sgd,1,0.0015670753532189457,0.0015930852236564527
BTC-USD,F0,clipped_sgd,0,0.0015674667288670583,0.001593046150299035
BTC-USD,F0,clipped_sgd,1,0.0015670753532189457,0.0015930852236564527
BTC-USD,F0,normalized_sgd,0,0.001569096509695809,0.001592952803797867
BTC-USD,F0,normalized_sgd,1,0.0015692314474184418,0.0015929533425077659
BTC-USD,F0,adam,0,0.00156903867068491,0.0015929527503289094
BTC-USD,F0,adam,1,0.0015690386706849095,0.0015929527503289094
BTC-USD,F0,adamw,0,0.0015690386647216207,0.0015929527503289102
BTC-USD,F0,adamw,1,0.0015690386630138667,0.0015929527503289107
BTC-USD,F1,sgd,0,0.0016615959326217076,0.00016160838169015506
BTC-USD,F1,sgd,1,0.0016641783759366736,0.00016091487251698524
BTC-USD,F1,clipped_sgd,0,0.0016615959326217076,0.00016160838169015506
BTC-USD,F1,clipped_sgd,1,0.0016641783759366736,0.00016091487251698524
BTC-USD,F1,normalized_sgd,0,0.002516533170553388,0.00010152541174393902
BTC-USD,F1,normalized_sgd,1,0.0025168508947040606,0.00010152533754379737
BTC-USD,F1,adam,0,0.0025167429998808268,0.00010152531095760285
BTC-USD,F1,adam,1,0.0025167429998808268,0.00010152531095760285
BTC-USD,F1,adamw,0,0.0025167224576151666,0.00010152531096825801
BTC-USD,F1,adamw,1,0.002516722716182699,0.00010152531096798594
BTC-USD,F2,sgd,0,0.001544036889196602,1.4024239903184227e-05
BTC-USD,F2,sgd,1,0.001544328707657837,1.3802342667412431e-05
BTC-USD,F2,clipped_sgd,0,0.001544036889196602,1.4024239903184227e-05
BTC-USD,F2,clipped_sgd,1,0.001544328707657837,1.3802342667412431e-05
BTC-USD,F2,normalized_sgd,0,0.0033115323138551487,9.277716633688524e-07
BTC-USD,F2,normalized_sgd,1,0.0033178336753534685,9.275818556063165e-07
BTC-USD,F2,adam,0,0.003340887324031061,9.27141549964529e-07
BTC-USD,F2,adam,1,0.003341272641262677,9.271368856233362e-07
BTC-USD,F2,adamw,0,0.0033406791128191278,9.271419737874103e-07
BTC-USD,F2,adamw,1,0.003341066519916691,9.271372725877802e-07
BTC-USD,F3,sgd,0,0.0015593572529641214,0.00012104498322198774
BTC-USD,F3,sgd,1,0.001556736683809213,0.00012190308017912457
BTC-USD,F3,clipped_sgd,0,0.0015593572529641214,0.00012104498322198774
BTC-USD,F3,clipped_sgd,1,0.001556736683809213,0.00012190308017912457
BTC-USD,F3,normalized_sgd,0,0.002053178960167004,9.968705144878204e-05
BTC-USD,F3,normalized_sgd,1,0.002052902639764062,9.96871217169134e-05
BTC-USD,F3,adam,0,0.002053086382435014,9.968702786887607e-05
BTC-USD,F3,adam,1,0.002053086382435014,9.968702786887607e-05
BTC-USD,F3,adamw,0,0.0020530838298179906,9.968702786904486e-05
BTC-USD,F3,adamw,1,0.0020530837228385844,9.96870278690643e-05
BTC-USD,F4,sgd,0,0.0016125729377473419,0.0002106980494074433
BTC-USD,F4,sgd,1,0.0016146918107466392,0.0002100708104578374
BTC-USD,F4,clipped_sgd,0,0.0016125729377473419,0.0002106980494074433
BTC-USD,F4,clipped_sgd,1,0.0016146918107466392,0.0002100708104578374
BTC-USD,F4,normalized_sgd,0,0.0020125040944415384,0.00017391685485678882
BTC-USD,F4,normalized_sgd,1,0.0020125026256922252,0.00017391685232110023
BTC-USD,F4,adam,0,0.0020122522620614636,0.00017391663644036144
BTC-USD,F4,adam,1,0.0020122522620614636,0.00017391663644036144
BTC-USD,F4,adamw,0,0.0020122482892021127,0.0001739166364420262
BTC-USD,F4,adamw,1,0.002012248368684063,0.00017391663644195405
BTC-USD,F6,sgd,0,0.0015491910732590008,2.942024746738951e-05
BTC-USD,F6,sgd,1,0.0015482873738016662,2.9646510531001243e-05
BTC-USD,F6,clipped_sgd,0,0.0015491910732590008,2.942024746738951e-05
BTC-USD,F6,clipped_sgd,1,0.0015482873738016662,2.9646510531001243e-05
BTC-USD,F6,normalized_sgd,0,0.0036576638695498755,1.2399120633627774e-05
BTC-USD,F6,normalized_sgd,1,0.0036577155326049143,1.2399125154701169e-05
BTC-USD,F6,adam,0,0.003657306494924683,1.2399106025108109e-05
BTC-USD,F6,adam,1,0.003657306494924683,1.2399106025108109e-05
BTC-USD,F6,adamw,0,0.0036572778111392547,1.2399106025662733e-05
BTC-USD,F6,adamw,1,0.0036572773057608537,1.2399106025676797e-05
BTC-USD,F7,sgd,0,0.0015449161961220267,3.278471737583632e-05
BTC-USD,F7,sgd,1,0.0015453841540436647,3.25403978220512e-05
BTC-USD,F7,clipped_sgd,0,0.0015449161961220267,3.278471737583632e-05
BTC-USD,F7,clipped_sgd,1,0.0015453841540436647,3.25403978220512e-05
BTC-USD,F7,normalized_sgd,0,0.0026135134884945625,1.012909507761062e-05
BTC-USD,F7,normalized_sgd,1,0.0026121429118627303,1.0129140383949844e-05
BTC-USD,F7,adam,0,0.00261290824604638,1.0129020767782041e-05
BTC-USD,F7,adam,1,0.0026129082460463813,1.012902076778204e-05
BTC-USD,F7,adamw,0,0.0026128744938833507,1.0129020770278263e-05
BTC-USD,F7,adamw,1,0.00261287489510193,1.012902077021824e-05
BTC-USD,F0,sgd,0,0.0014011599855984023,0.0014798646323025899
BTC-USD,F0,sgd,1,0.0014016740211647187,0.001479860819084303
BTC-USD,F0,clipped_sgd,0,0.0014011599855984023,0.0014798646323025899
BTC-USD,F0,clipped_sgd,1,0.0014016740211647187,0.001479860819084303
BTC-USD,F0,normalized_sgd,0,0.0014044211944706244,0.0014797061835934155
BTC-USD,F0,normalized_sgd,1,0.001404271244873381,0.0014797066213286959
