block,model,noise,optimizer,filter,seed,steps,conv100,t_drop100,t_eps,eps_hit,slope,floor_p10,floor_p50,floor_p90,auc,holdout,elapsed_s
A,quadratic,N1,sgd,F0,28,4000,1,271,233,1,0.30640756384669815,0.0013318023447920044,0.0018297458842591369,0.0025076945762957867,-2.644612873609708,0.021549879026874073,0.03048508398933336
A,quadratic,N1,sgd,F0,29,4000,1,339,244,1,-1.4717420189089894,0.00121596648844938,0.0018827746366037305,0.0025947443105043023,-2.643972724787521,0.020114904350966693,0.03497887495905161
A,quadratic,N1,sgd,F0,30,4000,1,353,227,1,-0.8440466857558916,0.00110964053373467,0.00186349031173599,0.0025916503590716383,-2.6554835497886926,0.018416001173576186,0.03646720800315961
A,quadratic,N1,sgd,F0,31,4000,1,421,231,1,1.2067990945667701,0.0010511861381149097,0.0019972829891973655,0.002814401886399607,-2.655470549489866,0.020336661106698642,0.05129020899767056
A,quadratic,N1,sgd,F0,32,4000,1,349,226,1,-0.3653686742700031,0.0009662492214273994,0.0015981387770189147,0.0025997066132006563,-2.6503192721841717,0.014493980542600022,0.030249208968598396
A,quadratic,N1,sgd,F0,33,4000,1,273,208,1,-0.4776983604778026,0.0010619299339566378,0.001591538900411208,0.0026329956893869663,-2.672671830586477,0.015262654974302797,0.03221450001001358
A,quadratic,N1,sgd,F0,34,4000,1,266,219,1,0.44203656167356986,0.0008523068121700555,0.001674755326091213,0.0022509915475628704,-2.7157512257228156,0.014150170477054297,0.028433582978323102
A,quadratic,N1,sgd,F0,35,4000,1,313,182,1,0.22899781353393625,0.0011414166887017986,0.0017226109708892304,0.002591226098811572,-2.686049756329736,0.019226706019799332,0.02931891696061939
A,quadratic,N1,sgd,F0,36,4000,1,388,305,1,-0.20202916255463457,0.0010641735898868048,0.001862852861620253,0.002693504519173806,-2.6168638861989155,0.021009116988705924,0.04348829097580165
A,quadratic,N1,sgd,F0,37,4000,1,374,250,1,0.254468237036735,0.00108819255240773,0.0018415658889128182,0.0028367731284386437,-2.6345777753585673,0.025411152474077606,0.03158770897425711
A,quadratic,N1,sgd,F0,38,4000,1,258,165,1,0.09122820666446697,0.0010032000477622938,0.0016357847345269075,0.0028545687987342446,-2.6932225012501085,0.019190243332721898,0.060680125025101006
A,quadratic,N1,sgd,F0,39,4000,1,323,285,1,0.1168478412299049,0.0009593108984687371,0.0017046988145106886,0.0030553258006257747,-2.646906212828203,0.024367914539143023,0.03434416599338874
A,quadratic,N1,sgd,F0,40,4000,1,343,303,1,-1.3688047097684353,0.0011134556617091128,0.0018423535374626873,0.0026631527186187346,-2.5977225721066413,0.02316615227213295,0.027284791984129697
A,quadratic,N1,sgd,F0,41,4000,1,353,243,1,-1.05168472235514,0.001044642253076772,0.0017031243447979507,0.002634788789731724,-2.662477451608446,0.019524400919844108,0.02868774998933077
A,quadratic,N1,sgd,F0,42,4000,1,261,213,1,0.7450310942861171,0.0014239994588682366,0.002160677315405335,0.003321309972570674,-2.6261127806816886,0.022013605868173625,0.036790709011256695
A,quadratic,N1,sgd,F0,43,4000,1,262,232,1,1.0902431224648548,0.001269654134811064,0.0020350210135544116,0.003321708019747266,-2.658382323831491,0.0197456022005292,0.025789666979108006
A,quadratic,N1,sgd,F0,44,4000,1,393,252,1,-1.0393622862609095,0.0010243042713787307,0.0015342954290818154,0.0022939766159118915,-2.639827236552029,0.018876745442393546,0.03091025003232062
A,quadratic,N1,sgd,F0,45,4000,1,268,172,1,-0.8206980866472141,0.0011499751211764154,0.0016409364992778428,0.0022037584462457995,-2.68047359004104,0.017571154242820804,0.030352708999998868
A,quadratic,N1,sgd,F0,46,4000,1,361,307,1,-0.31433007213724934,0.0010115924173969696,0.0015195850206497514,0.0025031967018066654,-2.6249431803649403,0.017304055046890036,0.03611891600303352
A,quadratic,N1,sgd,F0,47,4000,1,324,278,1,-0.18933948863340466,0.0012333798512394287,0.0017274869721740308,0.002452707762073796,-2.64732161105932,0.015634681860351957,0.04183483304223046
A,quadratic,N1,sgd,F0,48,4000,1,324,277,1,-0.2751783933798789,0.0011178125446214934,0.0017171834929233555,0.0026858809891073545,-2.6308126223644837,0.017435254721459608,0.029287457989994437
A,quadratic,N1,sgd,F0,49,4000,1,290,256,1,0.7220342523674621,0.0012663670812531119,0.0020379940568903045,0.0030919131773360854,-2.6379353635416845,0.02095490286027172,0.03934720897814259
A,quadratic,N1,sgd,F0,50,4000,1,301,282,1,0.13502253355320673,0.0009354079404435953,0.0015712990882116528,0.002662768561069276,-2.665996396704616,0.015449990257781793,0.023602625005878508
