data,ticker,filter,optimizer,t_conv,final_grad,steps
1min,EURUSD=X,F0,adam,280,2.119300587143925e-46,4000
1min,EURUSD=X,F0,adamw,280,3.1409050558977896e-26,4000
1min,EURUSD=X,F1,sgd,4000,3.959245196061605e-18,4000
1min,EURUSD=X,F1,adam,2280,5.957359996245876e-22,4000
1min,EURUSD=X,F1,adamw,2285,6.073346768108061e-22,4000
1min,EURUSD=X,F2,sgd,4000,6.471688176371965e-20,4000
1min,EURUSD=X,F2,adam,4000,6.849634346524861e-22,4000
1min,EURUSD=X,F2,adamw,4000,6.984793218856418e-22,4000
1min,EURUSD=X,F3,sgd,4000,3.835396184023347e-20,4000
1min,EURUSD=X,F3,adam,4000,9.86113373098721e-22,4000
1min,EURUSD=X,F3,adamw,4000,9.972302949871221e-22,4000
1min,EURUSD=X,F4,sgd,4000,2.832337806328146e-18,4000
1min,EURUSD=X,F4,adam,1499,4.687139691055003e-24,4000
1min,EURUSD=X,F4,adamw,1502,5.837877951038978e-24,4000
1min,EURUSD=X,FA,sgd,4000,3.9670593292655354e-18,4000
1min,EURUSD=X,FA,adam,1814,6.543155340072696e-23,4000
1min,EURUSD=X,FA,adamw,1818,7.003656360112922e-23,4000
1min,GBPUSD=X,F0,sgd,4000,3.1207800332467765e-19,4000
1min,GBPUSD=X,F0,adam,152,3.241160215512161e-48,4000
1min,GBPUSD=X,F0,adamw,152,7.853457606580155e-28,4000
1min,GBPUSD=X,F1,sgd,4000,1.5213791279576216e-17,4000
1min,GBPUSD=X,F1,adam,1744,7.572926252902725e-22,4000
1min,GBPUSD=X,F1,adamw,1746,7.770402467930113e-22,4000
1min,GBPUSD=X,F2,sgd,4000,3.4385062414185505e-19,4000
1min,GBPUSD=X,F2,adam,4000,5.348287614703388e-22,4000
1min,GBPUSD=X,F2,adamw,4000,5.373367464441626e-22,4000
1min,GBPUSD=X,F3,sgd,4000,7.461849755161883e-20,4000
1min,GBPUSD=X,F3,adam,2687,3.1667077180774398e-24,4000
1min,GBPUSD=X,F3,adamw,2703,3.816438032971314e-24,4000
1min,GBPUSD=X,F4,sgd,4000,1.2128992629294249e-17,4000
1min,GBPUSD=X,F4,adam,1244,1.3037485735171769e-23,4000
1min,GBPUSD=X,F4,adamw,1246,1.5498948231236068e-23,4000
1min,GBPUSD=X,FA,sgd,4000,7.08205483644667e-18,4000
1min,GBPUSD=X,FA,adam,1747,1.3413854765068774e-22,4000
1min,GBPUSD=X,FA,adamw,1750,1.4155193097397386e-22,4000
1min,JPM,F0,sgd,4000,3.276718640973192e-16,4000
1min,JPM,F0,adam,56,2.1038633364876035e-47,4000
1min,JPM,F0,adamw,56,6.386181263807861e-27,4000
1min,JPM,F1,sgd,4000,1.847333109560328e-15,4000
1min,JPM,F1,adam,313,2.426151777484512e-35,4000
1min,JPM,F1,adamw,313,7.642888869347741e-25,4000
1min,JPM,F2,sgd,4000,2.4877059008919447e-16,4000
1min,JPM,F2,adam,227,3.2701051947156154e-21,4000
1min,JPM,F2,adamw,227,3.297487958590602e-21,4000
1min,JPM,F3,sgd,4000,3.2767186409731925e-16,4000
1min,JPM,F3,adam,56,1.6976188503117818e-47,4000
1min,JPM,F3,adamw,56,6.386181264665482e-27,4000
1min,JPM,F4,sgd,4000,1.6307667299681853e-15,4000
1min,JPM,F4,adam,247,3.3202537264176954e-45,4000
1min,JPM,F4,adamw,247,5.396674612295623e-25,4000
1min,JPM,FA,sgd,4000,9.83658090169954e-16,4000
1min,JPM,FA,adam,266,8.58351730217089e-43,4000
1min,JPM,FA,adamw,266,4.519483070831236e-25,4000
1min,JPY=X,F0,sgd,4000,5.104274035502478e-17,4000
1min,JPY=X,F0,adam,211,8.101514615455099e-46,4000
1min,JPY=X,F0,adamw,211,1.069817569789764e-25,4000
1min,JPY=X,F1,sgd,4000,5.55904640462849e-18,4000
1min,JPY=X,F1,adam,1530,8.35821444997388e-23,4000
1min,JPY=X,F1,adamw,1533,8.824141493013948e-23,4000
1min,JPY=X,F2,sgd,4000,5.732331872618268e-20,4000
1min,JPY=X,F2,adam,4000,7.896410741521533e-22,4000
1min,JPY=X,F2,adamw,4000,8.026986052182744e-22,4000
1min,JPY=X,F3,sgd,4000,1.8946208988589717e-17,4000
1min,JPY=X,F3,adam,1195,3.6362594122608277e-25,4000
1min,JPY=X,F3,adamw,1197,1.7361923265096878e-24,4000
1min,JPY=X,F4,sgd,4000,3.804903328991097e-18,4000
1min,JPY=X,F4,adam,1490,1.9793586040098996e-23,4000
1min,JPY=X,F4,adamw,1494,2.1880788201058704e-23,4000
1min,JPY=X,FA,sgd,4000,1.892485624472461e-18,4000
1min,JPY=X,FA,adam,2132,7.758522776284147e-23,4000
1min,JPY=X,FA,adamw,2138,8.193263295823548e-23,4000
1min,MSFT,F0,sgd,4000,8.722437961956742e-16,4000
1min,MSFT,F0,adam,34,1.0671332745597226e-47,4000
1min,MSFT,F0,adamw,34,7.167454978121414e-27,4000
1min,MSFT,F1,sgd,4000,5.0464432995348855e-15,4000
1min,MSFT,F1,adam,234,3.613209395991644e-45,4000
1min,MSFT,F1,adamw,234,7.072891663401985e-25,4000
1min,MSFT,F2,sgd,4000,1.755745160984197e-16,4000
1min,MSFT,F2,adam,721,4.027962086683605e-21,4000
1min,MSFT,F2,adamw,722,4.0607113135125244e-21,4000
1min,MSFT,F3,sgd,4000,8.72243796195673e-16,4000
1min,MSFT,F3,adam,34,4.049897047236714e-48,4000
1min,MSFT,F3,adamw,34,7.167454978320516e-27,4000
1min,MSFT,F4,sgd,4000,3.2299605715243463e-15,4000
1min,MSFT,F4,adam,212,3.538937868983081e-45,4000
1min,MSFT,F4,adamw,212,5.291577472087959e-25,4000
1min,MSFT,FA,sgd,4000,2.8139619917335204e-15,4000
1min,MSFT,FA,adam,188,3.151544695196958e-45,4000
1min,MSFT,FA,adamw,188,4.184136175893218e-25,4000
1min,QQQ,F0,sgd,4000,4.236529111381727e-17,4000
1min,QQQ,F0,adam,43,9.527036982589844e-48,4000
1min,QQQ,F0,adamw,43,2.150740484201428e-27,4000
1min,QQQ,F1,sgd,4000,1.0859296687366084e-15,4000
1min,QQQ,F1,adam,409,1.1874761514346494e-27,4000
1min,QQQ,F1,adamw,409,9.127331197847052e-25,4000
1min,QQQ,F2,sgd,4000,2.6850391399492628e-17,4000
1min,QQQ,F2,adam,1126,4.4469153035379544e-21,4000
1min,QQQ,F2,adamw,1126,4.475926449316533e-21,4000
1min,QQQ,F3,sgd,4000,4.2365291113817416e-17,4000
1min,QQQ,F3,adam,43,2.1009027924000057e-48,4000
1min,QQQ,F3,adamw,43,2.1507404839382515e-27,4000
1min,QQQ,F4,sgd,4000,4.657485173693753e-16,4000
1min,QQQ,F4,adam,335,7.733287900109877e-36,4000
1min,QQQ,F4,adamw,335,4.8601790816193985e-25,4000
1min,QQQ,FA,sgd,4000,6.305116930689795e-16,4000
1min,QQQ,FA,adam,342,1.3562257920639324e-34,4000
1min,QQQ,FA,adamw,342,5.674145684049389e-25,4000
1min,SPY,F0,sgd,4000,7.02500571179354e-18,4000
1min,SPY,F0,adam,42,6.166893168680187e-48,4000
1min,SPY,F0,adamw,42,2.7675623695746903e-27,4000
1min,SPY,F1,sgd,4000,1.517532806562113e-16,4000
1min,SPY,F1,adam,756,3.247732961047091e-23,4000
1min,SPY,F1,adamw,757,3.717604758940543e-23,4000
1min,SPY,F2,sgd,4000,3.82403399565763e-18,4000
1min,SPY,F2,adam,2628,2.642004681265305e-21,4000
1min,SPY,F2,adamw,2632,2.648227238757033e-21,4000
1min,SPY,F3,sgd,4000,7.02500571179355e-18,4000
1min,SPY,F3,adam,42,5.642083294941996e-48,4000
1min,SPY,F3,adamw,42,2.7675623695704185e-27,4000
1min,SPY,F4,sgd,4000,6.39162092542828e-17,4000
1min,SPY,F4,adam,711,1.7123194897952798e-25,4000
1min,SPY,F4,adamw,712,8.636642627638398e-25,4000
1min,SPY,FA,sgd,4000,9.036095158462347e-17,4000
1min,SPY,FA,adam,697,2.9297363968684074e-25,4000
1min,SPY,FA,adamw,697,1.2334216200195442e-24,4000
