model,optimizer,filter,seed,steps,conv,t_drop100,floor_p50,floor_p10,floor_p90,auc,final_grad
quadratic,adam,F1,4,4000,0,4000,167.62690647366395,100.74476767524241,209.31416043401308,1.8344208601859582,224.05441584821196
quadratic,adam,F1,5,4000,0,4000,54.82555590225171,41.42556399200979,76.47524229968786,1.6590819311193634,75.93306872933144
quadratic,adam,F1,6,4000,0,4000,49.3887554774185,36.03437528259426,61.33028639473925,1.5008397260193107,57.554760564808255
quadratic,adam,F1,7,4000,0,4000,54.53229400788118,46.46746067748487,60.33296613791712,1.7061472110094025,41.43679123245498
quadratic,adam,F2,0,4000,0,4000,89.15256427364892,78.5632935166337,103.4509445468245,1.962425068636698,129.99925213040927
quadratic,adam,F2,1,4000,0,4000,67.73200315345461,52.51392310464802,85.31567608185979,1.8862333019124111,64.60519458394924
quadratic,adam,F2,2,4000,0,4000,85.35542550365912,31.64547293736535,113.90882347046832,1.6214360425306027,106.47823006133065
quadratic,adam,F2,3,4000,0,4000,128.18910525285577,103.12492495594424,133.58493560857002,1.7122101543461088,118.36805111216549
quadratic,adam,F2,4,4000,0,4000,265.71983972426204,161.8306756305559,334.7898073264015,1.9588295297695886,350.64123127511226
quadratic,adam,F2,5,4000,0,4000,64.56586877871847,51.01097890893109,109.38288682176261,1.7649698110323584,110.26812841140409
quadratic,adam,F2,6,4000,0,4000,77.17120624937291,59.49895991273623,97.13518810587182,1.6037987354654433,86.24351943245345
quadratic,adam,F2,7,4000,0,4000,73.3663381588373,59.794173836176526,85.50164502528776,1.7878894427463057,54.99845415425834
quadratic,adam,F3,0,4000,0,4000,39.762907157777065,36.6833995536559,45.97096448556758,1.7593010220326182,53.65770097421667
quadratic,adam,F3,1,4000,0,4000,40.49299427478636,35.30586274889621,47.15443329422887,1.6267428844588074,36.56603226534905
quadratic,adam,F3,2,4000,0,4000,34.54055110359805,27.279998205787727,46.098817867959035,1.4098138098799722,40.90179001199639
quadratic,adam,F3,3,4000,0,4000,60.88619705929831,51.544002733607456,66.37510630194531,1.4441694445859594,58.54319178789992
quadratic,adam,F3,4,4000,0,4000,86.76867269853031,56.89678924369871,113.57718378033891,1.6822935076883971,123.18905610508989
quadratic,adam,F3,5,4000,0,4000,43.14325213995566,31.461661978009754,49.88687852599371,1.5201143760404445,49.413526002198594
quadratic,adam,F3,6,4000,0,4000,26.320611482067523,19.105074758487483,33.56622254031052,1.3625582400452312,33.063168052538664
quadratic,adam,F3,7,4000,0,4000,37.55981551230498,34.18473185948567,42.74107578696973,1.6087874239789863,29.38882757184618
quadratic,adam,F4,0,4000,0,4000,57.27314216102533,48.586641045901445,70.5470266983207,1.8488923937040007,83.83604567533922
quadratic,adam,F4,1,4000,0,4000,48.35987781760457,40.07654684471635,58.32076263568542,1.7576207408589457,46.33526003072408
quadratic,adam,F4,2,4000,0,4000,52.389720890112244,28.58987392568112,72.99949433335317,1.5020345785616043,66.32312170109108
