domain,model,optimizer,filter,n_cells,t_conv_med,conv_frac,floor_p50_med,slope_mean,auc_mean,holdout_med,alpha_hat_med,hurst_hat_med,speedup_vs_F0,floor_ratio_vs_F0
scientific_sunspots,classification,adam,F10,4,182.0,1.0,1.947989283444311e-05,-1.9724688815253628,-4.054772311659922,0.8405399222145962,1.4468,0.15735290729043636,0.49175824175824173,2.3495879101609387
scientific_sunspots,classification,adam,F11,4,117.0,1.0,2.3112929545888136e-05,-1.4141807119422198,-4.032578093996551,0.8560970029741477,1.4468,0.15735290729043636,0.7649572649572649,1.980264795259622
scientific_sunspots,classification,adam,F2,4,185.5,1.0,1.8395532908760376e-05,-2.0203959412800008,-4.0716496261368995,0.8408830931137039,1.4468,0.15735290729043636,0.48247978436657685,2.4880888703823114
scientific_sunspots,classification,adam,F4,4,144.5,1.0,2.3998276451197562e-05,-1.6269957720450867,-4.091369288292055,0.8579272477693891,1.4468,0.15735290729043636,0.6193771626297578,1.9072086609267407
scientific_sunspots,classification,adam,F7,4,154.0,1.0,3.265276795412141e-05,-1.438398590683097,-3.9939520789985767,0.8724548158316174,1.4468,0.15735290729043636,0.5811688311688312,1.4017102856133583
scientific_sunspots,classification,adam,FA,4,142.0,1.0,2.1849288565451753e-05,-1.8340283157043367,-4.114436473649604,0.8631892015557081,1.4468,0.15735290729043636,0.6302816901408451,2.0947922655664697
scientific_sunspots,classification,sgd,F0,4,579.5,1.0,0.00020767497330873358,-1.9733453127837421,-3.060312750853879,0.8834362846030657,1.4468,0.15735290729043636,1.0,1.0
scientific_sunspots,classification,sgd,F1,4,974.0,1.0,0.0007823764119922948,-1.548728360054212,-2.5326900494053657,0.8615877373598719,1.4468,0.15735290729043636,0.5949691991786448,0.26544125068890606
scientific_sunspots,classification,sgd,F10,4,1091.5,1.0,0.0009331629882691698,-1.4663318503667522,-2.4779674640879827,0.8407687028140014,1.4468,0.15735290729043636,0.5309207512597343,0.2225495180578572
scientific_sunspots,classification,sgd,F11,4,693.5,1.0,0.000666322900197911,-0.9871065376199162,-2.7136714446053767,0.8611301761610616,1.4468,0.15735290729043636,0.8356164383561644,0.3116731741428218
scientific_sunspots,classification,sgd,F2,4,1114.0,1.0,0.0009316928593923793,-1.4833889139087133,-2.4750948444958643,0.8409974834134065,1.4468,0.15735290729043636,0.520197486535009,0.2229006815015977
scientific_sunspots,classification,sgd,F4,4,827.5,1.0,0.000518169092375859,-1.6783861448783013,-2.665919078900985,0.8627316403568978,1.4468,0.15735290729043636,0.7003021148036254,0.4007861070148401
scientific_sunspots,classification,sgd,F7,4,911.5,1.0,0.0006014419521628948,-1.6125113096452195,-2.617007465408987,0.8715396934339967,1.4468,0.15735290729043636,0.6357652221612726,0.3452951237636426
scientific_sunspots,classification,sgd,FA,4,832.5,1.0,0.0004477371321238514,-1.6999354595898155,-2.710420922034015,0.8606726149622512,1.4468,0.15735290729043636,0.6960960960960961,0.463832365932266
scientific_sunspots,regression,adam,F0,4,20.0,1.0,0.0011959862971249965,-0.07724936012626715,-2.964569794658922,0.2244057982118013,1.4468,0.15735290729043636,1.0,1.0
scientific_sunspots,regression,adam,F1,4,20.0,1.0,0.0006090677094623832,-0.20066495653064198,-3.299104761172577,0.2794338369058714,1.4468,0.15735290729043636,1.0,1.9636343850516709
scientific_sunspots,regression,adam,F10,4,20.5,1.0,0.000545322277116516,-0.5848621374702806,-3.4373142376104915,0.317888008114117,1.4468,0.15735290729043636,0.975609756097561,2.193173371623431
scientific_sunspots,regression,adam,F11,4,20.0,1.0,0.0009145793459442826,0.22747941334343422,-3.0240895683329145,0.3204922329440053,1.4468,0.15735290729043636,1.0,1.3076900352370933
scientific_sunspots,regression,adam,F2,4,20.5,1.0,0.0005415452486842529,-0.5604105810037239,-3.4408517401477674,0.3118121278320657,1.4468,0.15735290729043636,0.975609756097561,2.208469744736537
scientific_sunspots,regression,adam,F4,4,20.0,1.0,0.000688560822526509,0.021882118838548348,-3.19906335332913,0.3012788902447999,1.4468,0.15735290729043636,1.0,1.7369363141176277
scientific_sunspots,regression,adam,F7,4,20.0,1.0,0.0006242183599007647,-0.10144499405365773,-3.2152741031715193,0.24949780585773293,1.4468,0.15735290729043636,1.0,1.9159742390709698
scientific_sunspots,regression,adam,FA,4,20.0,1.0,0.0006786253119433532,-0.06613309283812355,-3.1841348524025985,0.26820103481623636,1.4468,0.15735290729043636,1.0,1.7623661777367199
scientific_sunspots,regression,sgd,F0,4,35.0,1.0,6.851690255976582e-05,0.2158663590695058,-3.8326274334226764,0.2242643781837606,1.4468,0.15735290729043636,1.0,1.0
scientific_sunspots,regression,sgd,F1,4,32.5,1.0,0.00010115040932677802,-0.9781673727986154,-3.6503207538111733,0.2855959873460398,1.4468,0.15735290729043636,1.0769230769230769,0.6773764240381281
scientific_sunspots,regression,sgd,F10,4,36.0,1.0,3.8718429659635715e-05,0.1698218029294597,-4.2742816628283,0.32630322675679724,1.4468,0.15735290729043636,0.9722222222222222,1.7696198725537484
scientific_sunspots,regression,sgd,F11,4,35.0,1.0,6.84033285788921e-05,-1.2449635926810088,-3.3967959588708396,0.32258279314741034,1.4468,0.15735290729043636,1.0,1.0016603575181686
scientific_sunspots,regression,sgd,F2,4,37.0,1.0,3.793772395897582e-05,0.17418619661960544,-4.2812212374889524,0.320878560075467,1.4468,0.15735290729043636,0.9459459459459459,1.8060361932586406
scientific_sunspots,regression,sgd,F4,4,31.0,1.0,9.875553345857951e-05,-1.2606803067595844,-3.447091683741148,0.30422145758923963,1.4468,0.15735290729043636,1.1290322580645162,0.6938031739609152
scientific_sunspots,regression,sgd,F7,4,33.0,1.0,0.000125076763072692,-1.0806938879554122,-3.3644456846234556,0.2576185592242588,1.4468,0.15735290729043636,1.0606060606060606,0.5477988147162494
scientific_sunspots,regression,sgd,FA,4,32.0,1.0,9.960642275320714e-05,-1.3836407365367829,-3.4171652519677655,0.27501289165099274,1.4468,0.15735290729043636,1.09375,0.6878763503988974
sensor_etth1,classification,adam,F0,8,220.0,1.0,4.3668145551464154e-05,-1.2558560374759524,-4.033592285116019,0.8825554705432288,1.4444994580766801,0.13249693643545793,1.0,1.0
sensor_etth1,classification,adam,F1,8,252.5,1.0,3.064588549515704e-05,-1.4437260670375929,-4.014532289433549,0.782708492731446,1.4444994580766801,0.13249693643545793,0.8712871287128713,1.4249268652512919
sensor_etth1,classification,adam,F10,8,356.0,1.0,2.1851141648668338e-05,-1.9081321813104921,-3.969697709802962,0.7995409334353482,1.4444994580766801,0.13249693643545793,0.6179775280898876,1.998437713396334
sensor_etth1,classification,adam,F11,8,307.0,1.0,2.7609051192462995e-05,-1.0818150733250655,-4.065553681015536,0.8213465952563122,1.4444994580766801,0.13249693643545793,0.7166123778501629,1.5816604941275612
sensor_etth1,classification,adam,F2,8,308.5,1.0,1.8799080107973285e-05,-2.0187676989590297,-4.021534813922179,0.7769701606732977,1.4444994580766801,0.13249693643545793,0.713128038897893,2.3228873594162254
sensor_etth1,classification,adam,F4,8,401.5,1.0,2.1536747360150103e-05,-1.819110258373525,-4.044623266681122,0.8316755929609794,1.4444994580766801,0.13249693643545793,0.547945205479452,2.0276109860611653
sensor_etth1,classification,adam,F7,8,334.5,1.0,4.3707080397699986e-05,-1.151431717169843,-3.8998027225008984,0.8140780413159908,1.4444994580766801,0.13249693643545793,0.6576980568011959,0.9991091867523166
sensor_etth1,classification,adam,FA,8,385.5,1.0,2.184442129867853e-05,-1.6109983310696225,-4.05622144330693,0.8377964804896709,1.4444994580766801,0.13249693643545793,0.5706874189364461,1.9990525248707707
sensor_etth1,classification,sgd,F0,8,1679.0,1.0,0.00040506276772933337,-1.96874186991541,-2.7132823917693942,0.8752869166029074,1.4444994580766801,0.13249693643545793,1.0,1.0
sensor_etth1,classification,sgd,F1,8,2201.0,1.0,0.0011312733688885455,-1.609003771467096,-2.3897243193263042,0.7785003825554706,1.4444994580766801,0.13249693643545793,0.7628350749659246,0.3580591383736893
sensor_etth1,classification,sgd,F10,8,2584.0,0.5,0.0016636303129232114,-1.5261222386025093,-2.294315170265238,0.7999234889058914,1.4444994580766801,0.13249693643545793,0.6497678018575851,0.24348123773820055
sensor_etth1,classification,sgd,F11,8,2447.5,0.5,0.0009161478937523126,-1.7867108214700422,-2.490817115720783,0.8221117061973986,1.4444994580766801,0.13249693643545793,0.6860061287027579,0.44213687603460794
sensor_etth1,classification,sgd,F2,8,2577.0,0.5,0.0014778435349267793,-1.5562098156530388,-2.313205354951804,0.7762050497322112,1.4444994580766801,0.13249693643545793,0.6515327900659682,0.27409042849005155
sensor_etth1,classification,sgd,F4,8,2490.0,0.5,0.0013254378259432167,-1.3815813499847622,-2.4307562055619294,0.8240244835501147,1.4444994580766801,0.13249693643545793,0.6742971887550201,0.30560676615749965
sensor_etth1,classification,sgd,F7,8,2495.5,0.5,0.0013171525463526149,-1.6118449309566514,-2.3821236380143582,0.8224942616679418,1.4444994580766801,0.13249693643545793,0.6728110599078341,0.3075291232219157
sensor_etth1,classification,sgd,FA,8,2486.0,0.5,0.0012669018994831234,-1.3879804988728877,-2.4435853415193285,0.8182861514919664,1.4444994580766801,0.13249693643545793,0.67538213998391,0.31972701903327544
sensor_etth1,regression,adam,F0,8,43.0,1.0,0.001251688228253687,0.21589738418432575,-2.967231580172346,0.48773171325959974,1.4444994580766801,0.13249693643545793,1.0,1.0
sensor_etth1,regression,adam,F1,8,20.0,1.0,0.0005673067430522419,0.014921329914905357,-3.397826437050309,0.6528822476774983,1.4444994580766801,0.13249693643545793,2.15,2.206369382319191
sensor_etth1,regression,adam,F10,8,21.0,1.0,0.0004262949946114241,-0.13491631590400543,-3.6630746785951844,0.7334480423675365,1.4444994580766801,0.13249693643545793,2.0476190476190474,2.9362020292887188
sensor_etth1,regression,adam,F11,8,42.5,1.0,0.000876354879725982,0.19968200925340318,-3.1021471290870375,0.6802863389516528,1.4444994580766801,0.13249693643545793,1.011764705882353,1.4282892207379092
sensor_etth1,regression,adam,F2,8,21.0,1.0,0.00047109253986781337,-0.3853253472822155,-3.5958476059795697,0.7104526898019264,1.4444994580766801,0.13249693643545793,2.0476190476190474,2.6569901289562035
sensor_etth1,regression,adam,F4,8,47.5,1.0,0.0006139494615747302,0.32403603542223314,-3.2892210922515916,0.6853101351453112,1.4444994580766801,0.13249693643545793,0.9052631578947369,2.038747985938792
sensor_etth1,regression,adam,F7,8,20.5,1.0,0.0004779309132025164,0.107750280792142,-3.4762497600865183,0.7062346297624823,1.4444994580766801,0.13249693643545793,2.097560975609756,2.618973147952248
sensor_etth1,regression,adam,FA,8,48.0,1.0,0.0006273999526584437,0.3271922294104269,-3.280400147008701,0.6408416415793464,1.4444994580766801,0.13249693643545793,0.8958333333333334,1.9950403613356749
sensor_etth1,regression,sgd,F0,8,89.5,1.0,7.623421633430667e-05,-0.4827688187250255,-3.655013640340144,0.49138953035747596,1.4444994580766801,0.13249693643545793,1.0,1.0
sensor_etth1,regression,sgd,F1,8,66.5,1.0,0.00011783399206348645,-1.1459137718200592,-3.5744553392192375,0.7092594755274253,1.4444994580766801,0.13249693643545793,1.3458646616541354,0.6469628585037949
sensor_etth1,regression,sgd,F10,8,101.0,1.0,2.9259007643140738e-05,0.4004381059763248,-4.476656500367266,0.728786716048514,1.4444994580766801,0.13249693643545793,0.8861386138613861,2.605495622548171
sensor_etth1,regression,sgd,F11,8,150.0,1.0,9.183847987541643e-05,-1.1956819589362961,-3.4679135005455866,0.6857829301607399,1.4444994580766801,0.13249693643545793,0.5966666666666667,0.8300901369199737
sensor_etth1,regression,sgd,F2,8,81.0,1.0,3.249963676868421e-05,0.2660338149422018,-4.405004971191796,0.7155098183382876,1.4444994580766801,0.13249693643545793,1.1049382716049383,2.3456944111992026
sensor_etth1,regression,sgd,F4,8,236.0,1.0,7.809929474442899e-05,-1.2837560325757285,-3.518734419358751,0.6911886729717003,1.4444994580766801,0.13249693643545793,0.3792372881355932,0.9761191388958688
sensor_etth1,regression,sgd,F7,8,121.0,1.0,9.811264821231846e-05,-1.650522052039797,-3.5101677573859797,0.7141390208757752,1.4444994580766801,0.13249693643545793,0.7396694214876033,0.777007019210548
sensor_etth1,regression,sgd,FA,8,236.0,1.0,6.870091239378077e-05,-1.002271127330322,-3.5757444800368745,0.6466957683427694,1.4444994580766801,0.13249693643545793,0.3792372881355932,1.1096536229001794
sensor_etth2,classification,adam,F0,8,114.5,1.0,2.666910006702929e-05,-1.0821441147003759,-4.061477749698993,0.919663351185922,1.4659222240883296,0.1563491206983994,1.0,1.0
sensor_etth2,classification,adam,F1,8,163.0,1.0,1.6726729496393528e-05,-1.6393016180454016,-4.16755294639342,0.8752869166029075,1.4659222240883296,0.1563491206983994,0.7024539877300614,1.5944001529276508
sensor_etth2,classification,adam,F10,8,178.5,1.0,1.4840541310267628e-05,-2.1477218031128467,-4.1349754742974305,0.8668706962509565,1.4659222240883296,0.1563491206983994,0.6414565826330533,1.797043619195879
sensor_etth2,classification,adam,F11,8,125.5,1.0,2.008174798603193e-05,-2.1061500770937713,-4.036765990333046,0.8848508033664881,1.4659222240883296,0.1563491206983994,0.9123505976095617,1.328026827424548
sensor_etth2,classification,adam,F2,8,178.0,1.0,1.5118645112793017e-05,-2.141001481433305,-4.128768562908585,0.8672532517214997,1.4659222240883296,0.1563491206983994,0.6432584269662921,1.76398743856105
sensor_etth2,classification,adam,F4,8,150.0,1.0,1.9797623983554416e-05,-1.53023289616737,-4.125335163044084,0.8783473603672532,1.4659222240883296,0.1563491206983994,0.7633333333333333,1.347085897236098
sensor_etth2,classification,adam,F7,8,157.5,1.0,2.227650278492399e-05,-1.5941453143903197,-4.083825707131357,0.8947972456006121,1.4659222240883296,0.1563491206983994,0.726984126984127,1.1971852280636288
sensor_etth2,classification,adam,FA,8,152.0,1.0,2.271578412763755e-05,-1.368492642066342,-4.110043499927664,0.8852333588370314,1.4659222240883296,0.1563491206983994,0.7532894736842105,1.17403387517589
sensor_etth2,classification,sgd,F0,8,665.5,1.0,0.0006011751065120676,-1.076142822408785,-2.7375007696629305,0.9058913542463658,1.4659222240883296,0.1563491206983994,1.0,1.0
sensor_etth2,classification,sgd,F1,8,908.0,1.0,0.0007151567211361571,-1.6243834701913056,-2.549041260868732,0.8741392501912777,1.4659222240883296,0.1563491206983994,0.7329295154185022,0.8406200889183998
sensor_etth2,classification,sgd,F10,8,1058.5,1.0,0.0008539347641710863,-1.5300629929921217,-2.4910954224621733,0.8664881407804133,1.4659222240883296,0.1563491206983994,0.6287198866320265,0.7040058933490403
sensor_etth2,classification,sgd,F11,8,718.5,1.0,0.0005587656690713694,-1.0669278386481797,-2.7274669053051803,0.8902065799540934,1.4659222240883296,0.1563491206983994,0.9262352122477383,1.075898430752161
sensor_etth2,classification,sgd,F2,8,1051.0,1.0,0.0008535182556791022,-1.5240781829620609,-2.492304965563753,0.8672532517214997,1.4659222240883296,0.1563491206983994,0.6332064700285442,0.7043494412825915
sensor_etth2,classification,sgd,F4,8,833.0,1.0,0.0005484667405825652,-1.6280068427941554,-2.6352575851913573,0.8791124713083397,1.4659222240883296,0.1563491206983994,0.7989195678271308,1.0961012984552485
sensor_etth2,classification,sgd,F7,8,885.0,1.0,0.0006410396756084675,-1.5681245164728554,-2.5870672114012048,0.8905891354246366,1.4659222240883296,0.1563491206983994,0.7519774011299435,0.9378126337366546
sensor_etth2,classification,sgd,FA,8,838.0,1.0,0.000544615428864176,-1.6851010374168767,-2.633132815988367,0.886381025248661,1.4659222240883296,0.1563491206983994,0.7941527446300716,1.1038525070173826
sensor_etth2,regression,adam,F0,8,34.0,1.0,0.0010935122691382551,0.281168917051129,-2.975873654983239,0.13549409922081082,1.4659222240883296,0.1563491206983994,1.0,1.0
sensor_etth2,regression,adam,F1,8,20.0,1.0,0.0006770260897397155,-0.03441890262434957,-3.247510131940856,0.2549713573506378,1.4659222240883296,0.1563491206983994,1.7,1.6151700587471582
sensor_etth2,regression,adam,F10,8,20.0,1.0,0.0005496187949193551,-0.07919283867268452,-3.434372650715736,0.30829544358001393,1.4659222240883296,0.1563491206983994,1.7,1.9895831060484472
sensor_etth2,regression,adam,F11,8,33.0,1.0,0.0009757384976747515,0.28881834802492345,-3.022411635068986,0.23135974541102583,1.4659222240883296,0.1563491206983994,1.0303030303030303,1.1207021878753027
sensor_etth2,regression,adam,F2,8,20.0,1.0,0.0005638332266977888,-0.0734580000304445,-3.4320945872861883,0.29592035890617496,1.4659222240883296,0.1563491206983994,1.7,1.939425023854387
sensor_etth2,regression,adam,F4,8,20.0,1.0,0.0007650197984270876,0.14570193076570898,-3.1433394188649837,0.25113949988106954,1.4659222240883296,0.1563491206983994,1.7,1.429390809736639
sensor_etth2,regression,adam,F7,8,20.0,1.0,0.0006825436443946961,0.05795913756561007,-3.1924316619472903,0.21206345237107047,1.4659222240883296,0.1563491206983994,1.7,1.6021133272847636
sensor_etth2,regression,adam,FA,8,20.0,1.0,0.0007583470690151165,0.13729476491706505,-3.1482421300427053,0.21041312552301833,1.4659222240883296,0.1563491206983994,1.7,1.4419680827123467
sensor_etth2,regression,sgd,F0,8,40.5,1.0,0.00013071961062711084,-0.5155243914959283,-3.4085718621673795,0.137717766365916,1.4659222240883296,0.1563491206983994,1.0,1.0
sensor_etth2,regression,sgd,F1,8,31.0,1.0,9.825184395215663e-05,-1.1857617984286009,-3.5420826233484974,0.2748052982971307,1.4659222240883296,0.1563491206983994,1.3064516129032258,1.330454527558427
sensor_etth2,regression,sgd,F10,8,38.5,1.0,4.687911108506187e-05,0.0516749980904207,-4.19194471999762,0.32287748752282575,1.4659222240883296,0.1563491206983994,1.051948051948052,2.7884404717043565
sensor_etth2,regression,sgd,F11,8,36.0,1.0,8.754578546411176e-05,-1.0537483309087394,-3.3763851684484165,0.2275180192882684,1.4659222240883296,0.1563491206983994,1.125,1.4931570941321626
sensor_etth2,regression,sgd,F2,8,38.0,1.0,4.690016733823871e-05,0.04370711381786524,-4.1906412263765525,0.31215977776605114,1.4659222240883296,0.1563491206983994,1.0657894736842106,2.7871885762022077
sensor_etth2,regression,sgd,F4,8,30.5,1.0,0.0001034533027498645,-1.3774403628140486,-3.3710690643163153,0.2580015843129303,1.4659222240883296,0.1563491206983994,1.3278688524590163,1.2635615021704278
sensor_etth2,regression,sgd,F7,8,32.0,1.0,0.00011514268209474291,-1.248210940266332,-3.430325207603447,0.20910055186493384,1.4659222240883296,0.1563491206983994,1.265625,1.135283704087688
sensor_etth2,regression,sgd,FA,8,30.0,1.0,0.00013123009332898416,-1.3658921078598718,-3.315233379428539,0.22218864861207827,1.4659222240883296,0.1563491206983994,1.35,0.9961100179926445
sensor_ettm1,classification,adam,F0,8,206.5,1.0,2.4378814572267693e-05,-1.6459674273880935,-4.003804613685868,0.9512055109070034,1.3896841026726285,0.2176414350409142,1.0,1.0
sensor_ettm1,classification,adam,F1,8,248.0,1.0,3.436077947373637e-05,-1.899878780554761,-3.878695651207887,0.7558362035973976,1.3896841026726285,0.2176414350409142,0.8326612903225806,0.7094953882202124
sensor_ettm1,classification,adam,F10,8,282.5,1.0,2.0454224474676363e-05,-1.8716277568504096,-4.012097862205967,0.7553578262533487,1.3896841026726285,0.2176414350409142,0.7309734513274336,1.1918718601357985
sensor_ettm1,classification,adam,F11,8,232.0,1.0,3.492928581811603e-05,-1.4946592866226984,-3.8930561142750006,0.9209720627631075,1.3896841026726285,0.2176414350409142,0.8900862068965517,0.6979476963603891
sensor_ettm1,classification,adam,F2,8,280.0,1.0,2.0500910374700772e-05,-1.8622399810556987,-4.0151092446792145,0.763681592039801,1.3896841026726285,0.2176414350409142,0.7375,1.1891576582058747
sensor_ettm1,classification,adam,F4,8,250.5,1.0,2.8534422831226417e-05,-1.3313508581124633,-3.952465695881679,0.8269230769230769,1.3896841026726285,0.2176414350409142,0.8243512974051896,0.8543650844617376
sensor_ettm1,classification,adam,F7,8,279.5,1.0,3.446503705274228e-05,-1.4070185674959237,-3.8802757387902798,0.8841370072713356,1.3896841026726285,0.2176414350409142,0.738819320214669,0.7073491473390987
sensor_ettm1,classification,adam,FA,8,258.5,1.0,2.7696995880964995e-05,-1.4009674620358605,-3.955705507333766,0.8498851894374282,1.3896841026726285,0.2176414350409142,0.7988394584139265,0.8801970681962028
sensor_ettm1,classification,sgd,F0,8,1389.0,1.0,0.0008611203019870882,-1.6389560021442529,-2.530756850881968,0.9383849980864907,1.3896841026726285,0.2176414350409142,1.0,1.0
sensor_ettm1,classification,sgd,F1,8,1827.5,1.0,0.001213213681668458,-1.2330150902992256,-2.4260580468792345,0.717470340604669,1.3896841026726285,0.2176414350409142,0.7600547195622435,0.7097845293030676
sensor_ettm1,classification,sgd,F10,8,2501.5,0.625,0.0013726771981842798,-1.5243956764480062,-2.3365168369101883,0.7537313432835822,1.3896841026726285,0.2176414350409142,0.5552668398960624,0.6273290640553673
sensor_ettm1,classification,sgd,F11,8,1534.5,1.0,0.0010251177287748804,-1.550851970834705,-2.4855175324222123,0.9064293915040185,1.3896841026726285,0.2176414350409142,0.9051808406647116,0.8400208852267282
sensor_ettm1,classification,sgd,F2,8,2454.5,1.0,0.0013617047234285396,-1.527775183432226,-2.337903381876334,0.7610983543819365,1.3896841026726285,0.2176414350409142,0.5658993685068242,0.6323840162784591
sensor_ettm1,classification,sgd,F4,8,1756.5,1.0,0.001224120235459496,-1.4172650906899205,-2.4398239140031066,0.8066398775353999,1.3896841026726285,0.2176414350409142,0.7907771135781383,0.7034605564410515
sensor_ettm1,classification,sgd,F7,8,2101.0,1.0,0.0013750800819985103,-1.2633604618715573,-2.415572041896868,0.8490241102181401,1.3896841026726285,0.2176414350409142,0.661113755354593,0.6262328378253835
sensor_ettm1,classification,sgd,FA,8,1850.5,1.0,0.001179159823745933,-1.3230312983107382,-2.4517507451010006,0.8141025641025641,1.3896841026726285,0.2176414350409142,0.7506079437989732,0.7302829392978275
sensor_ettm1,regression,adam,F0,8,44.0,1.0,0.0009383088103519954,0.16950022825218858,-3.071735244065614,0.10101266109453622,1.3896841026726285,0.2176414350409142,1.0,1.0
sensor_ettm1,regression,adam,F1,8,21.5,1.0,0.0006368282342889312,0.22226510315641262,-3.3338631951191737,0.8251377631438934,1.3896841026726285,0.2176414350409142,2.046511627906977,1.4734095629407684
sensor_ettm1,regression,adam,F10,8,20.0,1.0,0.000528129289650513,-0.28482006912254787,-3.5372334899984743,0.6891078740085161,1.3896841026726285,0.2176414350409142,2.2,1.7766649734062594
sensor_ettm1,regression,adam,F11,8,45.0,1.0,0.0008926744103459046,0.12015282535333241,-3.072274071445226,0.22745298645203027,1.3896841026726285,0.2176414350409142,0.9777777777777777,1.0511209904498189
sensor_ettm1,regression,adam,F2,8,20.0,1.0,0.000527427442090647,-0.2852098756767503,-3.534194067369322,0.6374856196855443,1.3896841026726285,0.2176414350409142,2.2,1.7790291810237886
sensor_ettm1,regression,adam,F4,8,47.0,1.0,0.0007990125786483392,0.2191764954720018,-3.1481206817618648,0.833688435262452,1.3896841026726285,0.2176414350409142,0.9361702127659575,1.1743354678336837
sensor_ettm1,regression,adam,F7,8,48.0,1.0,0.0007491806681884968,0.3702246513551952,-3.205561305613039,0.3364075703013336,1.3896841026726285,0.2176414350409142,0.9166666666666666,1.2524466396347445
sensor_ettm1,regression,adam,FA,8,46.5,1.0,0.0007677375982787984,0.3431670080317376,-3.2050864055981485,0.6501010428177255,1.3896841026726285,0.2176414350409142,0.946236559139785,1.2221738422810124
sensor_ettm1,regression,sgd,F0,8,74.5,1.0,7.163808267033933e-05,-0.8458743392448502,-3.5085225905434414,0.10187978250729363,1.3896841026726285,0.2176414350409142,1.0,1.0
sensor_ettm1,regression,sgd,F1,8,55.5,1.0,7.268491351301184e-05,-0.4265139427073672,-3.655986294070501,0.907791915553797,1.3896841026726285,0.2176414350409142,1.3423423423423424,0.9855976874419049
sensor_ettm1,regression,sgd,F10,8,69.0,1.0,5.060806628593418e-05,-0.14425811502623462,-4.136790433244702,0.7575053002495521,1.3896841026726285,0.2176414350409142,1.0797101449275361,1.4155467285706222
sensor_ettm1,regression,sgd,F11,8,79.0,1.0,0.00012341761073242854,-1.2826732816578106,-3.299961510828314,0.23480538361487685,1.3896841026726285,0.2176414350409142,0.9430379746835443,0.5804526780675726
sensor_ettm1,regression,sgd,F2,8,69.0,1.0,5.176544414737731e-05,-0.16058927551293356,-4.127253777381931,0.7262553735152049,1.3896841026726285,0.2176414350409142,1.0797101449275361,1.383897769067415
sensor_ettm1,regression,sgd,F4,8,93.0,1.0,0.0001392824635027413,-1.3534152131580584,-3.3385645988785457,0.8491859430947367,1.3896841026726285,0.2176414350409142,0.8010752688172043,0.5143367001756785
sensor_ettm1,regression,sgd,F7,8,112.0,1.0,0.0001603660576982185,-1.0876324878989585,-3.362401868683177,0.39338186628127,1.3896841026726285,0.2176414350409142,0.6651785714285714,0.44671599276419177
sensor_ettm1,regression,sgd,FA,8,111.5,1.0,0.00011435658130499549,-1.453685675545433,-3.4081745268916235,0.6691797762167482,1.3896841026726285,0.2176414350409142,0.6681614349775785,0.6264447734693687
