task,filter,noise,optimizer,clip,seed,t_eps,final_grad_norm_sq,final_loss,final_alpha_hat,elapsed_s
logistic,F2,N4,sgd,False,1,-1,0.025867398690278032,0.7758314569119624,,4.14079509700241
logistic,F2,N4,sgd,False,2,-1,0.039247921508000674,0.8061198914502286,,4.194594815999153
logistic,F2,N4,sgd,False,3,-1,0.0269294451929716,0.7628879153336185,,6.858936312004516
logistic,F2,N4,sgd,False,4,-1,0.11069469559295181,1.706504362005504,,6.5930058200028725
logistic,F2,N4,sgd,False,5,-1,0.05111774730229919,3.159403170893036,,6.595348547001777
logistic,F2,N4,sgd,True,0,-1,0.04170525499372228,1.058950552476739,1.64420589787916,4.213263286997972
logistic,F2,N4,sgd,True,1,-1,0.025867398690278032,0.7758314569119624,2.0,6.565322424998158
logistic,F2,N4,sgd,True,2,-1,0.039247921508000674,0.8061198914502286,2.0,6.563552200001141
logistic,F2,N4,sgd,True,3,-1,0.0269294451929716,0.7628879153336185,1.2644486287367893,7.35959365999588
logistic,F2,N4,sgd,True,4,-1,0.11069469559295181,1.706504362005504,1.05,7.3590236629970605
logistic,F2,N4,sgd,True,5,-1,0.03833972565978296,2.3197914301577147,1.7732119596212557,6.923699079998187
logistic,F2,N4,adam,False,0,-1,0.04266766273297424,3.2362573015260185,,4.257978451998497
logistic,F2,N4,adam,False,1,-1,0.024099005140121296,2.0908637022051404,,4.187205835994973
logistic,F2,N4,adam,False,2,-1,0.05206722450820998,3.0236429009274235,,4.1986346900011995
logistic,F2,N4,adam,False,3,-1,0.0333125365232636,2.178401439304557,,4.247701877000509
logistic,F2,N4,adam,False,4,-1,0.06125541848219331,2.94940705102653,,7.3456090280014905
logistic,F2,N4,adam,False,5,-1,0.038961590901707414,3.099292077420027,,7.34599299000547
logistic,F2,N4,adam,True,0,-1,0.04266766273297424,3.2362573015260185,1.6483656654253416,6.7941593719951925
logistic,F2,N4,adam,True,1,-1,0.024099005140121296,2.0908637022051404,2.0,6.512928445001307
logistic,F2,N4,adam,True,2,-1,0.05206722450820998,3.0236429009274235,2.0,6.51261944900034
logistic,F2,N4,adam,True,3,-1,0.0333125365232636,2.178401439304557,1.278536496314816,4.188883262002491
logistic,F2,N4,adam,True,4,-1,0.06125541848219331,2.94940705102653,1.05,4.15264111700526
logistic,F2,N4,adam,True,5,-1,0.040209982953456555,3.180541756727155,1.751777722752276,4.174923757003853
logistic,F4,N3,sgd,False,0,-1,0.01719598725454159,0.4708198052140262,,5.964422894998279
logistic,F4,N3,sgd,False,1,1182,0.01782544720761337,0.6029394196866106,,5.966590058000293
logistic,F4,N3,sgd,False,2,1919,0.011575508823269725,0.4453463804620781,,5.495164282998303
logistic,F4,N3,sgd,False,3,-1,0.023393996355039397,0.5276661705298797,,3.772607804996369
logistic,F4,N3,sgd,False,4,-1,0.014176942539274123,0.43644881743292263,,3.6485446840015356
logistic,F4,N3,sgd,False,5,1060,0.018703784835796093,0.4137710464574635,,3.651114457003132
logistic,F4,N3,sgd,True,0,-1,0.01719598725454159,0.4708198052140262,2.0,3.6448115919993143
logistic,F4,N3,sgd,True,1,1182,0.01782544720761337,0.6029394196866106,1.6408799345198215,3.688487753002846
logistic,F4,N3,sgd,True,2,1919,0.011575508823269725,0.4453463804620781,1.7824894928025805,5.770835782001086
logistic,F4,N3,sgd,True,3,-1,0.023393996355039397,0.5276661705298797,1.8580683387586112,5.775742993995664
logistic,F4,N3,sgd,True,4,-1,0.014176942539274123,0.43644881743292263,2.0,5.840571643006115
logistic,F4,N3,sgd,True,5,1060,0.018703784835796093,0.4137710464574635,2.0,5.872622295995825
logistic,F4,N3,adam,False,0,-1,0.02612323964317547,0.9162852060356188,,5.869930975997704
logistic,F4,N3,adam,False,1,1203,0.019003296989510306,1.1573911840289504,,5.803317236001021
logistic,F4,N3,adam,False,2,-1,0.016641759189857948,0.8219250596132719,,5.852550260002317
logistic,F4,N3,adam,False,3,-1,0.0328607307099094,0.9995795331451677,,5.850981886003865
logistic,F4,N3,adam,False,4,-1,0.01915280526254134,0.771243847788567,,3.634413942003448
logistic,F4,N3,adam,False,5,-1,0.029538484754470178,0.641170097531547,,3.642637835997448
logistic,F4,N3,adam,True,0,-1,0.02612323964317547,0.9162852060356188,1.9691335335663271,3.691385332000209
logistic,F4,N3,adam,True,1,1203,0.019003296989510306,1.1573911840289504,1.6089966606489847,3.5870919649969437
logistic,F4,N3,adam,True,2,-1,0.016641759189857948,0.8219250596132719,1.8466134021740679,3.7392661510020844
logistic,F4,N3,adam,True,3,-1,0.0328607307099094,0.9995795331451677,1.9635398504042714,3.686278102999495
logistic,F4,N3,adam,True,4,-1,0.01915280526254134,0.771243847788567,2.0,5.894726521997654
logistic,F4,N3,adam,True,5,-1,0.029538484754470178,0.641170097531547,2.0,5.892426321996027
logistic,F4,N4,sgd,False,0,-1,0.037014617251952764,0.6550994701732628,,6.08293853700161
logistic,F4,N4,sgd,False,1,-1,0.022309028222608197,0.5328750076084862,,10.3348455919986
logistic,F4,N4,sgd,False,2,1442,0.027427777475927912,0.643661833283501,,6.196970012999373
logistic,F4,N4,sgd,False,3,1956,0.014210650286674079,0.4213168375929789,,10.407951207002043
logistic,F4,N4,sgd,False,4,-1,0.033072502365338124,0.581510411326319,,10.406636546998925
logistic,F4,N4,sgd,False,5,-1,0.018184782952255115,0.4865942845977183,,10.355216616000689
logistic,F4,N4,sgd,True,0,-1,0.037014617251952764,0.6550994701732628,1.7938957110399976,10.385162705002585
logistic,F4,N4,sgd,True,1,-1,0.022309028222608197,0.5328750076084862,1.7828686206524371,10.382920413998363
logistic,F4,N4,sgd,True,2,1442,0.027427777475927912,0.643661833283501,2.0,6.171924886002671
logistic,F4,N4,sgd,True,3,1956,0.014210650286674079,0.4213168375929789,1.7564995791198492,6.106926035005017
logistic,F4,N4,sgd,True,4,-1,0.033072502365338124,0.581510411326319,1.997562170474304,10.239562597002077
logistic,F4,N4,sgd,True,5,-1,0.018184782952255115,0.4865942845977183,1.7309074183143789,10.240034685994033
logistic,F4,N4,adam,False,0,-1,0.03877491587793681,1.032797723693303,,6.093085965003411
logistic,F4,N4,adam,False,1,-1,0.028707765611926072,0.8608369052940513,,6.1404038469991065
logistic,F4,N4,adam,False,2,1468,0.035271606232385865,1.1428906393427039,,6.192709741000726
logistic,F4,N4,adam,False,3,-1,0.016595787990991696,0.6030714508712653,,6.124429963005241
logistic,F4,N4,adam,False,4,-1,0.039836569886292125,0.9546857902161426,,9.918080654999358
logistic,F4,N4,adam,False,5,-1,0.02391559887316873,0.8359966319575601,,10.427027906000149
logistic,F4,N4,adam,True,0,-1,0.03877491587793681,1.032797723693303,1.8020865606051824,10.42754712900205
logistic,F4,N4,adam,True,1,-1,0.028707765611926072,0.8608369052940513,1.7279614185540568,9.908347479999065
logistic,F4,N4,adam,True,2,1468,0.035271606232385865,1.1428906393427039,2.0,10.423103400004038
logistic,F4,N4,adam,True,3,-1,0.016595787990991696,0.6030714508712653,1.6823767891116386,10.42416760299966
logistic,F4,N4,adam,True,4,-1,0.039836569886292125,0.9546857902161426,1.8519056667660174,6.099299948000407
logistic,F4,N4,adam,True,5,-1,0.02391559887316873,0.8359966319575601,1.729101711587395,6.147382510003808
logistic,F7,N3,sgd,False,0,-1,0.01631538719858325,0.4468693673847292,,3.8130195400008233
logistic,F7,N3,sgd,False,1,1188,0.015891814883775564,0.6027567614067839,,3.8791524869957357
logistic,F7,N3,sgd,False,2,1920,0.010705659515318653,0.4256472544924327,,6.086217526994005
logistic,F7,N3,sgd,False,3,-1,0.023348020972080774,0.49448812594190433,,6.091393219001475
logistic,F7,N3,sgd,False,4,-1,0.014784808117885646,0.4505814919220992,,3.8493733659997815
logistic,F7,N3,sgd,False,5,-1,0.02013241906954808,0.4277154620642616,,3.8557183849989087
logistic,F7,N3,sgd,True,0,-1,0.01631538719858325,0.4468693673847292,1.6152674347075986,3.900031864999619
logistic,F7,N3,sgd,True,1,1188,0.015891814883775564,0.6027567614067839,2.0,3.822316416997637
logistic,F7,N3,sgd,True,2,1920,0.010705659515318653,0.4256472544924327,1.7574732283221435,6.091731961998448
logistic,F7,N3,sgd,True,3,-1,0.023348020972080774,0.49448812594190433,2.0,6.105253202003951
logistic,F7,N3,sgd,True,4,-1,0.014784808117885646,0.4505814919220992,1.7911226394965847,6.109225221996894
logistic,F7,N3,sgd,True,5,-1,0.020166171686008177,0.4276727502881514,1.7937175431449488,6.108036764002463
logistic,F7,N3,adam,False,0,-1,0.023992320770331813,0.6934279789539568,,6.119855662000191
logistic,F7,N3,adam,False,1,1200,0.017911098113420103,0.9814109844856682,,6.120937796004
logistic,F7,N3,adam,False,2,-1,0.014886505905048492,0.6359428918758502,,6.039385181000398
logistic,F7,N3,adam,False,3,-1,0.03199953291669607,0.7347400194516879,,6.037206733002677
logistic,F7,N3,adam,False,4,-1,0.01958678715999077,0.6852418328535291,,3.8341015450059786
logistic,F7,N3,adam,False,5,-1,0.02828912071754952,0.5721683415121217,,3.807329627001309
logistic,F7,N3,adam,True,0,-1,0.023992320770331813,0.6934279789539568,1.6162855364735078,3.961022094998043
logistic,F7,N3,adam,True,1,1200,0.017911098113420103,0.9814109844856682,2.0,3.843918541999301
logistic,F7,N3,adam,True,2,-1,0.014886505905048492,0.6359428918758502,1.84669191766963,3.8965236980002373
logistic,F7,N3,adam,True,3,-1,0.03199953291669607,0.7347400194516879,2.0,6.199160610995023
logistic,F7,N3,adam,True,4,-1,0.01958678715999077,0.6852418328535291,1.785435587334531,3.918982398005028
logistic,F7,N3,adam,True,5,-1,0.02827178080262615,0.5733826261295443,1.8057759363268784,6.183554351999192
logistic,F7,N4,sgd,False,0,-1,0.03018597016022157,0.6044184729236313,,6.3501845659993705
logistic,F7,N4,sgd,False,1,-1,0.01781450223811596,0.5323785688453023,,6.318942450001487
logistic,F7,N4,sgd,False,2,1443,0.028692149381635244,0.6456203192476977,,10.676519631997508
logistic,F7,N4,sgd,False,3,-1,0.01684384884102282,0.45685937572964486,,10.67659401200217
logistic,F7,N4,sgd,False,4,-1,0.028366516507198014,0.5608932174656934,,10.67727475600259
logistic,F7,N4,sgd,False,5,-1,0.01733314947096071,0.5066870551576358,,10.677146400994388
logistic,F7,N4,sgd,True,0,-1,0.03018597016022157,0.6044184729236313,2.0,10.530138979003823
logistic,F7,N4,sgd,True,1,-1,0.01781450223811596,0.5323785688453023,1.6798305058100071,10.527280614995107
logistic,F7,N4,sgd,True,2,1443,0.028692149381635244,0.6456203192476977,2.0,6.330775892005477
logistic,F7,N4,sgd,True,3,-1,0.01684384884102282,0.45685937572964486,1.8709277274004046,6.2535204159939894
logistic,F7,N4,sgd,True,4,-1,0.028366516507198014,0.5608932174656934,1.7111827309954328,10.572867640999903
logistic,F7,N4,sgd,True,5,-1,0.01733314947096071,0.5066870551576358,2.0,10.3739420829952
logistic,F7,N4,adam,False,0,-1,0.031168594746119785,0.785970583734706,,6.355936343999929
logistic,F7,N4,adam,False,1,-1,0.020475309281150017,0.6991918724340747,,6.351064938004129
logistic,F7,N4,adam,False,2,-1,0.03531811078170829,0.9288692658928419,,6.368667370006733
logistic,F7,N4,adam,False,3,-1,0.015901669329391743,0.5474096104015683,,6.162529290995735
logistic,F7,N4,adam,False,4,-1,0.031147711590043804,0.7425250384831279,,8.03015657299693
logistic,F7,N4,adam,False,5,-1,0.021247126144854595,0.730111630256439,,8.077208839000377
logistic,F7,N4,adam,True,0,-1,0.031168594746119785,0.785970583734706,2.0,8.112111524002103
logistic,F7,N4,adam,True,1,-1,0.020475309281150017,0.6991918724340747,1.7025396654915856,8.051271395001095
logistic,F7,N4,adam,True,2,-1,0.03531811078170829,0.9288692658928419,2.0,8.099142623999796
logistic,F7,N4,adam,True,3,-1,0.015901669329391743,0.5474096104015683,1.882772531402982,7.909133797002141
logistic,F7,N4,adam,True,4,-1,0.031147711590043804,0.7425250384831279,1.6975003066373089,6.246284856999409
logistic,F7,N4,adam,True,5,-1,0.021247126144854595,0.730111630256439,2.0,6.291360777999216
