regime,gamma,day,filter,rv_est,iv_true,rel_err
gauss,1.0,123,F1 MA,0.0001088676016671198,0.00042514807254260265,0.7439301535203113
gauss,1.0,123,F2 Kalman,1.781665306572147e-05,0.00042514807254260265,0.9580930640019869
gauss,1.0,123,F3 Wavelet,1.3329027572999958e-05,0.00042514807254260265,0.968648505229518
gauss,1.0,123,F4 Median,0.00016895114284333685,0.00042514807254260265,0.6026063535160286
gauss,1.0,123,FA online,0.00011037948465577014,0.00042514807254260265,0.7403740207602391
gauss,1.0,124,F0 raw,0.0011466247170936954,0.00031215460854055354,2.6732589739892685
gauss,1.0,124,F1 MA,9.814558979855272e-05,0.00031215460854055354,0.6855866064018012
gauss,1.0,124,F2 Kalman,2.5931525967438175e-05,0.00031215460854055354,0.9169273005813423
gauss,1.0,124,F3 Wavelet,2.4957413409985103e-05,0.00031215460854055354,0.9200479098268934
gauss,1.0,124,F4 Median,0.0001794060628557819,0.00031215460854055354,0.4252653718790944
gauss,1.0,124,FA online,0.00010771199606244723,0.00031215460854055354,0.6549402343728209
gauss,1.0,125,F0 raw,0.001220192804980749,0.0004193817310773809,1.9095039544190568
gauss,1.0,125,F1 MA,0.00010508152339202387,0.0004193817310773809,0.7494370507697793
gauss,1.0,125,F2 Kalman,2.294273821422007e-05,0.0004193817310773809,0.9452939016793107
gauss,1.0,125,F3 Wavelet,2.0576846727311794e-05,0.0004193817310773809,0.950935281147201
gauss,1.0,125,F4 Median,0.00018596108133348373,0.0004193817310773809,0.5565827799514431
gauss,1.0,125,FA online,0.00012411931910474123,0.0004193817310773809,0.7040421413067234
gauss,1.0,126,F0 raw,0.0011825844884473403,0.00039764878480466793,1.9739421661460543
gauss,1.0,126,F1 MA,0.00011371937393467255,0.00039764878480466793,0.7140205671934003
gauss,1.0,126,F2 Kalman,2.401256250089362e-05,0.00039764878480466793,0.9396136404322497
gauss,1.0,126,F3 Wavelet,2.8889335300625414e-05,0.00039764878480466793,0.9273496200552547
gauss,1.0,126,F4 Median,0.00019698516778346377,0.00039764878480466793,0.5046252489361275
gauss,1.0,126,FA online,0.00012580908663957933,0.00039764878480466793,0.6836175754909475
gauss,1.0,127,F0 raw,0.0011770188202674435,0.0004505713237604377,1.6122808048326829
gauss,1.0,127,F1 MA,0.0001202630996413821,0.0004505713237604377,0.7330875417510497
gauss,1.0,127,F2 Kalman,2.5543042576967155e-05,0.0004505713237604377,0.9433096576946205
gauss,1.0,127,F3 Wavelet,3.6263301825038136e-05,0.0004505713237604377,0.9195170666380029
gauss,1.0,127,F4 Median,0.00020910968883901875,0.0004505713237604377,0.5359010265149511
gauss,1.0,127,FA online,0.0001264951346765667,0.0004505713237604377,0.7192561354751854
gauss,1.0,128,F0 raw,0.0010449900903258423,0.0003479917957977638,2.0029158817673407
gauss,1.0,128,F1 MA,0.0001131569933231665,0.0003479917957977638,0.674828560070629
gauss,1.0,128,F2 Kalman,2.3547434311734505e-05,0.0003479917957977638,0.9323333636134942
gauss,1.0,128,F3 Wavelet,2.7002284617699512e-05,0.0003479917957977638,0.9224053987945395
gauss,1.0,128,F4 Median,0.00018609158765713914,0.0003479917957977638,0.46524145136661016
gauss,1.0,128,FA online,0.00011607276176813748,0.0003479917957977638,0.6664497175801425
gauss,1.0,129,F0 raw,0.0013559612026073013,0.0003574678111002963,2.7932400079145965
gauss,1.0,129,F1 MA,0.00010480878227689806,0.0003574678111002963,0.7068021818403912
gauss,1.0,129,F2 Kalman,2.1611256424551728e-05,0.0003574678111002963,0.9395434896416781
gauss,1.0,129,F3 Wavelet,2.017947369958013e-05,0.0003574678111002963,0.9435488369219395
gauss,1.0,129,F4 Median,0.00013388804994855704,0.0003574678111002963,0.6254542484917852
gauss,1.0,129,FA online,0.00010305355091544491,0.0003574678111002963,0.7117123620215116
gauss,1.0,130,F0 raw,0.0012572371061755135,0.0004215319015811678,1.9825431988886542
gauss,1.0,130,F1 MA,0.00011997401107957548,0.0004215319015811678,0.7153856905502229
gauss,1.0,130,F2 Kalman,2.2000760476283535e-05,0.0004215319015811678,0.9478076027134397
gauss,1.0,130,F3 Wavelet,2.3921868624427774e-05,0.0004215319015811678,0.9432501584466164
gauss,1.0,130,F4 Median,0.00020073076326643154,0.0004215319015811678,0.5238064722658246
gauss,1.0,130,FA online,0.00012105366224717631,0.0004215319015811678,0.7128244344185967
gauss,1.0,131,F0 raw,0.0012185285075466744,0.000389993749475462,2.1244821466641044
gauss,1.0,131,F1 MA,9.668371972041052e-05,0.000389993749475462,0.7520890530926477
gauss,1.0,131,F2 Kalman,2.078437329854448e-05,0.000389993749475462,0.9467058809878383
gauss,1.0,131,F3 Wavelet,1.658603640838243e-05,0.000389993749475462,0.9574710199055998
gauss,1.0,131,F4 Median,0.00017100571883045133,0.000389993749475462,0.5615167703060563
gauss,1.0,131,FA online,0.00010157035515410157,0.000389993749475462,0.7395590178285862
gauss,1.0,132,F0 raw,0.0011662812459489755,0.00040940233639178987,1.8487410605123358
gauss,1.0,132,F1 MA,0.00011928823951520113,0.00040940233639178987,0.7086283371840735
gauss,1.0,132,F2 Kalman,3.070607151676292e-05,0.00040940233639178987,0.9249978107419059
gauss,1.0,132,F3 Wavelet,2.941606544269988e-05,0.00040940233639178987,0.9281487602099338
gauss,1.0,132,F4 Median,0.00023632419492964095,0.00040940233639178987,0.42275806969630136
gauss,1.0,132,FA online,0.0001373592599163082,0.00040940233639178987,0.6644883340752161
gauss,1.0,133,F0 raw,0.0011953101782284372,0.0003704253612010034,2.226858372636715
gauss,1.0,133,F1 MA,9.310728388087084e-05,0.0003704253612010034,0.7486476531223569
gauss,1.0,133,F2 Kalman,1.6100830137945437e-05,0.0003704253612010034,0.9565342122209374
gauss,1.0,133,F3 Wavelet,9.539429498780059e-06,0.0003704253612010034,0.974247363982177
gauss,1.0,133,F4 Median,0.00016703578826878946,0.0003704253612010034,0.5490703235674216
gauss,1.0,133,FA online,9.477434986246266e-05,0.0003704253612010034,0.7441472431715187
gauss,1.0,134,F0 raw,0.0010277503293482956,0.0003866615648536074,1.658010060393276
gauss,1.0,134,F1 MA,0.00011001146089946679,0.0003866615648536074,0.7154838471180401
gauss,1.0,134,F2 Kalman,2.285485994982434e-05,0.0003866615648536074,0.9408918236844219
gauss,1.0,134,F3 Wavelet,2.4130185905209532e-05,0.0003866615648536074,0.9375935233843441
gauss,1.0,134,F4 Median,0.00019740127796314224,0.0003866615648536074,0.48947271747094995
gauss,1.0,134,FA online,0.00011010176550445265,0.0003866615648536074,0.7152502976443031
gauss,1.0,135,F0 raw,0.0012056525051071887,0.0003892327003719194,2.097510830809344
gauss,1.0,135,F1 MA,0.00010774271342966662,0.0003892327003719194,0.7231920305598262
gauss,1.0,135,F2 Kalman,2.235387311456377e-05,0.0003892327003719194,0.942569385631772
gauss,1.0,135,F3 Wavelet,1.903042658180843e-05,0.0003892327003719194,0.951107842266016
gauss,1.0,135,F4 Median,0.00016356141468807875,0.0003892327003719194,0.5797850115578865
gauss,1.0,135,FA online,0.00011329076840843802,0.0003892327003719194,0.7089382050886617
gauss,1.0,136,F0 raw,0.0011165699681700547,0.00036566404848819596,2.0535404636753585
gauss,1.0,136,F1 MA,9.925836909834265e-05,0.00036566404848819596,0.7285531090389741
gauss,1.0,136,F2 Kalman,2.4237919559597452e-05,0.00036566404848819596,0.9337153333509081
gauss,1.0,136,F3 Wavelet,3.0665285732000294e-05,0.00036566404848819596,0.9161380894326826
gauss,1.0,136,F4 Median,0.000188077959701793,0.00036566404848819596,0.4856536745152173
gauss,1.0,136,FA online,0.00011596403557165772,0.00036566404848819596,0.6828672765312853
gauss,1.0,137,F0 raw,0.0012226654938523925,0.0003935633483783721,2.10665487243726
gauss,1.0,137,F1 MA,0.0001221224227797143,0.0003935633483783721,0.6897007221762284
gauss,1.0,137,F2 Kalman,2.811132043720679e-05,0.0003935633483783721,0.9285723110319192
gauss,1.0,137,F3 Wavelet,2.9334290226291625e-05,0.0003935633483783721,0.9254648829796782
gauss,1.0,137,F4 Median,0.000203917355661249,0.0003935633483783721,0.4818690396311937
gauss,1.0,137,FA online,0.00013461684376373932,0.0003935633483783721,0.6579538101847874
gauss,1.0,138,F0 raw,0.0012605383993938822,0.0004128506984382602,2.053254854993032
gauss,1.0,138,F1 MA,0.0001237663208024516,0.0004128506984382602,0.7002153047805484
gauss,1.0,138,F2 Kalman,3.248932462570836e-05,0.0004128506984382602,0.9213049057477445
gauss,1.0,138,F3 Wavelet,2.946713730368388e-05,0.0004128506984382602,0.9286251969170629
gauss,1.0,138,F4 Median,0.00021210804791901416,0.0004128506984382602,0.48623546303450454
gauss,1.0,138,FA online,0.00012868890541845672,0.0004128506984382602,0.6882919033314859
gauss,1.0,139,F0 raw,0.0012462752358103266,0.0004050673598263475,2.0767110841629037
gauss,1.0,139,F1 MA,0.00011982262687423075,0.0004050673598263475,0.7041908611802276
gauss,1.0,139,F2 Kalman,3.0318088057445386e-05,0.0004050673598263475,0.9251529719144915
gauss,1.0,139,F3 Wavelet,3.0062711147217216e-05,0.0004050673598263475,0.925783427328963
gauss,1.0,139,F4 Median,0.0002216897445655955,0.0004050673598263475,0.4527089404077535
gauss,1.0,139,FA online,0.00013486813661565524,0.0004050673598263475,0.6670476320938986
gauss,1.0,140,F0 raw,0.0011469206439867273,0.00035520587353116313,2.228889862053773
gauss,1.0,140,F1 MA,0.00010010430883443544,0.00035520587353116313,0.7181794663492437
gauss,1.0,140,F2 Kalman,2.2086526055155916e-05,0.00035520587353116313,0.9378204931253249
gauss,1.0,140,F3 Wavelet,3.070338388853348e-05,0.00035520587353116313,0.9135617224363274
gauss,1.0,140,F4 Median,0.00019019834787714778,0.00035520587353116313,0.4645405325470746
gauss,1.0,140,FA online,0.00011499707896644426,0.00035520587353116313,0.6762523158098757
gauss,1.0,141,F0 raw,0.0011920598432700166,0.00039240410921849455,2.0378373092068354
gauss,1.0,141,F1 MA,0.00011014200280064241,0.00039240410921849455,0.7193148588071634
gauss,1.0,141,F2 Kalman,2.5906074553050696e-05,0.00039240410921849455,0.9339811333662005
gauss,1.0,141,F3 Wavelet,2.543740173182516e-05,0.00039240410921849455,0.9351754960403298
gauss,1.0,141,F4 Median,0.00019615322971329642,0.00039240410921849455,0.5001244250373629
gauss,1.0,141,FA online,0.00012529864832849124,0.00039240410921849455,0.6806897650026298
gauss,1.0,142,F0 raw,0.0011510538114848136,0.00042778655991419307,1.6907199041402705
gauss,1.0,142,F1 MA,0.00011282855060986595,0.00042778655991419307,0.7362503613192114
gauss,1.0,142,F2 Kalman,3.159406813556347e-05,0.00042778655991419307,0.9261452530395048
gauss,1.0,142,F3 Wavelet,4.267771412032613e-05,0.00042778655991419307,0.9002359631661018
gauss,1.0,142,F4 Median,0.00019329810489585953,0.00042778655991419307,0.548143576706496
gauss,1.0,142,FA online,0.00012240216299341043,0.00042778655991419307,0.7138709476567887
gauss,1.0,143,F0 raw,0.0011417919890084173,0.00041925099910176483,1.7234091068469228
gauss,1.0,143,F1 MA,0.00011534058882734396,0.00041925099910176483,0.7248889350902958
gauss,1.0,143,F2 Kalman,2.6980572000158782e-05,0.00041925099910176483,0.935645777689346
gauss,1.0,143,F3 Wavelet,3.568740394751815e-05,0.00041925099910176483,0.9148781898576807
gauss,1.0,143,F4 Median,0.0002224289955431496,0.00041925099910176483,0.46946102449439986
gauss,1.0,143,FA online,0.00012812466351904973,0.00041925099910176483,0.6943962833873891
gauss,1.0,144,F0 raw,0.0011782975369711117,0.0003357295861928125,2.5096624945482313
gauss,1.0,144,F1 MA,9.265127933374593e-05,0.0003357295861928125,0.724030043391721
gauss,1.0,144,F2 Kalman,1.621279993340409e-05,0.0003357295861928125,0.9517087543065301
gauss,1.0,144,F3 Wavelet,1.2013073006699737e-05,0.0003357295861928125,0.9642180090741227
gauss,1.0,144,F4 Median,0.0001862767476376653,0.0003357295861928125,0.44515837954571896
gauss,1.0,144,FA online,0.00011067982809315877,0.0003357295861928125,0.6703304306651295
gauss,1.0,145,F0 raw,0.0012058541365850828,0.00041218382127336897,1.9255251524909682
gauss,1.0,145,F1 MA,9.636204106712572e-05,0.00041218382127336897,0.7662158578436382
gauss,1.0,145,F2 Kalman,1.8592622333884364e-05,0.00041218382127336897,0.9548924014619358
gauss,1.0,145,F3 Wavelet,1.1467008581118086e-05,0.00041218382127336897,0.9721798673570137
gauss,1.0,145,F4 Median,0.00016723999772196165,0.00041218382127336897,0.5942587042710622
gauss,1.0,145,FA online,9.996195411058306e-05,0.00041218382127336897,0.7574821015493324
gauss,1.0,146,F0 raw,0.0013538147152566894,0.00038396066043138946,2.5259203735498437
gauss,1.0,146,F1 MA,0.00012629417580340796,0.00038396066043138946,0.6710752198896802
gauss,1.0,146,F2 Kalman,3.0618657447656385e-05,0.00038396066043138946,0.9202557433533541
gauss,1.0,146,F3 Wavelet,3.446472666912375e-05,0.00038396066043138946,0.9102389118968548
gauss,1.0,146,F4 Median,0.0002055710389405258,0.00038396066043138946,0.4646039031458025
gauss,1.0,146,FA online,0.00013414725709331185,0.00038396066043138946,0.6506223920372622
gauss,1.0,147,F0 raw,0.001154981334077829,0.0004158962019624619,1.777090362037198
gauss,1.0,147,F1 MA,0.00010281911705277534,0.0004158962019624619,0.7527769751981154
gauss,1.0,147,F2 Kalman,2.222614787815876e-05,0.0004158962019624619,0.9465584254598102
gauss,1.0,147,F3 Wavelet,2.511211794223045e-05,0.0004158962019624619,0.9396192660001809
gauss,1.0,147,F4 Median,0.00016579729950990497,0.0004158962019624619,0.6013493301271611
gauss,1.0,147,FA online,0.00011200254632136109,0.0004158962019624619,0.7306959145266004
gauss,1.0,148,F0 raw,0.0012464569849304661,0.00040745172137625504,2.0591525806303923
gauss,1.0,148,F1 MA,0.0001104689119805032,0.00040745172137625504,0.728878524289035
gauss,1.0,148,F2 Kalman,2.860557166128002e-05,0.00040745172137625504,0.9297939604607423
gauss,1.0,148,F3 Wavelet,2.3330851087177034e-05,0.00040745172137625504,0.9427395937649444
gauss,1.0,148,F4 Median,0.0001979385496422268,0.00040745172137625504,0.5142036730789916
gauss,1.0,148,FA online,0.00012338008675275724,0.00040745172137625504,0.6971909056218619
gauss,1.0,149,F0 raw,0.001264354335525101,0.00041120578735911117,2.0747483970134994
gauss,1.0,149,F1 MA,0.00010431125632544165,0.00041120578735911117,0.7463283360009101
gauss,1.0,149,F2 Kalman,1.7782484012455664e-05,0.00041120578735911117,0.9567552681428436
gauss,1.0,149,F3 Wavelet,1.6050280670219824e-05,0.00041120578735911117,0.9609677656209569
gauss,1.0,149,F4 Median,0.00017244665443909253,0.00041120578735911117,0.5806317426936097
gauss,1.0,149,FA online,0.00011823399909136368,0.00041120578735911117,0.7124700023054187
gauss,1.0,150,F0 raw,0.0011751420007297105,0.0003711479831756628,2.16623571728671
gauss,1.0,150,F1 MA,0.00010839380651210882,0.0003711479831756628,0.7079498975458356
gauss,1.0,150,F2 Kalman,2.641512899397024e-05,0.0003711479831756628,0.928828579996707
gauss,1.0,150,F3 Wavelet,2.47109775436626e-05,0.0003711479831756628,0.93342014866354
gauss,1.0,150,F4 Median,0.00022431931286720383,0.0003711479831756628,0.395606811741627
gauss,1.0,150,FA online,0.00012035627933884483,0.0003711479831756628,0.6757188916694701
gauss,1.0,151,F0 raw,0.0013393960349834151,0.00041411884856290847,2.234327632348636
gauss,1.0,151,F1 MA,0.00013080795707310814,0.00041411884856290847,0.6841294292036137
gauss,1.0,151,F2 Kalman,3.0037543095503987e-05,0.00041411884856290847,0.9274663705848178
gauss,1.0,151,F3 Wavelet,4.117333328931048e-05,0.00041411884856290847,0.9005760461466755
gauss,1.0,151,F4 Median,0.0002013479191722876,0.00041411884856290847,0.5137919467539015
gauss,1.0,151,FA online,0.00013714936928260318,0.00041411884856290847,0.6688164043763177
gauss,1.0,152,F0 raw,0.0012653829746384502,0.0003895863640278695,2.2480165926647513
gauss,1.0,152,F1 MA,0.00010955466543328678,0.0003895863640278695,0.7187923511987969
gauss,1.0,152,F2 Kalman,2.7110277288293316e-05,0.0003895863640278695,0.9304126638109081
gauss,1.0,152,F3 Wavelet,2.44144280651035e-05,0.0003895863640278695,0.9373324368628133
gauss,1.0,152,F4 Median,0.0001990770359409481,0.0003895863640278695,0.4890040968510209
gauss,1.0,152,FA online,0.00012417413281310845,0.0003895863640278695,0.6812667375487877
gauss,1.0,153,F0 raw,0.0012555377276377419,0.00044451508157745094,1.8245109776303077
gauss,1.0,153,F1 MA,0.00011530918305402074,0.00044451508157745094,0.7405955661958128
gauss,1.0,153,F2 Kalman,3.095067077080791e-05,0.00044451508157745094,0.9303720569817941
gauss,1.0,153,F3 Wavelet,2.7981155913998246e-05,0.00044451508157745094,0.937052403678405
gauss,1.0,153,F4 Median,0.00016247382382346303,0.00044451508157745094,0.6344919878828585
gauss,1.0,153,FA online,0.00012840057139162266,0.00044451508157745094,0.7111446231791114
gauss,1.0,154,F0 raw,0.0011452393848178188,0.00041557316738386054,1.7558068583383137
gauss,1.0,154,F1 MA,0.0001268477196920338,0.00041557316738386054,0.6947644129899612
gauss,1.0,154,F2 Kalman,2.7383903147106132e-05,0.00041557316738386054,0.9341056995582877
gauss,1.0,154,F3 Wavelet,3.733400621933979e-05,0.00041557316738386054,0.9101626159976427
gauss,1.0,154,F4 Median,0.00022790199262565222,0.00041557316738386054,0.45159598715106275
gauss,1.0,154,FA online,0.0001265165003168227,0.00041557316738386054,0.6955614311836434
gauss,1.0,155,F0 raw,0.001182859320228311,0.000388157994104677,2.0473656041960115
gauss,1.0,155,F1 MA,0.00012453175565278076,0.000388157994104677,0.6791725082462232
gauss,1.0,155,F2 Kalman,2.8307443821434717e-05,0.000388157994104677,0.9270723667904135
gauss,1.0,155,F3 Wavelet,2.9425722066210535e-05,0.000388157994104677,0.9241913795075024
gauss,1.0,155,F4 Median,0.0002474035632155533,0.000388157994104677,0.3626214918329509
gauss,1.0,155,FA online,0.00013529765213469592,0.000388157994104677,0.651436646444001
gauss,1.0,156,F0 raw,0.001181354263809852,0.0004130671462888432,1.8599569692811462
gauss,1.0,156,F1 MA,0.00011498155777509029,0.0004130671462888432,0.7216395474485696
gauss,1.0,156,F2 Kalman,2.3814752913566026e-05,0.0004130671462888432,0.9423465334207113
gauss,1.0,156,F3 Wavelet,2.3565851267390788e-05,0.0004130671462888432,0.9429491028780294
gauss,1.0,156,F4 Median,0.00019779333554761179,0.0004130671462888432,0.5211593627702796
gauss,1.0,156,FA online,0.00011796905553106669,0.0004130671462888432,0.7144070725765852
gauss,1.0,157,F0 raw,0.0011379176815262994,0.00042262200993893026,1.6925187395960064
gauss,1.0,157,F1 MA,0.00013259021498634972,0.00042262200993893026,0.6862676058790471
gauss,1.0,157,F2 Kalman,2.9591748680839697e-05,0.00042262200993893026,0.9299805784248772
gauss,1.0,157,F3 Wavelet,3.9124734845114914e-05,0.00042262200993893026,0.9074238115265968
gauss,1.0,157,F4 Median,0.0002286935512671383,0.00042262200993893026,0.4588697562150514
gauss,1.0,157,FA online,0.00014836581827545506,0.00042262200993893026,0.648939679462283
gauss,1.0,158,F0 raw,0.001293604784144633,0.00043350115306884886,1.9840861436859478
gauss,1.0,158,F1 MA,0.0001260454938719815,0.00043350115306884886,0.7092383884571515
gauss,1.0,158,F2 Kalman,2.8680957578129705e-05,0.00043350115306884886,0.9338387974862559
gauss,1.0,158,F3 Wavelet,2.352506966771517e-05,0.00043350115306884886,0.9457323942481443
gauss,1.0,158,F4 Median,0.00024953620693396916,0.00043350115306884886,0.4243701425764427
gauss,1.0,158,FA online,0.00013644638798789832,0.00043350115306884886,0.6852456169448117
gauss,1.0,159,F0 raw,0.0011688937617980013,0.00041132618305933207,1.8417684308450486
gauss,1.0,159,F1 MA,9.811076268752278e-05,0.00041132618305933207,0.761476981703908
gauss,1.0,159,F2 Kalman,2.1884930651980487e-05,0.00041132618305933207,0.9467942193973494
gauss,1.0,159,F3 Wavelet,1.7120635845597815e-05,0.00041132618305933207,0.9583769851015581
gauss,1.0,159,F4 Median,0.00017704275480175216,0.00041132618305933207,0.5695806343156752
gauss,1.0,159,FA online,0.00011454201265543185,0.00041132618305933207,0.7215299745727355
gauss,1.0,160,F0 raw,0.0010529978841417246,0.00038544953538692376,1.7318696417280652
gauss,1.0,160,F1 MA,8.062265874758892e-05,0.00038544953538692376,0.7908347232364467
gauss,1.0,160,F2 Kalman,1.8049600170363795e-05,0.00038544953538692376,0.9531725984511951
gauss,1.0,160,F3 Wavelet,1.7618627051444554e-05,0.00038544953538692376,0.9542907036228269
gauss,1.0,160,F4 Median,0.00017449104895494948,0.00038544953538692376,0.5473050738541141
gauss,1.0,160,FA online,9.859207190920647e-05,0.00038544953538692376,0.7442153567256546
gauss,1.0,161,F0 raw,0.0012869753395258858,0.0004222518137515673,2.0478858766562467
gauss,1.0,161,F1 MA,0.0001147138371570279,0.0004222518137515673,0.7283283732097359
gauss,1.0,161,F2 Kalman,2.694801976922042e-05,0.0004222518137515673,0.9361802154742778
gauss,1.0,161,F3 Wavelet,3.467042640041535e-05,0.0004222518137515673,0.9178915867941925
gauss,1.0,161,F4 Median,0.0002054201837900828,0.0004222518137515673,0.5135126076428361
gauss,1.0,161,FA online,0.00013439140065156705,0.0004222518137515673,0.6817268836395418
gauss,1.0,162,F0 raw,0.001185029906297742,0.00036730920513690417,2.2262461428268736
gauss,1.0,162,F1 MA,0.00011646906304329118,0.00036730920513690417,0.6829127573868435
gauss,1.0,162,F2 Kalman,2.1319925544727634e-05,0.00036730920513690417,0.9419564627116241
gauss,1.0,162,F3 Wavelet,1.8555564026237852e-05,0.00036730920513690417,0.9494824421312236
gauss,1.0,162,F4 Median,0.00019958493947877678,0.00036730920513690417,0.45662962787881367
gauss,1.0,162,FA online,0.00011110250987091171,0.00036730920513690417,0.6975232084654635
gauss,1.0,163,F0 raw,0.0011913175147375335,0.00038018160360090835,2.133548555358577
gauss,1.0,163,F1 MA,0.00010091380525658689,0.00038018160360090835,0.7345642074714375
gauss,1.0,163,F2 Kalman,2.4147904999087552e-05,0.00038018160360090835,0.936483236510211
gauss,1.0,163,F3 Wavelet,1.8546279475698472e-05,0.00038018160360090835,0.9512173148305008
gauss,1.0,163,F4 Median,0.0001833382757303445,0.00038018160360090835,0.5177613172393214
gauss,1.0,163,FA online,0.00012385251339896923,0.00038018160360090835,0.6742280209618399
gauss,1.0,164,F0 raw,0.0011314870577344488,0.00035154530474037956,2.2186095006163304
gauss,1.0,164,F1 MA,8.906405945509447e-05,0.00035154530474037956,0.7466498392835332
gauss,1.0,164,F2 Kalman,2.2482072262052725e-05,0.00035154530474037956,0.9360478664943171
gauss,1.0,164,F3 Wavelet,1.9199597726620773e-05,0.00035154530474037956,0.9453851396456571
gauss,1.0,164,F4 Median,0.00016999907316293746,0.00035154530474037956,0.516423428586299
gauss,1.0,164,FA online,0.00010093610288657975,0.00035154530474037956,0.7128788195276217
gauss,1.0,165,F0 raw,0.0013462397269719023,0.0003822610278912407,2.521781266582396
gauss,1.0,165,F1 MA,0.00010105575894345909,0.0003822610278912407,0.735636772859275
gauss,1.0,165,F2 Kalman,2.2088348628248827e-05,0.0003822610278912407,0.9422165823440067
gauss,1.0,165,F3 Wavelet,1.2524564854180601e-05,0.0003822610278912407,0.967235569570686
gauss,1.0,165,F4 Median,0.0001610181413087792,0.0003822610278912407,0.578774372587646
gauss,1.0,165,FA online,0.00010235823283403611,0.0003822610278912407,0.7322294836104541
gauss,1.0,166,F0 raw,0.0010294821014212668,0.0003839820033439646,1.6810686241955826
gauss,1.0,166,F1 MA,0.00010257736701916754,0.0003839820033439646,0.7328589201424619
gauss,1.0,166,F2 Kalman,2.2610482047435086e-05,0.0003839820033439646,0.941115776649613
gauss,1.0,166,F3 Wavelet,2.3951563603909834e-05,0.0003839820033439646,0.9376232130794567
gauss,1.0,166,F4 Median,0.00019753709422893001,0.0003839820033439646,0.48555637371374505
gauss,1.0,166,FA online,0.0001137828174904845,0.0003839820033439646,0.7036766918772499
gauss,1.0,167,F0 raw,0.001083680733866658,0.00039694670055264727,1.73004091571465
gauss,1.0,167,F1 MA,0.00011936413242782485,0.00039694670055264727,0.6992943076195351
gauss,1.0,167,F2 Kalman,2.659971120476212e-05,0.00039694670055264727,0.9329892119830476
gauss,1.0,167,F3 Wavelet,3.630063466819276e-05,0.00039694670055264727,0.9085503554566562
gauss,1.0,167,F4 Median,0.00020815400605056443,0.00039694670055264727,0.475612202442386
gauss,1.0,167,FA online,0.00013035416496319117,0.00039694670055264727,0.6716078889641703
gauss,1.0,168,F0 raw,0.0012980886210368818,0.0003787412745080265,2.42737564772432
gauss,1.0,168,F1 MA,0.00011273114333784028,0.0003787412745080265,0.7023531605202664
gauss,1.0,168,F2 Kalman,2.2259484998834108e-05,0.0003787412745080265,0.941227728539097
gauss,1.0,168,F3 Wavelet,1.7959419850672805e-05,0.0003787412745080265,0.9525812974199828
gauss,1.0,168,F4 Median,0.00019130471800603437,0.0003787412745080265,0.49489339852242553
gauss,1.0,168,FA online,9.805732893752498e-05,0.0003787412745080265,0.7410967973720358
gauss,1.0,169,F0 raw,0.0010961774253939007,0.00037995217223264993,1.8850405537955346
gauss,1.0,169,F1 MA,0.00011036101325532903,0.00037995217223264993,0.7095397228371326
gauss,1.0,169,F2 Kalman,2.316627770433965e-05,0.00037995217223264993,0.9390284372682712
gauss,1.0,169,F3 Wavelet,2.2152665176998827e-05,0.00037995217223264993,0.9416961744241998
gauss,1.0,169,F4 Median,0.00021871370795851868,0.00037995217223264993,0.4243651597691162
gauss,1.0,169,FA online,0.00012658644248576042,0.00037995217223264993,0.666835850044174
gauss,1.0,170,F0 raw,0.0011178664307560282,0.0003862357841994394,1.8942590937633033
gauss,1.0,170,F1 MA,8.998830009796168e-05,0.0003862357841994394,0.7670120072264079
gauss,1.0,170,F2 Kalman,1.4146486158095004e-05,0.0003862357841994394,0.9633734450902399
gauss,1.0,170,F3 Wavelet,1.1696082333641782e-05,0.0003862357841994394,0.9697177661622303
gauss,1.0,170,F4 Median,0.00017656186106570048,0.0003862357841994394,0.5428650884027624
gauss,1.0,170,FA online,9.627102192723988e-05,0.0003862357841994394,0.7507454620581487
gauss,1.0,171,F0 raw,0.0012708712953262372,0.0003837630853851669,2.3116038090289925
gauss,1.0,171,F1 MA,0.00011730316495690305,0.0003837630853851669,0.6943344229183201
gauss,1.0,171,F2 Kalman,2.774896449400039e-05,0.0003837630853851669,0.9276924603987121
gauss,1.0,171,F3 Wavelet,2.7993653137765976e-05,0.0003837630853851669,0.92705485700984
gauss,1.0,171,F4 Median,0.00021788342749060773,0.0003837630853851669,0.43224495583798195
gauss,1.0,171,FA online,0.00012429275413130517,0.0003837630853851669,0.6761211308102817
gauss,1.0,172,F0 raw,0.0011831802324368769,0.0003850187094736803,2.0730460710708876
gauss,1.0,172,F1 MA,0.00011725783348671173,0.0003850187094736803,0.6954489987070942
gauss,1.0,172,F2 Kalman,2.4612260081987645e-05,0.0003850187094736803,0.9360751582289791
gauss,1.0,172,F3 Wavelet,2.3877207864035617e-05,0.0003850187094736803,0.9379842919927821
gauss,1.0,172,F4 Median,0.000199107615755942,0.0003850187094736803,0.48286249250556773
gauss,1.0,172,FA online,0.00012081857336981592,0.0003850187094736803,0.686200773113144
gauss,1.0,173,F0 raw,0.0009991823704990543,0.00034957469991865945,1.858279992034745
gauss,1.0,173,F1 MA,0.00010420313305959331,0.00034957469991865945,0.7019145462076066
gauss,1.0,173,F2 Kalman,2.3418682400812237e-05,0.00034957469991865945,0.933008074078984
gauss,1.0,173,F3 Wavelet,2.685590419652831e-05,0.00034957469991865945,0.9231754923832381
gauss,1.0,173,F4 Median,0.0001988570218320358,0.00034957469991865945,0.4311458412799704
