domain,model,optimizer,filter,n_cells,causal,t_conv_med,conv_frac,floor_p50_med,slope_mean,auc_mean,holdout_med,alpha_hat_med,hurst_hat_med,speedup_vs_F0,floor_ratio_vs_F0,bucket
financial_15m,regression,sgd,F6,12,1,370.5,1.0,4.186531836165032e-05,0.44651529612675206,-3.9337191989840954,0.5588982231468957,1.5410161567776177,0.07878494618365484,0.2982456140350877,2.927126263766768,heavy_short
financial_15m,regression,sgd,F7,12,1,632.5,1.0,1.497126261607829e-05,-0.3846357362152703,-4.01154671285327,0.5963929631019336,1.5410161567776177,0.07878494618365484,0.17470355731225296,8.185353237056791,heavy_short
financial_5m,classification,adam,F0,12,1,4000.0,0.0,0.00026589196983648844,0.08903586658961775,-3.558085737382294,0.5020376479720551,1.6045034799830389,0.065512179142625,1.0,1.0,heavy_short
financial_5m,classification,adam,F1,12,1,1026.5,1.0,3.706454981524141e-05,-1.5857854595099725,-3.9683891300314627,0.6478287184142836,1.6045034799830389,0.065512179142625,3.896736483195324,7.173754198065299,heavy_short
financial_5m,classification,adam,F2,12,1,3107.5,0.6666666666666666,5.959217260363467e-05,-1.50634537997128,-3.7282956814830466,0.6364805568164624,1.6045034799830389,0.065512179142625,1.2872083668543846,4.461860647454747,heavy_short
financial_5m,classification,adam,F3,12,0,4000.0,0.3333333333333333,2.4824181381554942e-05,-0.3956489315016798,-4.162863485566045,0.6145407777273415,1.6045034799830389,0.065512179142625,1.0,10.711006568541011,heavy_short
financial_5m,classification,adam,F4,12,1,668.0,1.0,1.0028237664058099e-05,-2.355704366369189,-4.415292891954063,0.6697684975034044,1.6045034799830389,0.065512179142625,5.9880239520958085,26.514326718588226,heavy_short
financial_5m,classification,adam,F5,12,1,3407.0,0.6666666666666666,6.860614166968999e-05,-1.4315186697278515,-3.6870992109778538,0.6227871084884249,1.6045034799830389,0.065512179142625,1.174053419430584,3.87562925658533,heavy_short
financial_5m,classification,adam,F6,12,1,418.5,0.6666666666666666,5.921172821562433e-05,0.08997887644350121,-3.9190661791426216,0.6422302920260252,1.6045034799830389,0.065512179142625,9.55794504181601,4.490528782882695,heavy_short
financial_5m,classification,adam,F7,12,1,611.5,1.0,1.3738597005196228e-05,-0.7658479545343866,-4.4715397406643955,0.6448781963988501,1.6045034799830389,0.065512179142625,6.541291905151267,19.353647955167656,heavy_short
financial_5m,classification,sgd,F0,12,1,1999.5,0.75,1.5146354981246853e-05,0.4862457568030784,-4.729658040996465,0.4964098583349505,1.6045034799830389,0.065512179142625,1.0,1.0,heavy_short
financial_5m,classification,sgd,F1,12,1,4000.0,0.0,0.001390197284738068,-1.3098346422118707,-2.5514206545018734,0.6482069904675443,1.6045034799830389,0.065512179142625,0.499875,0.010895111900682954,heavy_short
financial_5m,classification,sgd,F2,12,1,4000.0,0.0,0.002291099029087953,-0.8232183229492707,-2.4915269891379803,0.6372371009229838,1.6045034799830389,0.065512179142625,0.499875,0.006610956047271495,heavy_short
financial_5m,classification,sgd,F3,12,0,4000.0,0.25,6.183494233145101e-05,-0.4422565650343954,-4.143262962796251,0.6149190497806023,1.6045034799830389,0.065512179142625,0.499875,0.24494815407215131,heavy_short
financial_5m,classification,sgd,F4,12,1,4000.0,0.0,0.0008662806634363403,-1.3289332627302157,-2.7562510610803894,0.6646239975790589,1.6045034799830389,0.065512179142625,0.499875,0.017484350765910754,heavy_short
financial_5m,classification,sgd,F5,12,1,4000.0,0.0,0.0024123444896264287,-0.7512772377847363,-2.524458064467684,0.6237706158269027,1.6045034799830389,0.065512179142625,0.499875,0.006278686583271691,heavy_short
financial_5m,classification,sgd,F6,12,1,4000.0,0.25,0.00023579278147186882,-1.372164054317759,-3.550468785332015,0.6410198214555909,1.6045034799830389,0.065512179142625,0.499875,0.0642358722209394,heavy_short
financial_5m,classification,sgd,F7,12,1,4000.0,0.0,0.0005733313679579861,-1.4379853817302937,-2.8913726263309805,0.6463156302012407,1.6045034799830389,0.065512179142625,0.499875,0.02641815157470467,heavy_short
financial_5m,regression,adam,F0,12,1,3857.0,0.5,0.002313207631356251,0.1444884838410902,-2.6738424872988147,0.627690115241545,1.6045034799830389,0.065512179142625,1.0,1.0,heavy_short
financial_5m,regression,adam,F1,12,1,81.0,1.0,7.89873066677532e-05,0.006011754114228089,-3.9614212915936253,0.662109428938797,1.6045034799830389,0.065512179142625,47.617283950617285,29.285814758646847,heavy_short
financial_5m,regression,adam,F2,12,1,49.5,1.0,1.9975879664977807e-05,-0.23171870924986168,-4.603175046047821,0.6384378879965333,1.6045034799830389,0.065512179142625,77.91919191919192,115.80003835384643,heavy_short
financial_5m,regression,adam,F3,12,0,4000.0,0.4166666666666667,0.0004267779614420213,0.1713499317940699,-3.4139861136301874,0.627690115241545,1.6045034799830389,0.065512179142625,0.96425,5.420166551103659,heavy_short
financial_5m,regression,adam,F4,12,1,86.0,1.0,0.0001526189282509853,-0.011424834281952253,-3.7227558699888985,0.6620172013823301,1.6045034799830389,0.065512179142625,44.848837209302324,15.15675452491796,heavy_short
financial_5m,regression,adam,F5,12,1,72.0,1.0,1.63451190482505e-05,-0.11309969078419341,-4.7256872221650035,0.6351699332881887,1.6045034799830389,0.065512179142625,53.56944444444444,141.52283776751355,heavy_short
financial_5m,regression,adam,F6,12,1,89.0,0.75,0.0007496785483040555,-0.08853722133172288,-2.971880840176258,0.627690115241545,1.6045034799830389,0.065512179142625,43.337078651685395,3.085599336661368,heavy_short
financial_5m,regression,adam,F7,12,1,84.0,1.0,0.00024112551686483985,0.07114161662641331,-3.530599089968966,0.6834467905797805,1.6045034799830389,0.065512179142625,45.916666666666664,9.59337552256194,heavy_short
financial_5m,regression,sgd,F0,12,1,126.5,1.0,0.00011951252436531903,0.13890197219869246,-3.890785225922992,0.6280325026193783,1.6045034799830389,0.065512179142625,1.0,1.0,heavy_short
financial_5m,regression,sgd,F1,12,1,499.5,1.0,5.433123489403197e-05,-2.299793042119587,-3.6444205207807614,0.6577167237442897,1.6045034799830389,0.065512179142625,0.25325325325325326,2.1997019688291113,heavy_short
financial_5m,regression,sgd,F2,12,1,1295.0,1.0,1.2079942826600831e-05,-0.19433670395126357,-4.293089858696624,0.6352673011470258,1.6045034799830389,0.065512179142625,0.09768339768339768,9.893467715935259,heavy_short
financial_5m,regression,sgd,F3,12,0,604.5,0.6666666666666666,2.4196883911367795e-05,-0.280703624631003,-4.311172764566344,0.6280325026193783,1.6045034799830389,0.065512179142625,0.20926385442514475,4.939170051940926,heavy_short
financial_5m,regression,sgd,F4,12,1,688.5,1.0,2.387673610252851e-05,-2.160833685494993,-3.8031357508591856,0.6636860585977271,1.6045034799830389,0.065512179142625,0.18373275236020334,5.005396208766693,heavy_short
financial_5m,regression,sgd,F5,12,1,1714.5,1.0,7.93373014140857e-06,-0.5965378321406236,-4.304905714746715,0.6341461860992568,1.6045034799830389,0.065512179142625,0.07378244386118402,15.063850450565054,heavy_short
financial_5m,regression,sgd,F6,12,1,376.5,1.0,4.1533591885699764e-05,0.418439443235109,-3.9495799998472427,0.6280325026193783,1.6045034799830389,0.065512179142625,0.33598937583001326,2.8774906994371423,heavy_short
financial_5m,regression,sgd,F7,12,1,601.0,1.0,1.514741081679488e-05,-0.48538588010112854,-4.014486298092995,0.6868427463870345,1.6045034799830389,0.065512179142625,0.21048252911813645,7.889963889591483,heavy_short
financial_crypto_1h,classification,adam,F0,8,1,2777.5,0.75,0.0002468000932222278,0.10563355070084285,-3.589192719403068,0.5453510436432638,1.4695960480794552,0.0505267586242611,1.0,1.0,heavy_short
financial_crypto_1h,classification,adam,F1,8,1,960.5,1.0,4.7715026490448533e-05,-1.7654613193591038,-3.8178823328627476,0.4806451612903226,1.4695960480794552,0.0505267586242611,2.891723060905778,5.172376741143204,heavy_short
financial_crypto_1h,classification,adam,F2,8,1,2883.5,1.0,6.327966568073244e-05,-1.7763772081849019,-3.6537584247973856,0.49089184060721064,1.4695960480794552,0.0505267586242611,0.9632391191260621,3.9001485005849865,heavy_short
financial_crypto_1h,classification,adam,F3,8,0,4000.0,0.0,4.9449769193780834e-05,-2.1928601323540016,-3.8553797509298726,0.4956356736242884,1.4695960480794552,0.0505267586242611,0.694375,4.990925079045004,heavy_short
financial_crypto_1h,classification,adam,F4,8,1,846.5,1.0,1.1294622504042175e-05,-3.014275505128529,-4.247920605948977,0.47020872865275143,1.4695960480794552,0.0505267586242611,3.2811577082102774,21.851114823350827,heavy_short
financial_crypto_1h,classification,adam,F5,8,1,3318.5,0.875,7.124044691373101e-05,-1.7021854516695254,-3.6192121914507807,0.48975332068311195,1.4695960480794552,0.0505267586242611,0.8369745366882627,3.464325448731276,heavy_short
financial_crypto_1h,classification,adam,F6,8,1,400.5,1.0,5.581601598475564e-05,0.14062492123988424,-4.1089969407430615,0.4686907020872865,1.4695960480794552,0.0505267586242611,6.9350811485642945,4.42167160926773,heavy_short
financial_crypto_1h,classification,adam,F7,8,1,708.0,1.0,1.1144522517640338e-05,-1.0701868116905262,-4.410555856189505,0.4493358633776091,1.4695960480794552,0.0505267586242611,3.9230225988700567,22.14541653368955,heavy_short
financial_crypto_1h,classification,sgd,F0,8,1,1227.0,1.0,1.4012261761387457e-05,0.29860793416494835,-4.5747536760146055,0.5451612903225806,1.4695960480794552,0.0505267586242611,1.0,1.0,heavy_short
financial_crypto_1h,classification,sgd,F1,8,1,4000.0,0.0,0.00172097256719689,-1.3806586434265902,-2.3593408575085633,0.49127134724857685,1.4695960480794552,0.0505267586242611,0.30675,0.008142059919183108,heavy_short
financial_crypto_1h,classification,sgd,F2,8,1,4000.0,0.0,0.002849464582199428,-0.829760970157251,-2.3453119487654086,0.49184060721062617,1.4695960480794552,0.0505267586242611,0.30675,0.004917506906006796,heavy_short
financial_crypto_1h,classification,sgd,F3,8,0,4000.0,0.0,0.0007267476337722749,-0.3654274324455342,-3.051984985972567,0.49506641366223914,1.4695960480794552,0.0505267586242611,0.30675,0.019280780714283238,heavy_short
financial_crypto_1h,classification,sgd,F4,8,1,4000.0,0.0,0.0011879594856058966,-1.2915207574055876,-2.5329113233385616,0.47722960151802657,1.4695960480794552,0.0505267586242611,0.30675,0.01179523538569227,heavy_short
financial_crypto_1h,classification,sgd,F5,8,1,4000.0,0.0,0.0028417894627968607,-0.7753460199643516,-2.362692215241884,0.49108159392789374,1.4695960480794552,0.0505267586242611,0.30675,0.004930788133613786,heavy_short
financial_crypto_1h,classification,sgd,F6,8,1,4000.0,0.0,0.0002811911296764167,-2.2491041734125594,-2.994946767183095,0.4698292220113852,1.4695960480794552,0.0505267586242611,0.30675,0.049831805781043646,heavy_short
financial_crypto_1h,classification,sgd,F7,8,1,4000.0,0.0,0.0007576735828410149,-1.4028441808790766,-2.709429467879155,0.4573055028462998,1.4695960480794552,0.0505267586242611,0.30675,0.01849379743298731,heavy_short
financial_crypto_1h,regression,adam,F0,8,1,4000.0,0.375,0.0021418112075811593,0.139875818982377,-2.7068443468312218,0.9184934972695769,1.4695960480794552,0.0505267586242611,1.0,1.0,heavy_short
financial_crypto_1h,regression,adam,F1,8,1,85.5,1.0,7.051056023807634e-05,0.13018788139142823,-4.005945557877612,0.9679768097885129,1.4695960480794552,0.0505267586242611,46.78362573099415,30.375750814479588,heavy_short
financial_crypto_1h,regression,adam,F2,8,1,51.5,1.0,1.7797293942427093e-05,-0.3336266275806142,-4.659464070883047,0.9310509355554488,1.4695960480794552,0.0505267586242611,77.66990291262135,120.3447678343549,heavy_short
financial_crypto_1h,regression,adam,F3,8,0,4000.0,0.0,6.939058928527433e-05,0.19943552890118918,-4.134861550455005,0.9173046945347918,1.4695960480794552,0.0505267586242611,1.0,30.866018427597965,heavy_short
financial_crypto_1h,regression,adam,F4,8,1,88.5,1.0,0.00012554126240962252,-0.013005753000113529,-3.7752532596428425,0.9807834559886034,1.4695960480794552,0.0505267586242611,45.19774011299435,17.060615501800093,heavy_short
financial_crypto_1h,regression,adam,F5,8,1,62.5,1.0,1.6861259525263062e-05,-0.12642549289156235,-4.722373411584507,0.9300174835099582,1.4695960480794552,0.0505267586242611,64.0,127.025576254971,heavy_short
financial_crypto_1h,regression,adam,F6,8,1,81.0,1.0,0.0007225145257937025,-0.2475634126707738,-3.1199500760462904,1.053756698653529,1.4695960480794552,0.0505267586242611,49.382716049382715,2.964384979289267,heavy_short
financial_crypto_1h,regression,adam,F7,8,1,91.0,1.0,0.00018087489593470655,0.020181260060474104,-3.658520648277406,0.9828422293553001,1.4695960480794552,0.0505267586242611,43.956043956043956,11.841395659209251,heavy_short
financial_crypto_1h,regression,sgd,F0,8,1,249.0,1.0,0.00011163996810462562,0.1451615813238125,-3.93516418386939,0.9191686373018,1.4695960480794552,0.0505267586242611,1.0,1.0,heavy_short
financial_crypto_1h,regression,sgd,F1,8,1,565.5,1.0,5.549295522360943e-05,-2.22627109343233,-3.656948491900792,0.9635457235446674,1.4695960480794552,0.0505267586242611,0.4403183023872679,2.0117863187276877,heavy_short
financial_crypto_1h,regression,sgd,F2,8,1,1468.0,1.0,9.270782296059096e-06,-0.2715916390806492,-4.315110485201812,0.9278799148141961,1.4695960480794552,0.0505267586242611,0.16961852861035423,12.042130268993859,heavy_short
financial_crypto_1h,regression,sgd,F3,8,0,4000.0,0.125,3.371851185806052e-06,-2.2949403589238253,-4.944424577667073,0.9173178407998787,1.4695960480794552,0.0505267586242611,0.06225,33.10939954129017,heavy_short
financial_crypto_1h,regression,sgd,F4,8,1,823.5,1.0,2.0298428980269805e-05,-2.245143965455608,-3.849999068978322,0.9819778611626175,1.4695960480794552,0.0505267586242611,0.302367941712204,5.499931458397117,heavy_short
financial_crypto_1h,regression,sgd,F5,8,1,1737.5,1.0,8.309876283776685e-06,-0.5675135065535076,-4.291609434986081,0.926220262856259,1.4695960480794552,0.0505267586242611,0.1433093525179856,13.434612537202216,heavy_short
financial_crypto_1h,regression,sgd,F6,8,1,391.0,1.0,4.00545086103111e-05,0.5773151945211414,-3.9810058067998977,1.0539143238364008,1.4695960480794552,0.0505267586242611,0.6368286445012787,2.787201041230263,heavy_short
financial_crypto_1h,regression,sgd,F7,8,1,782.0,1.0,1.1629966649577095e-05,-1.48159074961722,-4.033802652507053,0.9834882532558595,1.4695960480794552,0.0505267586242611,0.31841432225063937,9.599336908561575,heavy_short
financial_daily,classification,adam,F0,24,1,3500.0,0.5,0.00025965995767617233,0.04723505266131165,-3.569971568440488,0.5047846889952153,1.5310650497673481,0.062108457142768345,1.0,1.0,heavy_short
financial_daily,classification,adam,F1,24,1,780.5,1.0,4.573590020055304e-05,-1.7868853467016066,-3.8170463421659075,0.4944178628389155,1.5310650497673481,0.062108457142768345,4.484304932735426,5.6773772143449035,heavy_short
financial_daily,classification,adam,F2,24,1,2120.5,1.0,4.806726356392234e-05,-1.9035430243675782,-3.722723523684365,0.4960127591706539,1.5310650497673481,0.062108457142768345,1.6505541145956142,5.402012480507925,heavy_short
financial_daily,classification,adam,F3,24,0,3566.5,0.5416666666666666,5.3050841270161134e-05,-2.070611534856132,-3.680907922316831,0.5247208931419458,1.5310650497673481,0.062108457142768345,0.9813542688910697,4.894549293834104,heavy_short
financial_daily,classification,adam,F4,24,1,1152.5,1.0,1.2224646964134289e-05,-2.2196938164064868,-4.267703216782343,0.5279106858054227,1.5310650497673481,0.062108457142768345,3.036876355748373,21.240691730238495,heavy_short
financial_daily,classification,adam,F5,24,1,2652.5,0.8333333333333334,6.320772961681843e-05,-1.7654093586287274,-3.64281427500503,0.48883572567783096,1.5310650497673481,0.062108457142768345,1.3195098963242224,4.108041203984039,heavy_short
financial_daily,classification,adam,F6,24,1,378.5,1.0,5.8941912883971544e-05,0.02689204171440927,-4.09383150648265,0.4880382775119617,1.5310650497673481,0.062108457142768345,9.247027741083222,4.405353422908393,heavy_short
financial_daily,classification,adam,F7,24,1,656.0,1.0,1.3595848079553928e-05,-0.400860803513114,-4.4580056161208,0.5103668261562998,1.5310650497673481,0.062108457142768345,5.335365853658536,19.098474486976734,heavy_short
financial_daily,classification,sgd,F0,24,1,1276.5,1.0,1.4707648690526674e-05,0.4056238111617567,-4.6250016499970075,0.5015948963317385,1.5310650497673481,0.062108457142768345,1.0,1.0,heavy_short
financial_daily,classification,sgd,F1,24,1,4000.0,0.0,0.0018630300208691236,-1.4992414793381574,-2.3063303284430376,0.4880382775119617,1.5310650497673481,0.062108457142768345,0.319125,0.007894477558480457,heavy_short
financial_daily,classification,sgd,F2,24,1,4000.0,0.0,0.0032814629224733145,-0.9589473081653671,-2.2663630455433172,0.49681020733652315,1.5310650497673481,0.062108457142768345,0.319125,0.0044820401869545366,heavy_short
financial_daily,classification,sgd,F3,24,0,4000.0,0.0,0.0022680093014110273,-0.5742739620306876,-2.5448918043410713,0.5263157894736843,1.5310650497673481,0.062108457142768345,0.319125,0.006484827324727639,heavy_short
financial_daily,classification,sgd,F4,24,1,4000.0,0.0,0.001045137397465578,-1.1847526823313326,-2.7064057064215015,0.5247208931419458,1.5310650497673481,0.062108457142768345,0.319125,0.014072454709009755,heavy_short
financial_daily,classification,sgd,F5,24,1,4000.0,0.0,0.0031760099119767953,-0.8412955214565617,-2.3122709027620663,0.48963317384370014,1.5310650497673481,0.062108457142768345,0.319125,0.004630857301503954,heavy_short
financial_daily,classification,sgd,F6,24,1,4000.0,0.0,0.00024688413523982114,-2.383888840181011,-3.055261072496421,0.49043062200956933,1.5310650497673481,0.062108457142768345,0.319125,0.05957308142234328,heavy_short
financial_daily,classification,sgd,F7,24,1,4000.0,0.0,0.0005948606274377012,-1.5362567741587656,-2.7973899351317306,0.5175438596491229,1.5310650497673481,0.062108457142768345,0.319125,0.024724528758741867,heavy_short
financial_daily,regression,adam,F0,24,1,817.0,0.7083333333333334,0.002192749710310161,0.16469300239282803,-2.6964739868573098,0.8571326617686497,1.5310650497673481,0.062108457142768345,1.0,1.0,heavy_short
financial_daily,regression,adam,F1,24,1,75.5,1.0,7.032028365942396e-05,0.12904368448437042,-4.014424950337447,0.9130086993704671,1.5310650497673481,0.062108457142768345,10.821192052980132,31.18232174560206,heavy_short
financial_daily,regression,adam,F2,24,1,44.0,1.0,2.3408920719415003e-05,-0.3200238071257235,-4.591781474371411,0.8765192966243729,1.5310650497673481,0.062108457142768345,18.568181818181817,93.67154242576966,heavy_short
financial_daily,regression,adam,F3,24,0,1272.0,1.0,4.973239718197544e-05,0.3368652108600507,-4.339759205723141,0.8454540042980487,1.5310650497673481,0.062108457142768345,0.6422955974842768,44.09097157104024,heavy_short
financial_daily,regression,adam,F4,24,1,90.0,1.0,9.158295760865432e-05,0.07769700283796811,-3.9300276216881667,0.8830291310084829,1.5310650497673481,0.062108457142768345,9.077777777777778,23.94277022238199,heavy_short
financial_daily,regression,adam,F5,24,1,76.0,1.0,1.835827355687421e-05,-0.0839938660588001,-4.725781831037137,0.8684976023139037,1.5310650497673481,0.062108457142768345,10.75,119.44204358416323,heavy_short
financial_daily,regression,adam,F6,24,1,77.0,1.0,0.0006114303949957059,-0.15710450798858866,-3.176440530739347,0.9495104387667074,1.5310650497673481,0.062108457142768345,10.61038961038961,3.5862621947761704,heavy_short
financial_daily,regression,adam,F7,24,1,87.0,1.0,0.0001789908127594392,0.08543814481950905,-3.6673178632381127,0.8802440211574233,1.5310650497673481,0.062108457142768345,9.39080459770115,12.250627149546393,heavy_short
financial_daily,regression,sgd,F0,24,1,110.5,1.0,0.00011338383007011271,0.11781003169008926,-3.9061023329871163,0.8565537208366846,1.5310650497673481,0.062108457142768345,1.0,1.0,heavy_short
financial_daily,regression,sgd,F1,24,1,561.5,1.0,5.232315580331329e-05,-2.239771477965589,-3.6805285067628772,0.9102692729874235,1.5310650497673481,0.062108457142768345,0.19679430097951914,2.1669914272054065,heavy_short
financial_daily,regression,sgd,F2,24,1,1327.0,1.0,1.052363216541407e-05,-0.30042548758204857,-4.330409106574595,0.8724424024995117,1.5310650497673481,0.062108457142768345,0.08327053504144687,10.774210680106133,heavy_short
financial_daily,regression,sgd,F3,24,0,4000.0,0.125,2.7513248586682067e-05,-2.038339757478115,-4.022576138208269,0.8446735739620017,1.5310650497673481,0.062108457142768345,0.027625,4.121062974911539,heavy_short
financial_daily,regression,sgd,F4,24,1,1644.0,1.0,2.44960075970375e-05,-2.183415786946893,-3.904064997137018,0.8813443842415809,1.5310650497673481,0.062108457142768345,0.06721411192214112,4.628665696683778,heavy_short
financial_daily,regression,sgd,F5,24,1,1548.5,1.0,7.886888741748473e-06,-0.9309335022605981,-4.311551760266504,0.8678248330788154,1.5310650497673481,0.062108457142768345,0.07135938004520503,14.376243127397819,heavy_short
financial_daily,regression,sgd,F6,24,1,430.5,1.0,3.471768279434766e-05,0.6424508566687702,-4.023970665757642,0.9484946741546407,1.5310650497673481,0.062108457142768345,0.25667828106852497,3.265881272714796,heavy_short
financial_daily,regression,sgd,F7,24,1,885.5,1.0,1.2145490038284665e-05,-1.169116791861415,-4.101478316494583,0.8802100103693182,1.5310650497673481,0.062108457142768345,0.12478825522303783,9.335467709636042,heavy_short
financial_vol_crypto,classification,adam,F0,8,1,60.5,1.0,0.00017769160443241986,0.09688629413674685,-3.706927339041071,0.6250474383301707,1.4822974004848404,0.7984476646429601,1.0,1.0,heavy_long
financial_vol_crypto,classification,adam,F1,8,1,369.5,1.0,4.751204916506853e-05,-1.6431654981972204,-3.811331822517312,0.5937381404174573,1.4822974004848404,0.7984476646429601,0.16373477672530445,3.7399271880502476,heavy_long
financial_vol_crypto,classification,adam,F2,8,1,667.0,1.0,3.466704851635682e-05,-1.8873866914727246,-3.8435479713451324,0.5969639468690702,1.4822974004848404,0.7984476646429601,0.09070464767616192,5.125662899989318,heavy_long
financial_vol_crypto,classification,adam,F3,8,0,642.5,1.0,7.833265111963105e-06,-1.8984863286878553,-4.455460894286056,0.6079696394686906,1.4822974004848404,0.7984476646429601,0.09416342412451362,22.684232167892034,heavy_long
financial_vol_crypto,classification,adam,F4,8,1,307.5,1.0,2.109323532693032e-05,-2.2786161544205306,-4.009400233623625,0.6398481973434536,1.4822974004848404,0.7984476646429601,0.1967479674796748,8.424103826574013,heavy_long
financial_vol_crypto,classification,adam,F5,8,1,554.5,1.0,2.5092389311284717e-05,-1.9985378224137336,-3.9394147840678766,0.6313092979127135,1.4822974004848404,0.7984476646429601,0.109107303877367,7.081494003144101,heavy_long
financial_vol_crypto,classification,adam,F6,8,1,390.0,1.0,4.25178828306465e-05,-0.2348548641523085,-4.064053551526705,0.6349146110056926,1.4822974004848404,0.7984476646429601,0.15512820512820513,4.179220426853931,heavy_long
financial_vol_crypto,classification,adam,F7,8,1,298.5,1.0,1.2384328187449488e-05,-2.6873548959058895,-4.167179418373314,0.638899430740038,1.4822974004848404,0.7984476646429601,0.20268006700167504,14.348102032090516,heavy_long
financial_vol_crypto,classification,sgd,F0,8,1,765.0,1.0,1.0224377194467127e-05,-1.0689264047051126,-4.344779494690748,0.6252371916508539,1.4822974004848404,0.7984476646429601,1.0,1.0,heavy_long
financial_vol_crypto,classification,sgd,F1,8,1,4000.0,0.125,0.0014168189377839003,-1.609966540944195,-2.318072556022854,0.5888045540796965,1.4822974004848404,0.7984476646429601,0.19125,0.007216431769651145,heavy_long
financial_vol_crypto,classification,sgd,F2,8,1,4000.0,0.0,0.002442613939590989,-1.3907277449973616,-2.1752618148984366,0.5960151802656546,1.4822974004848404,0.7984476646429601,0.19125,0.004185834293641663,heavy_long
financial_vol_crypto,classification,sgd,F3,8,0,4000.0,0.0,0.0019432891656120952,-1.492767175571542,-2.313685887362155,0.606641366223909,1.4822974004848404,0.7984476646429601,0.19125,0.005261377141083717,heavy_long
financial_vol_crypto,classification,sgd,F4,8,1,2963.0,1.0,0.0009366281340906311,-1.4896744348351012,-2.4528941879670807,0.6326375711574952,1.4822974004848404,0.7984476646429601,0.2581842726965913,0.010916154258374843,heavy_long
financial_vol_crypto,classification,sgd,F5,8,1,4000.0,0.0,0.0023148073363552504,-1.5508417228375107,-2.150278036463097,0.6320683111954459,1.4822974004848404,0.7984476646429601,0.19125,0.0044169452178105615,heavy_long
financial_vol_crypto,classification,sgd,F6,8,1,3466.5,1.0,0.0007190878003782408,-1.8146336799766272,-2.6228957997122726,0.6314990512333966,1.4822974004848404,0.7984476646429601,0.22068368671570748,0.014218537971425875,heavy_long
financial_vol_crypto,classification,sgd,F7,8,1,2917.0,1.0,0.0008319825280702631,-1.53137666562739,-2.4949165222835017,0.6307400379506641,1.4822974004848404,0.7984476646429601,0.2622557422008913,0.01228917296879058,heavy_long
financial_vol_crypto,regression,adam,F0,8,1,32.0,1.0,0.002032619759134255,0.2052477881149826,-2.7249433296288617,0.7955559590894992,1.4822974004848404,0.7984476646429601,1.0,1.0,heavy_long
financial_vol_crypto,regression,adam,F1,8,1,20.0,1.0,0.0002571260770513279,-0.33162791838041106,-3.5745447895220677,0.8355677685435434,1.4822974004848404,0.7984476646429601,1.6,7.905148254288111,heavy_long
financial_vol_crypto,regression,adam,F2,8,1,21.0,1.0,9.427262707260007e-05,-0.421263403016631,-4.012055782571016,0.8081391750757511,1.4822974004848404,0.7984476646429601,1.5238095238095237,21.561081113915694,heavy_long
financial_vol_crypto,regression,adam,F3,8,0,47.5,1.0,0.00021917465161975296,-0.04975505445543604,-3.5911933377363163,0.8141532852917852,1.4822974004848404,0.7984476646429601,0.6736842105263158,9.273972807132166,heavy_long
financial_vol_crypto,regression,adam,F4,8,1,47.0,1.0,0.0002967424317690119,-0.2614922054777476,-3.4914888174371757,0.8809952124853087,1.4822974004848404,0.7984476646429601,0.6808510638297872,6.849777926995193,heavy_long
financial_vol_crypto,regression,adam,F5,8,1,21.0,1.0,8.810259914174241e-05,-0.32513811235427803,-4.050050962878202,0.8279315191874196,1.4822974004848404,0.7984476646429601,1.5238095238095237,23.07105328259508,heavy_long
financial_vol_crypto,regression,adam,F6,8,1,90.0,1.0,0.0008440639357921757,0.05036586253072564,-3.045298514152769,0.900789753344275,1.4822974004848404,0.7984476646429601,0.35555555555555557,2.4081348259792534,heavy_long
financial_vol_crypto,regression,adam,F7,8,1,48.5,1.0,0.00031169961114785837,-0.1854184138543773,-3.4595316295258685,0.857857356913181,1.4822974004848404,0.7984476646429601,0.6597938144329897,6.521085322015554,heavy_long
financial_vol_crypto,regression,sgd,F0,8,1,81.5,1.0,0.00010840194870129494,0.1390902742877597,-3.870909239480966,0.7959000324197665,1.4822974004848404,0.7984476646429601,1.0,1.0,heavy_long
financial_vol_crypto,regression,sgd,F1,8,1,118.0,1.0,6.714872113021383e-05,-1.8980353136071018,-3.5405762459095453,0.841345984111602,1.4822974004848404,0.7984476646429601,0.690677966101695,1.6143561169405365,heavy_long
financial_vol_crypto,regression,sgd,F2,8,1,230.5,1.0,2.2871583853608674e-05,0.0440708240008761,-4.315294484645848,0.8190137107314258,1.4822974004848404,0.7984476646429601,0.35357917570498915,4.739590812561557,heavy_long
financial_vol_crypto,regression,sgd,F3,8,0,420.0,1.0,1.173965207072919e-05,-0.6519948179416022,-4.316869531333014,0.8130713794529956,1.4822974004848404,0.7984476646429601,0.19404761904761905,9.233829763283753,heavy_long
financial_vol_crypto,regression,sgd,F4,8,1,153.0,1.0,4.218972225646723e-05,-1.680992929005924,-3.631329666391742,0.8847192485965234,1.4822974004848404,0.7984476646429601,0.5326797385620915,2.5693923283573663,heavy_long
financial_vol_crypto,regression,sgd,F5,8,1,243.0,1.0,1.8863464921012705e-05,0.21586478144047166,-4.395892874631457,0.835693818555723,1.4822974004848404,0.7984476646429601,0.33539094650205764,5.746661557418438,heavy_long
financial_vol_crypto,regression,sgd,F6,8,1,242.0,1.0,4.4481542221481395e-05,0.41281319594190985,-3.870079361093898,0.8992476132360958,1.4822974004848404,0.7984476646429601,0.3367768595041322,2.437009673844999,heavy_long
