ticker,filter,optimizer,seed,holdout_mse
JPM,F4c Causal Median,adam,1,0.0003590160552834174
JPM,F4c Causal Median,adamw,0,0.00035901458873241254
JPM,F4c Causal Median,adamw,1,0.0003590146178711706
JPM,F0,adam,0,8.686441666730296e-05
JPM,F0,adam,1,8.686441666730296e-05
JPM,F0,adamw,0,8.686441611882801e-05
JPM,F0,adamw,1,8.686441618315277e-05
JPM,F1 MA,adam,0,0.00014746974762370725
JPM,F1 MA,adam,1,0.00014746974762370725
JPM,F1 MA,adamw,0,0.00014746792757644182
JPM,F1 MA,adamw,1,0.00014746794902590458
JPM,F2 Kalman,adam,0,0.0001621478715609754
JPM,F2 Kalman,adam,1,0.00016214417184333172
JPM,F2 Kalman,adamw,0,0.00016214233513886587
JPM,F2 Kalman,adamw,1,0.00016213870692126495
JPM,F4c Causal Median,adam,0,0.00012387340879616596
JPM,F4c Causal Median,adam,1,0.00012387340879616596
JPM,F4c Causal Median,adamw,0,0.00012387279889329066
JPM,F4c Causal Median,adamw,1,0.00012387281029334376
JPM,F0,adam,0,0.0001068024655133135
JPM,F0,adam,1,0.0001068024655133135
JPM,F0,adamw,0,0.0001068024655486485
JPM,F0,adamw,1,0.00010680246556140426
JPM,F1 MA,adam,0,0.00019347199496432641
JPM,F1 MA,adam,1,0.00019347199496432641
JPM,F1 MA,adamw,0,0.0001934692153759428
JPM,F1 MA,adamw,1,0.00019346924692901062
JPM,F2 Kalman,adam,0,0.00025694263924685317
JPM,F2 Kalman,adam,1,0.0002582250862734038
JPM,F2 Kalman,adamw,0,0.0002568786196007321
JPM,F2 Kalman,adamw,1,0.00025815973250562505
JPM,F4c Causal Median,adam,0,0.0001591633164917506
JPM,F4c Causal Median,adam,1,0.0001591633164917506
JPM,F4c Causal Median,adamw,0,0.00015916255342260363
JPM,F4c Causal Median,adamw,1,0.00015916256778888285
MSFT,F0,adam,0,0.0001850452208781496
MSFT,F0,adam,1,0.0001850449161299331
MSFT,F0,adamw,0,0.00018504514907133728
MSFT,F0,adamw,1,0.00018504488263951322
MSFT,F1 MA,adam,0,0.000259160451978799
MSFT,F1 MA,adam,1,0.000259160451978799
MSFT,F1 MA,adamw,0,0.00025915974257459726
MSFT,F1 MA,adamw,1,0.0002591597549048656
MSFT,F2 Kalman,adam,0,0.00030729373707363063
MSFT,F2 Kalman,adam,1,0.0003076372323524514
MSFT,F2 Kalman,adamw,0,0.00030726264305432565
MSFT,F2 Kalman,adamw,1,0.0003076060386452441
MSFT,F4c Causal Median,adam,0,0.0002748033579365515
MSFT,F4c Causal Median,adam,1,0.00027480335793655155
MSFT,F4c Causal Median,adamw,0,0.0002748023661578766
MSFT,F4c Causal Median,adamw,1,0.00027480239002934973
MSFT,F0,adam,0,0.0004135997474608602
MSFT,F0,adam,1,0.0004135997474608602
MSFT,F0,adamw,0,0.00041359971723183215
MSFT,F0,adamw,1,0.00041359971433960305
MSFT,F1 MA,adam,0,0.0005671611926448496
MSFT,F1 MA,adam,1,0.0005671611926448496
MSFT,F1 MA,adamw,0,0.0005671594034323255
MSFT,F1 MA,adamw,1,0.0005671594336327535
MSFT,F2 Kalman,adam,0,0.00070872398549086
MSFT,F2 Kalman,adam,1,0.0007087449004665723
MSFT,F2 Kalman,adamw,0,0.0007086859567830278
MSFT,F2 Kalman,adamw,1,0.0007087073966538611
MSFT,F4c Causal Median,adam,0,0.0005339128955753578
MSFT,F4c Causal Median,adam,1,0.0005339128955753578
MSFT,F4c Causal Median,adamw,0,0.0005339117453831445
MSFT,F4c Causal Median,adamw,1,0.0005339117797604976
MSFT,F0,adam,0,9.84802631558037e-05
MSFT,F0,adam,1,9.84921887699144e-05
MSFT,F0,adamw,0,9.850663455951158e-05
MSFT,F0,adamw,1,9.849218821260722e-05
MSFT,F1 MA,adam,0,0.0001815571188102394
MSFT,F1 MA,adam,1,0.0001815571188102394
MSFT,F1 MA,adamw,0,0.00018155511430203276
MSFT,F1 MA,adamw,1,0.00018155513859860055
MSFT,F2 Kalman,adam,0,0.0002110984002437862
MSFT,F2 Kalman,adam,1,0.00021120316234990335
MSFT,F2 Kalman,adamw,0,0.000211073107193942
MSFT,F2 Kalman,adamw,1,0.00021117809724883064
MSFT,F4c Causal Median,adam,0,0.000148026579446536
MSFT,F4c Causal Median,adam,1,0.000148026579446536
MSFT,F4c Causal Median,adamw,0,0.00014802599455903943
MSFT,F4c Causal Median,adamw,1,0.00014802600724679452
MSFT,F0,adam,0,8.256872633550116e-05
MSFT,F0,adam,1,8.256872633555164e-05
MSFT,F0,adamw,0,8.256872582740796e-05
MSFT,F0,adamw,1,8.256872592612829e-05
MSFT,F1 MA,adam,0,0.00014738779219960175
MSFT,F1 MA,adam,1,0.00014738779219960175
MSFT,F1 MA,adamw,0,0.00014738551301943402
MSFT,F1 MA,adamw,1,0.00014738553883908233
MSFT,F2 Kalman,adam,0,0.00016075326742604008
MSFT,F2 Kalman,adam,1,0.0001608011108505527
MSFT,F2 Kalman,adamw,0,0.00016073727062071097
MSFT,F2 Kalman,adamw,1,0.00016078525248938662
MSFT,F4c Causal Median,adam,0,0.00011668635678099011
MSFT,F4c Causal Median,adam,1,0.00011668635678099014
MSFT,F4c Causal Median,adamw,0,0.00011668584315444885
MSFT,F4c Causal Median,adamw,1,0.00011668585353429885
QQQ,F0,adam,0,0.00014652044645823675
QQQ,F0,adam,1,0.00014652044645823675
QQQ,F0,adamw,0,0.00014652043697568594
QQQ,F0,adamw,1,0.0001465204360833352
QQQ,F1 MA,adam,0,0.00022325775137626346
QQQ,F1 MA,adam,1,0.00022325775137626346
QQQ,F1 MA,adamw,0,0.00022325683039805492
QQQ,F1 MA,adamw,1,0.00022325684565716386
QQQ,F2 Kalman,adam,0,0.0002583046299047786
QQQ,F2 Kalman,adam,1,0.000258726012612638
QQQ,F2 Kalman,adamw,0,0.00025827801786735383
QQQ,F2 Kalman,adamw,1,0.0002586990853435671
QQQ,F4c Causal Median,adam,0,0.00023307961443541547
QQQ,F4c Causal Median,adam,1,0.00023307961443541547
QQQ,F4c Causal Median,adamw,0,0.00023307855982266843
QQQ,F4c Causal Median,adamw,1,0.00023307858367302447
QQQ,F0,adam,0,0.000327426384906926
QQQ,F0,adam,1,0.000327426384906926
QQQ,F0,adamw,0,0.0003274263798090564
QQQ,F0,adamw,1,0.00032742637922236154
QQQ,F1 MA,adam,0,0.0004955810672242812
QQQ,F1 MA,adam,1,0.0004955810672242812
QQQ,F1 MA,adamw,0,0.0004955786609968204
QQQ,F1 MA,adamw,1,0.0004955787010831765
QQQ,F2 Kalman,adam,0,0.0005420554576765204
QQQ,F2 Kalman,adam,1,0.0005421205489336115
QQQ,F2 Kalman,adamw,0,0.0005420241289347988
QQQ,F2 Kalman,adamw,1,0.0005420895728346187
QQQ,F4c Causal Median,adam,0,0.0005226910083070286
QQQ,F4c Causal Median,adam,1,0.0005226910083070288
QQQ,F4c Causal Median,adamw,0,0.0005226886715472443
QQQ,F4c Causal Median,adamw,1,0.0005226887242550962
QQQ,F0,adam,0,6.123583048436993e-05
QQQ,F0,adam,1,6.123583048436993e-05
QQQ,F0,adamw,0,6.123583030590651e-05
QQQ,F0,adamw,1,6.123583030063295e-05
QQQ,F1 MA,adam,0,9.792488528184835e-05
QQQ,F1 MA,adam,1,9.792488528184835e-05
