ticker,filter,optimizer,seed,steps,final_grad_norm_sq,final_train_loss,holdout_mse_smoothed,holdout_mse_raw,loglik_raw,snr_filter_db,hurst_raw,hurst_smoothed,alpha_raw,alpha_smoothed,elapsed_s
AAPL,F0,adamw,3,1500,2.8946992544816214e-13,0.00028598663206647594,0.00019368694233510571,0.00019368694233510571,2501.77357600595,inf,0.5394331242336259,0.5394331242336259,1.0877986875886343,1.0877986875886343,0.08794996900542174
AAPL,F0,adamw,4,1500,9.127513254199687e-15,0.0002859864110692807,0.00019369385017714154,0.00019369385017714154,2501.7581773120287,inf,0.5394331242336259,0.5394331242336259,1.0877986875886343,1.0877986875886343,0.08539861300232587
AAPL,F1,sgd,0,1500,1.0486514298237363e-08,4.92950066741609e-05,4.212416413124464e-05,0.00019094348655280283,2507.8985838266417,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.11265622000064468
AAPL,F1,sgd,1,1500,1.0346264033021525e-08,4.894760100751233e-05,4.184458013231344e-05,0.00019079278346529133,2508.2366507163574,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.0745933750004042
AAPL,F1,sgd,2,1500,1.0937564194309601e-08,4.946354620825465e-05,4.226896567694118e-05,0.00019111992742303763,2507.5103346527126,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.07531578699854435
AAPL,F1,sgd,3,1500,1.0971091968849313e-08,5.019793212229257e-05,4.295888582931731e-05,0.00019180739390153563,2505.9327535773664,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.07277410100505222
AAPL,F1,sgd,4,1500,1.0482147906299315e-08,4.942696651922266e-05,4.2224541325664416e-05,0.00019105126382066242,2507.653770532725,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.1375586919966736
AAPL,F1,adam,0,1500,7.053820216965433e-41,1.927275924586096e-05,1.2720046476601635e-05,0.0002890474022036832,2325.7862492124996,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.08838955000101123
AAPL,F1,adam,1,1500,1.6404360788880304e-40,1.927275924586096e-05,1.2720046476601634e-05,0.00028904740220368324,2325.7862492124996,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.08577765399968484
AAPL,F1,adam,2,1500,2.3325474741270483e-42,1.927275924586096e-05,1.2720046476601635e-05,0.00028904740220368313,2325.7862492124996,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.10915452199697029
AAPL,F1,adam,3,1500,3.04344665784148e-41,1.927275924586096e-05,1.2720046476601635e-05,0.00028904740220368313,2325.7862492124996,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.20767984600388445
AAPL,F1,adam,4,1500,7.053820216965433e-41,1.927275924586096e-05,1.2720046476601635e-05,0.0002890474022036832,2325.7862492124996,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.15543921600328758
AAPL,F1,adamw,0,1500,1.2404772840923002e-19,1.927275924728307e-05,1.2720071427846485e-05,0.0002890453696071362,2325.7893302670686,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.1556953569961479
AAPL,F1,adamw,1,1500,1.2070101595893923e-19,1.9272759247242562e-05,1.2720071095351833e-05,0.0002890453983060933,2325.7892867636556,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.21161587700044038
AAPL,F1,adamw,2,1500,1.22542587912266e-19,1.9272759247262027e-05,1.2720071226867339e-05,0.0002890453845419134,2325.789307630518,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.2195514160048333
AAPL,F1,adamw,3,1500,1.2812225022466068e-19,1.9272759247328004e-05,1.2720071816633764e-05,0.00028904533738233754,2325.7893791145207,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.2162153569952352
AAPL,F1,adamw,4,1500,1.2627942318703288e-19,1.927275924731071e-05,1.272007165450813e-05,0.0002890453504572337,2325.7893592955156,-6.460299562986682,0.5394331242336259,0.6969387954631324,1.0877986875886343,1.5746769497947957,0.21902409399626777
AAPL,F2,sgd,0,1500,5.112954417656656e-11,1.6358556283866238e-06,7.48227515612173e-07,0.00019096870317888986,2507.8434281395826,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.19309267999778967
AAPL,F2,sgd,1,1500,5.020721514762317e-11,1.6073488464003489e-06,7.353985093008784e-07,0.00019081594207399162,2508.1861329072913,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.07485847699717851
AAPL,F2,sgd,2,1500,5.2833075054776764e-11,1.6866775158159724e-06,7.708030724636482e-07,0.00019114694271190458,2507.4512459670027,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.07419228399521671
AAPL,F2,sgd,3,1500,5.253755320001681e-11,1.679004878726753e-06,7.677721432482995e-07,0.00019183839935181144,2505.864730216152,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.07514914700004738
AAPL,F2,sgd,4,1500,5.147682146167195e-11,1.6469276035603406e-06,7.532446997402798e-07,0.0001910772472816586,2507.5968903973494,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.14294807500118623
AAPL,F2,adam,0,1500,6.4357846504160885e-18,3.533902620061178e-08,1.9430371866103654e-08,0.0003352381160927169,2260.803469020575,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.1794833660023869
AAPL,F2,adam,1,1500,5.629709851806242e-18,3.5326041521938094e-08,1.9411174525626802e-08,0.00033595354550194695,2259.8697326598676,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.0873345869986224
AAPL,F2,adam,2,1500,6.048223847218825e-18,3.533082492115532e-08,1.9419552921963223e-08,0.0003355126006170699,2260.4449907790054,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.08705148699664278
AAPL,F2,adam,3,1500,6.805372395681953e-18,3.534315805154723e-08,1.9445917410455508e-08,0.0003350901312603904,2260.996852061136,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.17774764200294157
AAPL,F2,adam,4,1500,6.797050962647287e-18,3.5344116439226724e-08,1.9437647737931327e-08,0.00033490238041539064,2261.2423382902493,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.1772145310023916
AAPL,F2,adamw,0,1500,6.470527818820821e-18,3.533944725505208e-08,1.9431121204015144e-08,0.0003351905236374571,2260.8656548195345,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.09162950799509417
AAPL,F2,adamw,1,1500,5.662873486658543e-18,3.532644766372258e-08,1.941192654228869e-08,0.0003359053444535221,2259.932579586424,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.17580720800469862
AAPL,F2,adamw,2,1500,6.084387423422112e-18,3.533126250703098e-08,1.942033421567972e-08,0.00033546316111643604,2260.509537309139,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.18052146899572108
AAPL,F2,adamw,3,1500,6.841528793859986e-18,3.534359523605584e-08,1.944666741044588e-08,0.000335041722409266,2261.0601326106726,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.17908779600111302
AAPL,F2,adamw,4,1500,6.832791960837333e-18,3.534454631004427e-08,1.9438398040873813e-08,0.0003348551185650953,2261.304153994897,-24.128429334859515,0.5394331242336259,1.3499746810629096,1.0877986875886343,1.7670105482062706,0.17683848999877227
AAPL,F3,sgd,0,1500,3.023108445810632e-10,1.8147874460578195e-05,1.4875603257410611e-05,0.00019097047263802415,2507.8396943324096,-11.037669021793224,0.5394331242336259,1.083064288078739,1.0877986875886343,2.0,0.15194040799542563
AAPL,F3,sgd,1,1500,3.230159901665472e-10,1.832702818408339e-05,1.4952177654831508e-05,0.00019081662410487817,2508.1848977830823,-11.037669021793224,0.5394331242336259,1.083064288078739,1.0877986875886343,2.0,0.07435838499804959
AAPL,F3,sgd,2,1500,3.468075973973447e-10,1.8622912957625862e-05,1.5021694487894295e-05,0.00019114631120665474,2507.4530396969576,-11.037669021793224,0.5394331242336259,1.083064288078739,1.0877986875886343,2.0,0.0729120710020652
AAPL,F3,sgd,3,1500,3.3528397552617613e-10,1.8430060303622133e-05,1.4983666564167107e-05,0.00019183820396605192,2505.865518241467,-11.037669021793224,0.5394331242336259,1.083064288078739,1.0877986875886343,2.0,0.075136437000765
AAPL,F3,sgd,4,1500,2.8598604251915726e-10,1.7964976300727602e-05,1.47559824908784e-05,0.0001910800603533632,2507.5907581931133,-11.037669021793224,0.5394331242336259,1.083064288078739,1.0877986875886343,2.0,0.09039733499957947
AAPL,F3,adam,0,1500,4.925919734669838e-42,1.2317756683856352e-05,1.659387625141865e-05,0.0003147846416060213,2288.6399059944615,-11.037669021793224,0.5394331242336259,1.083064288078739,1.0877986875886343,2.0,0.17678014899865957
AAPL,F3,adam,1,1500,7.91552070515896e-42,1.2317756683856352e-05,1.659387625141865e-05,0.0003147846416060214,2288.6399059944615,-11.037669021793224,0.5394331242336259,1.083064288078739,1.0877986875886343,2.0,0.08645469500334002
AAPL,F3,adam,2,1500,1.7850810664223803e-42,1.2317756683856352e-05,1.659387625141865e-05,0.00031478464160602127,2288.6399059944615,-11.037669021793224,0.5394331242336259,1.083064288078739,1.0877986875886343,2.0,0.08635070500167785
