ticker,filter,optimizer,seed,train_size,test_size,train_mse,holdout_mse_raw,holdout_loglik_raw,snr_filter_db,hurst_train_raw,hurst_train_smoothed,alpha_train_raw,alpha_train_smoothed
QQQ,F6,adamw,1,1000,200,7.397906897475473e-07,0.0003515978167049805,511.0300973065782,-17.390106188265456,0.5305666406944348,1.5510672601066904,1.021581561674994,1.3268623447683279
QQQ,F6,adamw,2,1000,200,7.397906897753227e-07,0.00035159753130748844,511.03017846375127,-17.390106188265456,0.5305666406944348,1.5510672601066904,1.021581561674994,1.3268623447683279
QQQ,F7,sgd,0,1000,200,2.687859445523346e-06,0.0001429028403239414,601.8400439341066,-19.038275272833516,0.5305666406944348,1.2211521331490094,1.021581561674994,1.1185807407434234
QQQ,F7,sgd,1,1000,200,2.6420403137987045e-06,0.00014356523237937395,601.3559657318286,-19.038275272833516,0.5305666406944348,1.2211521331490094,1.021581561674994,1.1185807407434234
QQQ,F7,sgd,2,1000,200,2.702294753198766e-06,0.00014398989365126464,601.1010430124145,-19.038275272833516,0.5305666406944348,1.2211521331490094,1.021581561674994,1.1185807407434234
QQQ,F7,adam,0,1000,200,9.330362739430465e-07,0.0003601838936257703,508.6015790439322,-19.038275272833516,0.5305666406944348,1.2211521331490094,1.021581561674994,1.1185807407434234
QQQ,F7,adam,1,1000,200,9.330362739430465e-07,0.00036018389362577036,508.6015790439321,-19.038275272833516,0.5305666406944348,1.2211521331490094,1.021581561674994,1.1185807407434234
QQQ,F7,adam,2,1000,200,9.330362739430465e-07,0.00036018389362576955,508.60157904393236,-19.038275272833516,0.5305666406944348,1.2211521331490094,1.021581561674994,1.1185807407434234
QQQ,F7,adamw,0,1000,200,9.330362741831953e-07,0.00036017423344416444,508.60426122123135,-19.038275272833516,0.5305666406944348,1.2211521331490094,1.021581561674994,1.1185807407434234
QQQ,F7,adamw,1,1000,200,9.330362741759373e-07,0.000360174372442529,508.60422262722284,-19.038275272833516,0.5305666406944348,1.2211521331490094,1.021581561674994,1.1185807407434234
