train,test,filter,optimizer,seed,test_acc,majority
EURUSD=X,AAPL,F4,adam,0,0.5531914893617021,0.6310912834591627
EURUSD=X,AAPL,F4,adam,1,0.5332875772134523,0.6310912834591627
EURUSD=X,AAPL,F4,adam,2,0.5288263555250515,0.6310912834591627
EURUSD=X,AAPL,F7,adam,0,0.47185998627316406,0.6310912834591627
EURUSD=X,AAPL,F7,adam,1,0.47151681537405626,0.6310912834591627
EURUSD=X,AAPL,F7,adam,2,0.47185998627316406,0.6310912834591627
EURUSD=X,AAPL,F8,adam,0,0.47185998627316406,0.6310912834591627
EURUSD=X,AAPL,F8,adam,1,0.47151681537405626,0.6310912834591627
EURUSD=X,AAPL,F8,adam,2,0.47185998627316406,0.6310912834591627
EURUSD=X,AAPL,F9,adam,0,0.4917638984214139,0.6310912834591627
EURUSD=X,AAPL,F9,adam,1,0.4807824296499657,0.6310912834591627
EURUSD=X,AAPL,F9,adam,2,0.5017158544955388,0.6310912834591627
EURUSD=X,BTC-USD,F0,adam,0,0.4852436513383665,0.511324639670556
EURUSD=X,BTC-USD,F0,adam,1,0.4876458476321208,0.511324639670556
EURUSD=X,BTC-USD,F0,adam,2,0.48490048043925876,0.511324639670556
EURUSD=X,BTC-USD,F4,adam,0,0.4869595058339053,0.511324639670556
EURUSD=X,BTC-USD,F4,adam,1,0.49107755662319835,0.511324639670556
EURUSD=X,BTC-USD,F4,adam,2,0.4921070693205216,0.511324639670556
EURUSD=X,BTC-USD,F7,adam,0,0.48592999313658203,0.511324639670556
EURUSD=X,BTC-USD,F7,adam,1,0.48661633493479756,0.511324639670556
EURUSD=X,BTC-USD,F7,adam,2,0.48490048043925876,0.511324639670556
EURUSD=X,BTC-USD,F8,adam,0,0.48592999313658203,0.511324639670556
EURUSD=X,BTC-USD,F8,adam,1,0.48661633493479756,0.511324639670556
EURUSD=X,BTC-USD,F8,adam,2,0.48490048043925876,0.511324639670556
EURUSD=X,BTC-USD,F9,adam,0,0.48249828414550444,0.511324639670556
EURUSD=X,BTC-USD,F9,adam,1,0.4821551132463967,0.511324639670556
EURUSD=X,BTC-USD,F9,adam,2,0.4876458476321208,0.511324639670556
EURUSD=X,ETH-USD,F0,adam,0,0.4900480439258751,0.5085792724776939
EURUSD=X,ETH-USD,F0,adam,1,0.4938229238160604,0.5085792724776939
EURUSD=X,ETH-USD,F0,adam,2,0.4814687714481812,0.5085792724776939
EURUSD=X,ETH-USD,F4,adam,0,0.48592999313658203,0.5085792724776939
EURUSD=X,ETH-USD,F4,adam,1,0.48592999313658203,0.5085792724776939
EURUSD=X,ETH-USD,F4,adam,2,0.48730267673301303,0.5085792724776939
EURUSD=X,ETH-USD,F7,adam,0,0.48181194234728897,0.5085792724776939
EURUSD=X,ETH-USD,F7,adam,1,0.48249828414550444,0.5085792724776939
EURUSD=X,ETH-USD,F7,adam,2,0.4804392587508579,0.5085792724776939
EURUSD=X,ETH-USD,F8,adam,0,0.48181194234728897,0.5085792724776939
EURUSD=X,ETH-USD,F8,adam,1,0.48249828414550444,0.5085792724776939
EURUSD=X,ETH-USD,F8,adam,2,0.4804392587508579,0.5085792724776939
EURUSD=X,ETH-USD,F9,adam,0,0.4790665751544269,0.5085792724776939
EURUSD=X,ETH-USD,F9,adam,1,0.48181194234728897,0.5085792724776939
EURUSD=X,ETH-USD,F9,adam,2,0.4770075497597804,0.5085792724776939
EURUSD=X,GBPUSD=X,F0,adam,0,0.6427590940288264,0.6424159231297186
EURUSD=X,GBPUSD=X,F0,adam,1,0.6427590940288264,0.6424159231297186
EURUSD=X,GBPUSD=X,F0,adam,2,0.6424159231297186,0.6424159231297186
EURUSD=X,GBPUSD=X,F4,adam,0,0.619423472889499,0.6424159231297186
EURUSD=X,GBPUSD=X,F4,adam,1,0.6022649279341112,0.6424159231297186
EURUSD=X,GBPUSD=X,F4,adam,2,0.6012354152367879,0.6424159231297186
EURUSD=X,GBPUSD=X,F7,adam,0,0.5092656142759094,0.6424159231297186
EURUSD=X,GBPUSD=X,F7,adam,1,0.49588194921070694,0.6424159231297186
EURUSD=X,GBPUSD=X,F7,adam,2,0.5003431708991077,0.6424159231297186
EURUSD=X,GBPUSD=X,F8,adam,0,0.5092656142759094,0.6424159231297186
EURUSD=X,GBPUSD=X,F8,adam,1,0.49588194921070694,0.6424159231297186
EURUSD=X,GBPUSD=X,F8,adam,2,0.5003431708991077,0.6424159231297186
EURUSD=X,GBPUSD=X,F9,adam,0,0.560398078242965,0.6424159231297186
EURUSD=X,GBPUSD=X,F9,adam,1,0.5339739190116678,0.6424159231297186
EURUSD=X,GBPUSD=X,F9,adam,2,0.574468085106383,0.6424159231297186
EURUSD=X,JPM,F0,adam,0,0.6118737131091283,0.6376115305422101
EURUSD=X,JPM,F0,adam,1,0.6087851750171586,0.6376115305422101
EURUSD=X,JPM,F0,adam,2,0.6156485929993136,0.6376115305422101
EURUSD=X,JPM,F4,adam,0,0.5652024708304736,0.6376115305422101
EURUSD=X,JPM,F4,adam,1,0.5501029512697323,0.6376115305422101
EURUSD=X,JPM,F4,adam,2,0.5456417295813315,0.6376115305422101
EURUSD=X,JPM,F7,adam,0,0.4969114619080302,0.6376115305422101
EURUSD=X,JPM,F7,adam,1,0.4934797529169526,0.6376115305422101
EURUSD=X,JPM,F7,adam,2,0.4945092656142759,0.6376115305422101
EURUSD=X,JPM,F8,adam,0,0.4969114619080302,0.6376115305422101
EURUSD=X,JPM,F8,adam,1,0.4934797529169526,0.6376115305422101
EURUSD=X,JPM,F8,adam,2,0.4945092656142759,0.6376115305422101
EURUSD=X,JPM,F9,adam,0,0.5106382978723404,0.6376115305422101
EURUSD=X,JPM,F9,adam,1,0.502745367192862,0.6376115305422101
EURUSD=X,JPM,F9,adam,2,0.5150995195607413,0.6376115305422101
EURUSD=X,MSFT,F0,adam,0,0.6070693205216198,0.6283459162663005
EURUSD=X,MSFT,F0,adam,1,0.6046671242278655,0.6283459162663005
EURUSD=X,MSFT,F0,adam,2,0.608098833218943,0.6283459162663005
EURUSD=X,MSFT,F4,adam,0,0.5387783115991764,0.6283459162663005
EURUSD=X,MSFT,F4,adam,1,0.5264241592312972,0.6283459162663005
EURUSD=X,MSFT,F4,adam,2,0.5205902539464653,0.6283459162663005
EURUSD=X,MSFT,F7,adam,0,0.46636925188743994,0.6283459162663005
EURUSD=X,MSFT,F7,adam,1,0.4625943719972546,0.6283459162663005
EURUSD=X,MSFT,F7,adam,2,0.46465339739190115,0.6283459162663005
EURUSD=X,MSFT,F8,adam,0,0.46636925188743994,0.6283459162663005
EURUSD=X,MSFT,F8,adam,1,0.4625943719972546,0.6283459162663005
EURUSD=X,MSFT,F8,adam,2,0.46465339739190115,0.6283459162663005
EURUSD=X,MSFT,F9,adam,0,0.4921070693205216,0.6283459162663005
EURUSD=X,MSFT,F9,adam,1,0.4814687714481812,0.6283459162663005
EURUSD=X,MSFT,F9,adam,2,0.5003431708991077,0.6283459162663005
EURUSD=X,QQQ,F0,adam,0,0.5967741935483871,0.6125600549073438
EURUSD=X,QQQ,F0,adam,1,0.5954015099519561,0.6125600549073438
EURUSD=X,QQQ,F0,adam,2,0.5971173644474949,0.6125600549073438
EURUSD=X,QQQ,F4,adam,0,0.5507892930679479,0.6125600549073438
EURUSD=X,QQQ,F4,adam,1,0.5374056280027454,0.6125600549073438
EURUSD=X,QQQ,F4,adam,2,0.5329444063143446,0.6125600549073438
EURUSD=X,QQQ,F7,adam,0,0.47940974605353465,0.6125600549073438
EURUSD=X,QQQ,F7,adam,1,0.4787234042553192,0.6125600549073438
EURUSD=X,QQQ,F7,adam,2,0.4807824296499657,0.6125600549073438
EURUSD=X,QQQ,F8,adam,0,0.47940974605353465,0.6125600549073438
EURUSD=X,QQQ,F8,adam,1,0.4787234042553192,0.6125600549073438
EURUSD=X,QQQ,F8,adam,2,0.4807824296499657,0.6125600549073438
EURUSD=X,QQQ,F9,adam,0,0.5092656142759094,0.6125600549073438
EURUSD=X,QQQ,F9,adam,1,0.49931365820178447,0.6125600549073438
EURUSD=X,QQQ,F9,adam,2,0.511324639670556,0.6125600549073438
EURUSD=X,SPY,F0,adam,0,0.6070693205216198,0.6187371310912835
EURUSD=X,SPY,F0,adam,1,0.6084420041180508,0.6187371310912835
EURUSD=X,SPY,F0,adam,2,0.6084420041180508,0.6187371310912835
EURUSD=X,SPY,F4,adam,0,0.5686341798215512,0.6187371310912835
EURUSD=X,SPY,F4,adam,1,0.5538778311599176,0.6187371310912835
EURUSD=X,SPY,F4,adam,2,0.5473575840768703,0.6187371310912835
EURUSD=X,SPY,F7,adam,0,0.4838709677419355,0.6187371310912835
EURUSD=X,SPY,F7,adam,1,0.47975291695264244,0.6187371310912835
EURUSD=X,SPY,F7,adam,2,0.4804392587508579,0.6187371310912835
EURUSD=X,SPY,F8,adam,0,0.4838709677419355,0.6187371310912835
EURUSD=X,SPY,F8,adam,1,0.47975291695264244,0.6187371310912835
EURUSD=X,SPY,F8,adam,2,0.4804392587508579,0.6187371310912835
EURUSD=X,SPY,F9,adam,0,0.5164722031571722,0.6187371310912835
EURUSD=X,SPY,F9,adam,1,0.4962251201098147,0.6187371310912835
EURUSD=X,SPY,F9,adam,2,0.5209334248455731,0.6187371310912835
GBPUSD=X,AAPL,F0,adam,0,0.5960878517501715,0.6310912834591627
GBPUSD=X,AAPL,F0,adam,1,0.6022649279341112,0.6310912834591627
GBPUSD=X,AAPL,F0,adam,2,0.6135895676046671,0.6310912834591627
GBPUSD=X,AAPL,F4,adam,0,0.5432395332875772,0.6310912834591627
GBPUSD=X,AAPL,F4,adam,1,0.5356897735072066,0.6310912834591627
GBPUSD=X,AAPL,F4,adam,2,0.5370624571036376,0.6310912834591627
GBPUSD=X,AAPL,F7,adam,0,0.4708304735758408,0.6310912834591627
GBPUSD=X,AAPL,F7,adam,1,0.4739190116678106,0.6310912834591627
GBPUSD=X,AAPL,F7,adam,2,0.470487302676733,0.6310912834591627
GBPUSD=X,AAPL,F8,adam,0,0.4708304735758408,0.6310912834591627
GBPUSD=X,AAPL,F8,adam,1,0.4739190116678106,0.6310912834591627
GBPUSD=X,AAPL,F8,adam,2,0.470487302676733,0.6310912834591627
GBPUSD=X,AAPL,F9,adam,0,0.48284145504461223,0.6310912834591627
GBPUSD=X,AAPL,F9,adam,1,0.47940974605353465,0.6310912834591627
GBPUSD=X,AAPL,F9,adam,2,0.48249828414550444,0.6310912834591627
GBPUSD=X,BTC-USD,F0,adam,0,0.49416609471516815,0.511324639670556
GBPUSD=X,BTC-USD,F0,adam,1,0.49759780370624573,0.511324639670556
GBPUSD=X,BTC-USD,F0,adam,2,0.4938229238160604,0.511324639670556
GBPUSD=X,BTC-USD,F4,adam,0,0.49107755662319835,0.511324639670556
GBPUSD=X,BTC-USD,F4,adam,1,0.4921070693205216,0.511324639670556
GBPUSD=X,BTC-USD,F4,adam,2,0.4921070693205216,0.511324639670556
GBPUSD=X,BTC-USD,F7,adam,0,0.48318462594371997,0.511324639670556
GBPUSD=X,BTC-USD,F7,adam,1,0.4835277968428277,0.511324639670556
GBPUSD=X,BTC-USD,F7,adam,2,0.48558682223747424,0.511324639670556
GBPUSD=X,BTC-USD,F8,adam,0,0.48318462594371997,0.511324639670556
GBPUSD=X,BTC-USD,F8,adam,1,0.4835277968428277,0.511324639670556
GBPUSD=X,BTC-USD,F8,adam,2,0.48558682223747424,0.511324639670556
GBPUSD=X,BTC-USD,F9,adam,0,0.48284145504461223,0.511324639670556
GBPUSD=X,BTC-USD,F9,adam,1,0.4814687714481812,0.511324639670556
GBPUSD=X,BTC-USD,F9,adam,2,0.48318462594371997,0.511324639670556
GBPUSD=X,ETH-USD,F0,adam,0,0.5020590253946465,0.5085792724776939
GBPUSD=X,ETH-USD,F0,adam,1,0.5078929306794784,0.5085792724776939
GBPUSD=X,ETH-USD,F0,adam,2,0.49759780370624573,0.5085792724776939
GBPUSD=X,ETH-USD,F4,adam,0,0.48318462594371997,0.5085792724776939
GBPUSD=X,ETH-USD,F4,adam,1,0.48490048043925876,0.5085792724776939
GBPUSD=X,ETH-USD,F4,adam,2,0.48284145504461223,0.5085792724776939
GBPUSD=X,ETH-USD,F7,adam,0,0.48421413864104323,0.5085792724776939
GBPUSD=X,ETH-USD,F7,adam,1,0.48421413864104323,0.5085792724776939
GBPUSD=X,ETH-USD,F7,adam,2,0.4821551132463967,0.5085792724776939
GBPUSD=X,ETH-USD,F8,adam,0,0.48421413864104323,0.5085792724776939
GBPUSD=X,ETH-USD,F8,adam,1,0.48421413864104323,0.5085792724776939
GBPUSD=X,ETH-USD,F8,adam,2,0.4821551132463967,0.5085792724776939
GBPUSD=X,ETH-USD,F9,adam,0,0.4814687714481812,0.5085792724776939
GBPUSD=X,ETH-USD,F9,adam,1,0.48318462594371997,0.5085792724776939
GBPUSD=X,ETH-USD,F9,adam,2,0.48249828414550444,0.5085792724776939
GBPUSD=X,EURUSD=X,F0,adam,0,0.6479066575154427,0.6479066575154426
GBPUSD=X,EURUSD=X,F0,adam,1,0.6482498284145505,0.6479066575154426
GBPUSD=X,EURUSD=X,F0,adam,2,0.6479066575154427,0.6479066575154426
GBPUSD=X,EURUSD=X,F4,adam,0,0.6293754289636239,0.6479066575154426
GBPUSD=X,EURUSD=X,F4,adam,1,0.6249142072752231,0.6479066575154426
GBPUSD=X,EURUSD=X,F4,adam,2,0.6252573781743308,0.6479066575154426
GBPUSD=X,EURUSD=X,F7,adam,0,0.4886753603294441,0.6479066575154426
GBPUSD=X,EURUSD=X,F7,adam,1,0.4921070693205216,0.6479066575154426
GBPUSD=X,EURUSD=X,F7,adam,2,0.470487302676733,0.6479066575154426
GBPUSD=X,EURUSD=X,F8,adam,0,0.4886753603294441,0.6479066575154426
GBPUSD=X,EURUSD=X,F8,adam,1,0.4921070693205216,0.6479066575154426
GBPUSD=X,EURUSD=X,F8,adam,2,0.470487302676733,0.6479066575154426
GBPUSD=X,EURUSD=X,F9,adam,0,0.540837336993823,0.6479066575154426
GBPUSD=X,EURUSD=X,F9,adam,1,0.5257378174330817,0.6479066575154426
GBPUSD=X,EURUSD=X,F9,adam,2,0.5326012354152367,0.6479066575154426
GBPUSD=X,JPM,F0,adam,0,0.6070693205216198,0.6376115305422101
GBPUSD=X,JPM,F0,adam,1,0.6125600549073439,0.6376115305422101
GBPUSD=X,JPM,F0,adam,2,0.6256005490734385,0.6376115305422101
GBPUSD=X,JPM,F4,adam,0,0.5569663692518875,0.6376115305422101
GBPUSD=X,JPM,F4,adam,1,0.55044612216884,0.6376115305422101
GBPUSD=X,JPM,F4,adam,2,0.5528483184625944,0.6376115305422101
GBPUSD=X,JPM,F7,adam,0,0.49279341111873715,0.6376115305422101
GBPUSD=X,JPM,F7,adam,1,0.49245024021962935,0.6376115305422101
GBPUSD=X,JPM,F7,adam,2,0.48592999313658203,0.6376115305422101
GBPUSD=X,JPM,F8,adam,0,0.49279341111873715,0.6376115305422101
GBPUSD=X,JPM,F8,adam,1,0.49245024021962935,0.6376115305422101
GBPUSD=X,JPM,F8,adam,2,0.48592999313658203,0.6376115305422101
GBPUSD=X,JPM,F9,adam,0,0.5,0.6376115305422101
GBPUSD=X,JPM,F9,adam,1,0.4951956074124914,0.6376115305422101
GBPUSD=X,JPM,F9,adam,2,0.49759780370624573,0.6376115305422101
GBPUSD=X,MSFT,F0,adam,0,0.5936856554564173,0.6283459162663005
GBPUSD=X,MSFT,F0,adam,1,0.602608098833219,0.6283459162663005
GBPUSD=X,MSFT,F0,adam,2,0.608098833218943,0.6283459162663005
GBPUSD=X,MSFT,F4,adam,0,0.5343170899107755,0.6283459162663005
GBPUSD=X,MSFT,F4,adam,1,0.5257378174330817,0.6283459162663005
GBPUSD=X,MSFT,F4,adam,2,0.5281400137268359,0.6283459162663005
GBPUSD=X,MSFT,F7,adam,0,0.46636925188743994,0.6283459162663005
GBPUSD=X,MSFT,F7,adam,1,0.47014413177762526,0.6283459162663005
GBPUSD=X,MSFT,F7,adam,2,0.4629375428963624,0.6283459162663005
GBPUSD=X,MSFT,F8,adam,0,0.46636925188743994,0.6283459162663005
GBPUSD=X,MSFT,F8,adam,1,0.47014413177762526,0.6283459162663005
GBPUSD=X,MSFT,F8,adam,2,0.4629375428963624,0.6283459162663005
GBPUSD=X,MSFT,F9,adam,0,0.4804392587508579,0.6283459162663005
GBPUSD=X,MSFT,F9,adam,1,0.4739190116678106,0.6283459162663005
GBPUSD=X,MSFT,F9,adam,2,0.4787234042553192,0.6283459162663005
GBPUSD=X,QQQ,F0,adam,0,0.5902539464653397,0.6125600549073438
GBPUSD=X,QQQ,F0,adam,1,0.5957446808510638,0.6125600549073438
GBPUSD=X,QQQ,F0,adam,2,0.5988332189430337,0.6125600549073438
GBPUSD=X,QQQ,F4,adam,0,0.5404941660947151,0.6125600549073438
GBPUSD=X,QQQ,F4,adam,1,0.5367192862045299,0.6125600549073438
GBPUSD=X,QQQ,F4,adam,2,0.5367192862045299,0.6125600549073438
GBPUSD=X,QQQ,F7,adam,0,0.4770075497597804,0.6125600549073438
GBPUSD=X,QQQ,F7,adam,1,0.47940974605353465,0.6125600549073438
GBPUSD=X,QQQ,F7,adam,2,0.4756348661633493,0.6125600549073438
GBPUSD=X,QQQ,F8,adam,0,0.4770075497597804,0.6125600549073438
GBPUSD=X,QQQ,F8,adam,1,0.47940974605353465,0.6125600549073438
GBPUSD=X,QQQ,F8,adam,2,0.4756348661633493,0.6125600549073438
GBPUSD=X,QQQ,F9,adam,0,0.49897048730267674,0.6125600549073438
GBPUSD=X,QQQ,F9,adam,1,0.4917638984214139,0.6125600549073438
GBPUSD=X,QQQ,F9,adam,2,0.4962251201098147,0.6125600549073438
GBPUSD=X,SPY,F0,adam,0,0.6036376115305422,0.6187371310912835
GBPUSD=X,SPY,F0,adam,1,0.6084420041180508,0.6187371310912835
GBPUSD=X,SPY,F0,adam,2,0.6129032258064516,0.6187371310912835
GBPUSD=X,SPY,F4,adam,0,0.560398078242965,0.6187371310912835
GBPUSD=X,SPY,F4,adam,1,0.5559368565545642,0.6187371310912835
GBPUSD=X,SPY,F4,adam,2,0.5545641729581332,0.6187371310912835
GBPUSD=X,SPY,F7,adam,0,0.4759780370624571,0.6187371310912835
GBPUSD=X,SPY,F7,adam,1,0.4804392587508579,0.6187371310912835
GBPUSD=X,SPY,F7,adam,2,0.46842827728208647,0.6187371310912835
GBPUSD=X,SPY,F8,adam,0,0.4759780370624571,0.6187371310912835
GBPUSD=X,SPY,F8,adam,1,0.4804392587508579,0.6187371310912835
GBPUSD=X,SPY,F8,adam,2,0.46842827728208647,0.6187371310912835
GBPUSD=X,SPY,F9,adam,0,0.4938229238160604,0.6187371310912835
GBPUSD=X,SPY,F9,adam,1,0.49245024021962935,0.6187371310912835
GBPUSD=X,SPY,F9,adam,2,0.4921070693205216,0.6187371310912835
JPM,AAPL,F0,adam,0,0.6307481125600549,0.6310912834591627
JPM,AAPL,F0,adam,1,0.6297185998627316,0.6310912834591627
JPM,AAPL,F0,adam,2,0.6310912834591627,0.6310912834591627
JPM,AAPL,F4,adam,0,0.5734385724090597,0.6310912834591627
JPM,AAPL,F4,adam,1,0.5703500343170899,0.6310912834591627
JPM,AAPL,F4,adam,2,0.5813315030885381,0.6310912834591627
JPM,AAPL,F7,adam,0,0.4660260809883322,0.6310912834591627
JPM,AAPL,F7,adam,1,0.45092656142759097,0.6310912834591627
JPM,AAPL,F7,adam,2,0.45538778311599176,0.6310912834591627
JPM,AAPL,F8,adam,0,0.4660260809883322,0.6310912834591627
JPM,AAPL,F8,adam,1,0.45092656142759097,0.6310912834591627
JPM,AAPL,F8,adam,2,0.45538778311599176,0.6310912834591627
JPM,AAPL,F9,adam,0,0.46019217570350035,0.6310912834591627
JPM,AAPL,F9,adam,1,0.4622512010981469,0.6310912834591627
JPM,AAPL,F9,adam,2,0.45778997940974603,0.6310912834591627
JPM,BTC-USD,F0,adam,0,0.4907343857240906,0.511324639670556
JPM,BTC-USD,F0,adam,1,0.4945092656142759,0.511324639670556
JPM,BTC-USD,F0,adam,2,0.4900480439258751,0.511324639670556
JPM,BTC-USD,F4,adam,0,0.48318462594371997,0.511324639670556
JPM,BTC-USD,F4,adam,1,0.48455730954015097,0.511324639670556
JPM,BTC-USD,F4,adam,2,0.48284145504461223,0.511324639670556
JPM,BTC-USD,F7,adam,0,0.48936170212765956,0.511324639670556
JPM,BTC-USD,F7,adam,1,0.4883321894303363,0.511324639670556
JPM,BTC-USD,F7,adam,2,0.4852436513383665,0.511324639670556
JPM,BTC-USD,F8,adam,0,0.48936170212765956,0.511324639670556
JPM,BTC-USD,F8,adam,1,0.4883321894303363,0.511324639670556
JPM,BTC-USD,F8,adam,2,0.4852436513383665,0.511324639670556
JPM,BTC-USD,F9,adam,0,0.48455730954015097,0.511324639670556
JPM,BTC-USD,F9,adam,1,0.4835277968428277,0.511324639670556
JPM,BTC-USD,F9,adam,2,0.4852436513383665,0.511324639670556
JPM,ETH-USD,F0,adam,0,0.49416609471516815,0.5085792724776939
JPM,ETH-USD,F0,adam,1,0.4951956074124914,0.5085792724776939
JPM,ETH-USD,F0,adam,2,0.4938229238160604,0.5085792724776939
JPM,ETH-USD,F4,adam,0,0.47632120796156485,0.5085792724776939
JPM,ETH-USD,F4,adam,1,0.4783802333562114,0.5085792724776939
JPM,ETH-USD,F4,adam,2,0.4773507206588881,0.5085792724776939
JPM,ETH-USD,F7,adam,0,0.4752916952642416,0.5085792724776939
JPM,ETH-USD,F7,adam,1,0.4773507206588881,0.5085792724776939
JPM,ETH-USD,F7,adam,2,0.4783802333562114,0.5085792724776939
JPM,ETH-USD,F8,adam,0,0.4752916952642416,0.5085792724776939
JPM,ETH-USD,F8,adam,1,0.4773507206588881,0.5085792724776939
JPM,ETH-USD,F8,adam,2,0.4783802333562114,0.5085792724776939
JPM,ETH-USD,F9,adam,0,0.4852436513383665,0.5085792724776939
JPM,ETH-USD,F9,adam,1,0.48421413864104323,0.5085792724776939
JPM,ETH-USD,F9,adam,2,0.48284145504461223,0.5085792724776939
JPM,EURUSD=X,F0,adam,0,0.6479066575154427,0.6479066575154426
JPM,EURUSD=X,F0,adam,1,0.6479066575154427,0.6479066575154426
JPM,EURUSD=X,F0,adam,2,0.6479066575154427,0.6479066575154426
JPM,EURUSD=X,F4,adam,0,0.6403568977350721,0.6479066575154426
JPM,EURUSD=X,F4,adam,1,0.638984214138641,0.6479066575154426
JPM,EURUSD=X,F4,adam,2,0.6400137268359644,0.6479066575154426
JPM,EURUSD=X,F7,adam,0,0.42587508579272476,0.6479066575154426
JPM,EURUSD=X,F7,adam,1,0.3994509265614276,0.6479066575154426
JPM,EURUSD=X,F7,adam,2,0.4148936170212766,0.6479066575154426
JPM,EURUSD=X,F8,adam,0,0.42587508579272476,0.6479066575154426
JPM,EURUSD=X,F8,adam,1,0.3994509265614276,0.6479066575154426
JPM,EURUSD=X,F8,adam,2,0.4148936170212766,0.6479066575154426
JPM,EURUSD=X,F9,adam,0,0.4450926561427591,0.6479066575154426
JPM,EURUSD=X,F9,adam,1,0.4588194921070693,0.6479066575154426
JPM,EURUSD=X,F9,adam,2,0.4358270418668497,0.6479066575154426
JPM,GBPUSD=X,F0,adam,0,0.6424159231297186,0.6424159231297186
JPM,GBPUSD=X,F0,adam,1,0.6424159231297186,0.6424159231297186
JPM,GBPUSD=X,F0,adam,2,0.6424159231297186,0.6424159231297186
JPM,GBPUSD=X,F4,adam,0,0.6269732326698696,0.6424159231297186
JPM,GBPUSD=X,F4,adam,1,0.6259437199725463,0.6424159231297186
JPM,GBPUSD=X,F4,adam,2,0.6297185998627316,0.6424159231297186
JPM,GBPUSD=X,F7,adam,0,0.4420041180507893,0.6424159231297186
JPM,GBPUSD=X,F7,adam,1,0.4056280027453672,0.6424159231297186
JPM,GBPUSD=X,F7,adam,2,0.4296499656829101,0.6424159231297186
JPM,GBPUSD=X,F8,adam,0,0.4420041180507893,0.6424159231297186
JPM,GBPUSD=X,F8,adam,1,0.4056280027453672,0.6424159231297186
JPM,GBPUSD=X,F8,adam,2,0.4296499656829101,0.6424159231297186
JPM,GBPUSD=X,F9,adam,0,0.4512697323266987,0.6424159231297186
JPM,GBPUSD=X,F9,adam,1,0.4656829100892244,0.6424159231297186
JPM,GBPUSD=X,F9,adam,2,0.4464653397391901,0.6424159231297186
JPM,MSFT,F0,adam,0,0.6283459162663007,0.6283459162663005
JPM,MSFT,F0,adam,1,0.6280027453671929,0.6283459162663005
JPM,MSFT,F0,adam,2,0.6290322580645161,0.6283459162663005
JPM,MSFT,F4,adam,0,0.577213452299245,0.6283459162663005
JPM,MSFT,F4,adam,1,0.5720658888126287,0.6283459162663005
JPM,MSFT,F4,adam,2,0.5809883321894304,0.6283459162663005
JPM,MSFT,F7,adam,0,0.4481811942347289,0.6283459162663005
JPM,MSFT,F7,adam,1,0.44063143445435826,0.6283459162663005
JPM,MSFT,F7,adam,2,0.44543582704186685,0.6283459162663005
JPM,MSFT,F8,adam,0,0.4481811942347289,0.6283459162663005
JPM,MSFT,F8,adam,1,0.44063143445435826,0.6283459162663005
JPM,MSFT,F8,adam,2,0.44543582704186685,0.6283459162663005
JPM,MSFT,F9,adam,0,0.46190803019903914,0.6283459162663005
JPM,MSFT,F9,adam,1,0.4629375428963624,0.6283459162663005
JPM,MSFT,F9,adam,2,0.4591626630061771,0.6283459162663005
JPM,QQQ,F0,adam,0,0.6129032258064516,0.6125600549073438
JPM,QQQ,F0,adam,1,0.6125600549073439,0.6125600549073438
JPM,QQQ,F0,adam,2,0.6125600549073439,0.6125600549073438
JPM,QQQ,F4,adam,0,0.5665751544269046,0.6125600549073438
JPM,QQQ,F4,adam,1,0.5658888126286891,0.6125600549073438
JPM,QQQ,F4,adam,2,0.5710363761153054,0.6125600549073438
JPM,QQQ,F7,adam,0,0.469114619080302,0.6125600549073438
JPM,QQQ,F7,adam,1,0.4560741249142073,0.6125600549073438
JPM,QQQ,F7,adam,2,0.46774193548387094,0.6125600549073438
JPM,QQQ,F8,adam,0,0.469114619080302,0.6125600549073438
JPM,QQQ,F8,adam,1,0.4560741249142073,0.6125600549073438
JPM,QQQ,F8,adam,2,0.46774193548387094,0.6125600549073438
JPM,QQQ,F9,adam,0,0.4708304735758408,0.6125600549073438
JPM,QQQ,F9,adam,1,0.4773507206588881,0.6125600549073438
JPM,QQQ,F9,adam,2,0.4708304735758408,0.6125600549073438
JPM,SPY,F0,adam,0,0.6190803019903912,0.6187371310912835
JPM,SPY,F0,adam,1,0.6187371310912835,0.6187371310912835
JPM,SPY,F0,adam,2,0.6187371310912835,0.6187371310912835
JPM,SPY,F4,adam,0,0.58716540837337,0.6187371310912835
JPM,SPY,F4,adam,1,0.5813315030885381,0.6187371310912835
JPM,SPY,F4,adam,2,0.589910775566232,0.6187371310912835
JPM,SPY,F7,adam,0,0.456417295813315,0.6187371310912835
JPM,SPY,F7,adam,1,0.4444063143445436,0.6187371310912835
JPM,SPY,F7,adam,2,0.4526424159231297,0.6187371310912835
JPM,SPY,F8,adam,0,0.456417295813315,0.6187371310912835
JPM,SPY,F8,adam,1,0.4444063143445436,0.6187371310912835
JPM,SPY,F8,adam,2,0.4526424159231297,0.6187371310912835
JPM,SPY,F9,adam,0,0.4629375428963624,0.6187371310912835
JPM,SPY,F9,adam,1,0.46877144818119426,0.6187371310912835
JPM,SPY,F9,adam,2,0.45710363761153056,0.6187371310912835
MSFT,AAPL,F0,adam,0,0.6307481125600549,0.6310912834591627
MSFT,AAPL,F0,adam,1,0.6314344543582704,0.6310912834591627
MSFT,AAPL,F0,adam,2,0.632120796156486,0.6310912834591627
MSFT,AAPL,F4,adam,0,0.579958819492107,0.6310912834591627
