window,filter,noise,seed,delta_snr_db
31,F1 MA,N3 α-stable,5,14.389626603138534
31,F4 Median,N3 α-stable,5,16.429292998040676
31,F7 Hybrid (med w),N3 α-stable,5,17.455896007284732
31,F1 MA,N3 α-stable,6,14.359995140307518
31,F4 Median,N3 α-stable,6,18.55223849243132
31,F7 Hybrid (med w),N3 α-stable,6,19.55312984478264
31,F1 MA,N3 α-stable,7,14.134100175273723
31,F4 Median,N3 α-stable,7,17.19354429469373
31,F7 Hybrid (med w),N3 α-stable,7,18.2233180908649
31,F1 MA,N3 α-stable,8,14.275093577155696
31,F4 Median,N3 α-stable,8,21.343230806445618
31,F7 Hybrid (med w),N3 α-stable,8,22.25944793906198
31,F1 MA,N3 α-stable,9,14.644554204392907
31,F4 Median,N3 α-stable,9,20.99417737467075
31,F7 Hybrid (med w),N3 α-stable,9,22.164279380687265
31,F1 MA,N4 Mixed,0,8.107923468616095
31,F4 Median,N4 Mixed,0,10.383080661974734
31,F7 Hybrid (med w),N4 Mixed,0,10.790705682618531
31,F1 MA,N4 Mixed,1,8.118667671382813
31,F4 Median,N4 Mixed,1,8.936467738115635
31,F7 Hybrid (med w),N4 Mixed,1,9.393882881234632
31,F1 MA,N4 Mixed,2,8.164747332644403
31,F4 Median,N4 Mixed,2,13.347088166975652
31,F7 Hybrid (med w),N4 Mixed,2,13.425447678818582
31,F1 MA,N4 Mixed,3,8.284425283339704
31,F4 Median,N4 Mixed,3,11.706976079779727
31,F7 Hybrid (med w),N4 Mixed,3,11.967406457874494
31,F1 MA,N4 Mixed,4,8.605774441154377
31,F4 Median,N4 Mixed,4,12.69664814440678
31,F7 Hybrid (med w),N4 Mixed,4,13.048617088410797
31,F1 MA,N4 Mixed,5,8.268204707969208
31,F4 Median,N4 Mixed,5,9.902056051268993
31,F7 Hybrid (med w),N4 Mixed,5,10.254512864956752
31,F1 MA,N4 Mixed,6,7.614642124250533
31,F4 Median,N4 Mixed,6,10.131241529827284
31,F7 Hybrid (med w),N4 Mixed,6,10.442841796723652
31,F1 MA,N4 Mixed,7,7.587670279704749
31,F4 Median,N4 Mixed,7,9.650104335055198
31,F7 Hybrid (med w),N4 Mixed,7,9.982968418016414
31,F1 MA,N4 Mixed,8,7.182536420178202
31,F4 Median,N4 Mixed,8,10.704385178147234
31,F7 Hybrid (med w),N4 Mixed,8,10.876507788046524
31,F1 MA,N4 Mixed,9,8.64059434317976
31,F4 Median,N4 Mixed,9,10.41884678960384
31,F7 Hybrid (med w),N4 Mixed,9,10.879064340691484
51,F1 MA,N1 Gauss,0,11.175172683365922
51,F4 Median,N1 Gauss,0,14.344903301197032
51,F7 Hybrid (med w),N1 Gauss,0,14.8125533739823
51,F1 MA,N1 Gauss,1,12.190192601760476
51,F4 Median,N1 Gauss,1,13.820619639768084
51,F7 Hybrid (med w),N1 Gauss,1,14.230615759619806
51,F1 MA,N1 Gauss,2,12.145820703043277
51,F4 Median,N1 Gauss,2,14.532035736552242
51,F7 Hybrid (med w),N1 Gauss,2,14.955720007647129
51,F1 MA,N1 Gauss,3,11.214904637069209
51,F4 Median,N1 Gauss,3,14.05964411990768
51,F7 Hybrid (med w),N1 Gauss,3,14.481874754022364
51,F1 MA,N1 Gauss,4,11.452606337198096
51,F4 Median,N1 Gauss,4,14.067225207868038
51,F7 Hybrid (med w),N1 Gauss,4,14.528306787247978
51,F1 MA,N1 Gauss,5,11.011520149615556
51,F4 Median,N1 Gauss,5,14.377914731189367
51,F7 Hybrid (med w),N1 Gauss,5,14.732422905548916
51,F1 MA,N1 Gauss,6,10.968133900896682
51,F4 Median,N1 Gauss,6,14.83094721786711
51,F7 Hybrid (med w),N1 Gauss,6,15.32489376591623
51,F1 MA,N1 Gauss,7,11.341302097720195
51,F4 Median,N1 Gauss,7,13.649122995431728
51,F7 Hybrid (med w),N1 Gauss,7,14.061124442330415
51,F1 MA,N1 Gauss,8,11.649347862550304
51,F4 Median,N1 Gauss,8,14.77122067065586
51,F7 Hybrid (med w),N1 Gauss,8,15.107313841428413
51,F1 MA,N1 Gauss,9,12.25447596799254
51,F4 Median,N1 Gauss,9,14.580089523591496
51,F7 Hybrid (med w),N1 Gauss,9,14.982931657155117
51,F1 MA,N3 α-stable,0,15.571088639953976
51,F4 Median,N3 α-stable,0,21.147716481037282
51,F7 Hybrid (med w),N3 α-stable,0,21.674955648672185
51,F1 MA,N3 α-stable,1,15.326012042096245
51,F4 Median,N3 α-stable,1,19.0141148413705
51,F7 Hybrid (med w),N3 α-stable,1,19.578362945511653
51,F1 MA,N3 α-stable,2,16.81726281669159
51,F4 Median,N3 α-stable,2,27.765185097505608
51,F7 Hybrid (med w),N3 α-stable,2,28.357408070447804
51,F1 MA,N3 α-stable,3,16.439110108262582
51,F4 Median,N3 α-stable,3,21.791803367104194
51,F7 Hybrid (med w),N3 α-stable,3,22.385867944494535
51,F1 MA,N3 α-stable,4,15.543358371076451
51,F4 Median,N3 α-stable,4,20.17508735565806
51,F7 Hybrid (med w),N3 α-stable,4,20.598693744205995
51,F1 MA,N3 α-stable,5,15.105025258532283
51,F4 Median,N3 α-stable,5,18.186277731220443
51,F7 Hybrid (med w),N3 α-stable,5,18.916299174007737
51,F1 MA,N3 α-stable,6,15.889295817476263
51,F4 Median,N3 α-stable,6,20.457648301101514
51,F7 Hybrid (med w),N3 α-stable,6,21.09387991875289
51,F1 MA,N3 α-stable,7,15.441916470246513
51,F4 Median,N3 α-stable,7,19.013960375079115
51,F7 Hybrid (med w),N3 α-stable,7,19.690476974362852
51,F1 MA,N3 α-stable,8,15.762852108562736
51,F4 Median,N3 α-stable,8,22.946097759175444
51,F7 Hybrid (med w),N3 α-stable,8,23.398489231639722
51,F1 MA,N3 α-stable,9,16.344227477548024
51,F4 Median,N3 α-stable,9,22.851765231794072
51,F7 Hybrid (med w),N3 α-stable,9,23.45372415703325
51,F1 MA,N4 Mixed,0,9.385536049887103
51,F4 Median,N4 Mixed,0,11.537938997747974
51,F7 Hybrid (med w),N4 Mixed,0,11.741688490066318
51,F1 MA,N4 Mixed,1,9.016032746180663
51,F4 Median,N4 Mixed,1,9.95854136496685
51,F7 Hybrid (med w),N4 Mixed,1,10.246169056664762
51,F1 MA,N4 Mixed,2,9.352802017356645
51,F4 Median,N4 Mixed,2,14.712063899420531
51,F7 Hybrid (med w),N4 Mixed,2,14.755391020114711
51,F1 MA,N4 Mixed,3,9.369574926649022
51,F4 Median,N4 Mixed,3,12.824121678656406
51,F7 Hybrid (med w),N4 Mixed,3,12.961423745883025
51,F1 MA,N4 Mixed,4,9.890911076422622
51,F4 Median,N4 Mixed,4,14.075080819720426
51,F7 Hybrid (med w),N4 Mixed,4,14.297568377609325
51,F1 MA,N4 Mixed,5,9.294633874311357
51,F4 Median,N4 Mixed,5,11.161778720708497
51,F7 Hybrid (med w),N4 Mixed,5,11.38315943323995
51,F1 MA,N4 Mixed,6,8.650011481459396
51,F4 Median,N4 Mixed,6,11.231317885633326
51,F7 Hybrid (med w),N4 Mixed,6,11.394475962879763
51,F1 MA,N4 Mixed,7,8.596927741299414
51,F4 Median,N4 Mixed,7,10.634546728370486
51,F7 Hybrid (med w),N4 Mixed,7,10.857900679557247
51,F1 MA,N4 Mixed,8,8.049651489027973
51,F4 Median,N4 Mixed,8,11.39734262550126
51,F7 Hybrid (med w),N4 Mixed,8,11.496441010099852
51,F1 MA,N4 Mixed,9,9.75050401920101
51,F4 Median,N4 Mixed,9,11.382155008592898
51,F7 Hybrid (med w),N4 Mixed,9,11.646320278997212
81,F1 MA,N1 Gauss,0,10.948384418533545
81,F4 Median,N1 Gauss,0,14.18920668023869
81,F7 Hybrid (med w),N1 Gauss,0,14.383308683595441
81,F1 MA,N1 Gauss,1,11.947852405024737
81,F4 Median,N1 Gauss,1,13.688706718886895
81,F7 Hybrid (med w),N1 Gauss,1,13.862391690472565
81,F1 MA,N1 Gauss,2,12.091546664177661
81,F4 Median,N1 Gauss,2,14.151467627602997
81,F7 Hybrid (med w),N1 Gauss,2,14.411739379831417
81,F1 MA,N1 Gauss,3,11.466575423969205
81,F4 Median,N1 Gauss,3,13.707764217633427
81,F7 Hybrid (med w),N1 Gauss,3,13.887994669535566
81,F1 MA,N1 Gauss,4,11.451546464012308
81,F4 Median,N1 Gauss,4,13.237678600838402
81,F7 Hybrid (med w),N1 Gauss,4,13.446198731919116
81,F1 MA,N1 Gauss,5,10.645549829319584
81,F4 Median,N1 Gauss,5,13.310422549725715
81,F7 Hybrid (med w),N1 Gauss,5,13.427703754020168
81,F1 MA,N1 Gauss,6,10.20370785037142
81,F4 Median,N1 Gauss,6,14.441538535398454
81,F7 Hybrid (med w),N1 Gauss,6,14.597848437377017
81,F1 MA,N1 Gauss,7,10.98355194283583
81,F4 Median,N1 Gauss,7,13.662855079520046
81,F7 Hybrid (med w),N1 Gauss,7,13.784254456933883
81,F1 MA,N1 Gauss,8,11.326086999308453
81,F4 Median,N1 Gauss,8,14.074269194300301
81,F7 Hybrid (med w),N1 Gauss,8,14.221328290028824
81,F1 MA,N1 Gauss,9,11.735538448963855
81,F4 Median,N1 Gauss,9,14.049928670595513
81,F7 Hybrid (med w),N1 Gauss,9,14.22157934827348
81,F1 MA,N3 α-stable,0,16.6638269433595
81,F4 Median,N3 α-stable,0,21.710876772009463
81,F7 Hybrid (med w),N3 α-stable,0,21.959448528115722
81,F1 MA,N3 α-stable,1,16.14566888019597
81,F4 Median,N3 α-stable,1,19.75894354344117
81,F7 Hybrid (med w),N3 α-stable,1,20.036828218818247
81,F1 MA,N3 α-stable,2,18.61376047623454
81,F4 Median,N3 α-stable,2,27.80263238509233
81,F7 Hybrid (med w),N3 α-stable,2,28.09415495395997
81,F1 MA,N3 α-stable,3,17.33545984581105
81,F4 Median,N3 α-stable,3,22.55274266890038
81,F7 Hybrid (med w),N3 α-stable,3,22.802085047143578
81,F1 MA,N3 α-stable,4,16.752732054688433
81,F4 Median,N3 α-stable,4,20.65038865260869
81,F7 Hybrid (med w),N3 α-stable,4,20.927246660602318
81,F1 MA,N3 α-stable,5,15.253786053691739
81,F4 Median,N3 α-stable,5,18.57185040709251
81,F7 Hybrid (med w),N3 α-stable,5,18.86746233726391
81,F1 MA,N3 α-stable,6,16.655772133556663
81,F4 Median,N3 α-stable,6,21.72121152323391
81,F7 Hybrid (med w),N3 α-stable,6,22.003865220176614
81,F1 MA,N3 α-stable,7,16.282855226123477
81,F4 Median,N3 α-stable,7,19.621923016851724
81,F7 Hybrid (med w),N3 α-stable,7,19.91683718540145
81,F1 MA,N3 α-stable,8,16.837088194974115
81,F4 Median,N3 α-stable,8,23.763643709717833
81,F7 Hybrid (med w),N3 α-stable,8,23.98291226005858
81,F1 MA,N3 α-stable,9,17.801137945698027
81,F4 Median,N3 α-stable,9,23.412191812301238
81,F7 Hybrid (med w),N3 α-stable,9,23.662061466282623
81,F1 MA,N4 Mixed,0,10.525366213219804
81,F4 Median,N4 Mixed,0,12.438068833546952
81,F7 Hybrid (med w),N4 Mixed,0,12.512578882521954
81,F1 MA,N4 Mixed,1,9.95690096958131
81,F4 Median,N4 Mixed,1,10.94049703804587
81,F7 Hybrid (med w),N4 Mixed,1,11.095680539391008
81,F1 MA,N4 Mixed,2,10.430340414398469
81,F4 Median,N4 Mixed,2,15.701603513364368
81,F7 Hybrid (med w),N4 Mixed,2,15.733470579593202
81,F1 MA,N4 Mixed,3,10.360760498460234
81,F4 Median,N4 Mixed,3,13.761307353405687
81,F7 Hybrid (med w),N4 Mixed,3,13.846697515915379
81,F1 MA,N4 Mixed,4,11.054739303637174
81,F4 Median,N4 Mixed,4,15.065318038095697
81,F7 Hybrid (med w),N4 Mixed,4,15.179351001533513
81,F1 MA,N4 Mixed,5,10.082418638491855
81,F4 Median,N4 Mixed,5,12.05190250734239
81,F7 Hybrid (med w),N4 Mixed,5,12.177584687053026
81,F1 MA,N4 Mixed,6,9.530741702981596
81,F4 Median,N4 Mixed,6,12.049808676117252
81,F7 Hybrid (med w),N4 Mixed,6,12.121625470105108
81,F1 MA,N4 Mixed,7,9.560385901387956
81,F4 Median,N4 Mixed,7,11.542315628024378
81,F7 Hybrid (med w),N4 Mixed,7,11.639119611815037
81,F1 MA,N4 Mixed,8,8.928134960220884
81,F4 Median,N4 Mixed,8,12.06067975261048
81,F7 Hybrid (med w),N4 Mixed,8,12.118079189851386
81,F1 MA,N4 Mixed,9,10.830311746634699
81,F4 Median,N4 Mixed,9,12.210546388729648
81,F7 Hybrid (med w),N4 Mixed,9,12.382986666850346
